"pwsid","a_int.dwater","pw_ext_pop.disability"
"UTAH24009",0,166
"UTAH24010",1,199
"UTAH24012",0,1256
"UTAH24013",1,1713
"UTAH24014",0,27
"UTAH24042",0,17
"UTAH24049",0,8
"UTAH24051",1,6
"UTAH25001",0,840
"UTAH25002",0,1052
"UTAH25003",0,3639
"UTAH25004",0,20
"UTAH25005",NA,3474
"UTAH25006",NA,11178
"UTAH25007",0,858
"UTAH25008",0,3246
"UTAH25009",0,16
"UTAH25010",3,17
"UTAH25011",0,6
"UTAH25012",NA,132
"UTAH25013",4,85
"UTAH25014",0,903
"UTAH25015",NA,5751
"UTAH25016",NA,1202
"UTAH25018",1,1122
"UTAH25020",NA,9675
"UTAH25021",1,2192
"UTAH25022",0,3602
"UTAH25024",1,5
"UTAH25028",0,100
"UTAH25031",0,303
"UTAH25033",1,4
"UTAH25034",0,2
"UTAH25035",1,NA
"UTAH25044",4,NA
"UTAH25058",1,NA
"UTAH25092",0,57
"UTAH25096",1,1
"UTAH25109",1,7
"UTAH25112",0,4
"UTAH25124",0,5
"UTAH25137",0,634
"UTAH25138",NA,1995
"UTAH25142",NA,2288
"UTAH25144",1,1
"UTAH25146",1,2
"UTAH25153",1,5
"UTAH25164",0,NA
"UTAH25168",NA,767
"UTAH25184",0,NA
"UTAH26002",1,30
"UTAH26003",1,40
"UTAH26005",2,43
"UTAH26006",1,1108
"UTAH26008",1,470
"UTAH26009",0,26
"UTAH26023",2,8
"UTAH26043",1,0
"UTAH26049",1,6
"UTAH26052",1,1
"UTAH26055",1,12
"UTAH26057",1,79
"UTAH26059",2,NA
"UTAH26060",1,12
"UTAH26068",1,30
"UTAH26069",0,6
"UTAH26080",0,355
"UTAH26086",1,163
"UTAH26091",1,10
"UTAH26096",1,43
"UTAH26100",1,84
"UTAH27002",0,3
"UTAH27003",1,48
"UTAH27004",1,165
"UTAH27005",0,7
"UTAH27007",2,2689
"UTAH27008",0,892
"UTAH27009",2,456
"UTAH27010",0,121
"UTAH27011",1,33
"UTAH27014",0,28
"UTAH27015",0,12509
"UTAH27016",1,993
"UTAH27017",0,64
"UTAH27018",1,256
"UTAH27019",0,83
"UTAH27020",1,81
"UTAH27021",0,3082
"UTAH27025",0,15
"UTAH27030",0,93
"UTAH27049",0,136
"UTAH27051",0,2
"UTAH27059",0,63
"UTAH27061",0,7
"UTAH27065",0,98
"UTAH27069",5,25
"UTAH27071",0,3
"UTAH27073",2,43
"UTAH27074",0,10
"UTAH27077",1,81
"UTAH27079",1,18
"UTAH27082",1,11
"UTAH27086",1,7
"UTAH27088",2,NA
"UTAH27089",5,14
"UTAH27093",5,NA
"UTAH28001",0,38
"UTAH28002",1,33
"UTAH28003",0,14
"UTAH28004",1,66
"UTAH28005",1,23
"UTAH28006",0,12
"UTAH28007",0,38
"UTAH28011",0,NA
"UTAH28043",0,0
"UTAH29004",0,3366
"UTAH29005",4,84
"UTAH29006",0,1483
"UTAH29007",6,36
"UTAH29008",0,79
"UTAH29009",0,24
"UTAH29010",0,1962
"UTAH29011",0,11669
"UTAH29013",3,95
"UTAH29014",0,676
"UTAH29015",0,1079
"UTAH29016",0,4136
"UTAH29017",2,2205
"UTAH29019",0,845
"UTAH29020",1,208
"UTAH29021",4,172
"UTAH29022",0,1124
"UTAH29024",1,9
"UTAH29029",0,NA
"UTAH29053",5,28
"UTAH29085",0,2
"UTAH29086",0,NA
"UTAH29092",0,8
"UTAH29093",6,NA
"UTAH29094",1,74
"UTAH29107",0,2
"UTAH29119",5,NA
"UTAH29120",0,164
"UTAH29124",0,NA
"UTAH29126",0,NA
"WY5601641",1,6
"105300002",0,24
"105300003",0,256
"105300007",1,37
"105300008",17,1
"105300010",23,2
"105300011",3,20
"105300012",46,108
"105300013",NA,104
"105300014",3,10
"105300015",0,55
"105300016",2,46
"105300017",3,42
"105300018",1,93
"105300019",0,14
"105300020",0,55
"105300022",NA,5
"105300024",1,25
"105300025",0,0
"105300026",28,33
"105300027",0,29
"105300028",14,27
"105300031",0,43
"105300032",0,7
"105300033",12,9
"105300036",2,28
"105300042",0,99
"105300047",17,2
"105300048",0,58
"105300051",0,2
"105300058",11,3
"105300073",1,11
"105300081",1,6
"105300086",0,8
"105300087",0,28
"105300088",1,10
"105300089",5,57
"105300090",0,61
"105300091",0,3
"105300092",1,38
"105300109",0,39
"105300117",0,37
"105300120",2,5
"105300123",9,4
"105300127",0,0
"105300133",0,23
"105300141",2,36
"105300144",0,8
"105300146",NA,142
"105311103",11,11
"105311106",10,1
"105311107",0,47
"105338100",11,9
"105338102",1,22
"105338111",0,1
"105388889",1,130
"WA5300029",0,NA
"WA5300045",0,NA
"WA5300050",NA,4005
"WA5300133",0,NA
"WA5300153",0,NA
"WA5300250",14,10
"WA5300253",0,42
"WA5300302",0,18
"WA5300307",0,201
"WA5300315",0,19
"WA5300323",0,84
"WA5300333",0,121
"WA5300346",0,NA
"WA5300367",0,53
"WA5300392",0,47
"WA5300410",0,80
"WA5300429",0,13
"WA5300431",0,19
"WA5300484",1,6
"WA5300489",0,NA
"WA5300496",0,NA
"WA5300510",0,4
"WA5300515",0,62
"WA5300543",0,9
"WA5300561",0,7
"WA5300567",0,5
"WA5300585",0,1
"WA5300588",0,NA
"WA5300601",0,10
"WA5300603",0,NA
"WA5300604",3,6
"WA5300631",1,2
"WA5300650",0,1239
"WA5300675",0,29
"WA5300682",0,19
"WA5300710",14,26
"WA5300792",0,20
"WA5300800",0,53
"WA5300805",1,NA
"WA5300863",20,1
"WA5300886",1,10
"WA5300914",0,0
"WA5300932",0,203
"WA5300946",0,NA
"WA5300950",0,NA
"WA5300953",3,65
"WA5300956",0,16
"WA5300982",0,8
"WA5301000",0,8
"WA5301023",0,NA
"WA5301031",0,NA
"WA5301050",0,29
"WA5301088",0,18
"WA5301125",0,NA
"WA5301200",0,12
"WA5301213",2,NA
"WA5301220",0,NA
"WA5301222",1,13
"WA5301250",0,336
"WA5301265",0,NA
"WA5301266",1,NA
"WA5301270",0,82
"WA5301281",2,25
"WA5301300",0,18721
"WA5301338",0,NA
"WA5301379",0,NA
"WA5301383",0,21
"WA5301400",0,18
"WA5301428",4,90
"WA5301429",0,117
"WA5301450",0,485
"WA5301463",0,NA
"WA5301483",0,39
"WA5301484",0,1
"WA5301567",3,30
"WA5301576",18,NA
"WA5301581",0,0
"WA5301639",2,9
"WA5301649",16,10
"WA5301666",NA,NA
"WA5301668",0,25
"WA5301695",0,NA
"WA5301698",0,4
"WA5301700",0,69
"WA5301712",0,NA
"WA5301736",0,3
"WA5301799",0,16
"WA5301808",0,NA
"WA5301822",6,9
"WA5301826",0,14
"WA5301830",0,9
"WA5301832",0,NA
"WA5301852",9,42
"WA5301898",1,NA
"WA5301916",0,9
"WA5301966",0,27
"WA5301977",1,NA
"WA5301984",0,NA
"WA5302011",0,NA
"WA5302043",0,33
"WA5302050",5,7
"WA5302051",0,0
"WA5302052",0,195
"WA5302055",0,327
"WA5302117",0,67
"WA5302145",0,7
"WA5302150",0,10
"WA5302182",0,24
"WA5302200",0,2680
"WA5302217",0,21
"WA5302236",1,1
"WA5302287",0,14
"WA5302300",2,3
"WA5302306",0,NA
"WA5302308",0,NA
"WA5302315",0,14
"WA5302328",1,63
"WA5302345",0,1
"WA5302348",4,7
"WA5302356",1,28
"WA5302408",0,22
"WA5302413",0,10
"WA5302498",0,3
"WA5302513",0,NA
"WA5302590",4,20
"WA5302600",0,3610
"WA5302601",0,NA
"WA5302632",0,NA
"WA5302667",0,NA
"WA5302676",0,24
"WA5302699",0,39
"WA5302714",0,56
"WA5302715",NA,31
"WA5302735",0,NA
"WA5302777",28,3
"WA5302857",0,NA
"WA5302860",0,NA
"WA5302871",0,NA
"WA5302885",0,14
"WA5302890",0,NA
"WA5302938",0,0
"WA5302942",5,20
"WA5302945",11,NA
"WA5302948",11,NA
"WA5302950",NA,3186
"WA5302996",0,4
"WA5303000",3,NA
"WA5303010",0,NA
"WA5303014",0,10
"WA5303021",0,NA
"WA5303052",0,NA
"WA5303099",0,11
"WA5303129",31,6
"WA5303134",0,131
"WA5303150",9,10
"WA5303160",0,400
"WA5303200",0,54
"WA5303224",0,NA
"WA5303250",0,177
"WA5303303",25,38
"WA5303313",0,1
"WA5303344",0,51
"WA5303350",NA,9514
"WA5303370",0,21
"WA5303388",0,NA
"WA5303404",0,1
"WA5303414",5,0
"WA5303420",0,213
"WA5303427",0,2
"WA5303449",0,0
"WA5303450",0,2
"WA5303451",0,7
"WA5303456",0,12
"WA5303463",0,NA
"WA5303468",0,4
"WA5303521",0,129
"WA5303523",0,5
"WA5303528",0,16
"WA5303529",0,240
"WA5303606",0,31
"WA5303619",0,4
"WA5303660",5,NA
"WA5303741",0,13
"WA5303754",0,6
"WA5303901",1,NA
"WA5303912",4,13
"WA5303943",0,14
"WA5303950",1,208
"WA5304025",0,11
"WA5304050",0,3
"WA5304212",0,1
"WA5304237",0,7
"WA5304298",0,3
"WA5304316",NA,40
"WA5304387",0,4
"WA5304397",1,685
"WA5304398",12,0
"WA5304459",0,NA
"WA5304461",12,25
"WA5304511",1,33
"WA5304512",0,17
"WA5304530",0,1
"WA5304569",1,52
"WA5304600",0,160
"WA5304601",0,5
"WA5304625",0,1
"WA5304629",0,21
"WA5304643",0,74
"WA5304670",0,3
"WA5304694",0,NA
"WA5304700",0,2245
"WA5304761",45,NA
"WA5304778",0,NA
"WA5304793",0,18
"WA5304815",0,56
"WA5304828",0,NA
"WA5304847",13,1
"WA5304852",NA,NA
"WA5304863",0,7
"WA5304900",0,2
"WA5304930",0,NA
"WA5304953",0,2
"WA5304956",1,11
"WA5304979",0,44
"WA5304980",0,10
"WA5305025",0,7
"WA5305067",0,NA
"WA5305122",0,1828
"WA5305151",0,20
"WA5305160",0,26
"WA5305182",19,42
"WA5305198",0,NA
"WA5305219",14,0
"WA5305243",0,NA
"WA5305277",0,NA
"WA5305290",0,NA
"WA5305303",1,NA
"WA5305316",0,33
"WA5305329",0,7
"WA5305345",0,133
"WA5305350",0,258
"WA5305370",0,7
"WA5305450",1,30
"WA5305520",0,30
"WA5305534",0,NA
"WA5305535",0,107
"WA5305536",1,NA
"WA5305570",1,54
"WA5305575",NA,12853
"WA5305600",0,11932
"WA5305640",0,NA
"WA5305704",0,NA
"WA5305782",8,15
"WA5305783",1,1154
"WA5305793",NA,NA
"WA5305795",0,28
"WA5305800",4,620
"WA5305801",28,24
"WA5305811",0,NA
"WA5305831",4,NA
"WA5305836",0,19
"WA5305859",0,114
"WA5305867",0,NA
"WA5305875",0,55
"WA5305898",0,NA
"WA5305914",5,0
"WA5305948",0,21
"WA5305956",NA,62
"WA5305965",0,15
"WA5305966",0,30
"WA5305980",0,65
"WA5306015",0,6
"WA5306029",3,847
"WA5306044",0,52
"WA5306046",0,NA
"WA5306081",0,50
"WA5306091",6,18
"WA5306100",1,11
"WA5306136",0,39
"WA5306147",5,14
"WA5306151",0,156
"WA5306200",0,NA
"WA5306319",0,NA
"WA5306321",NA,1
"WA5306325",11,NA
"WA5306344",1,30
"WA5306350",1,3
"WA5306396",0,NA
"WA5306456",0,NA
"WA5306461",0,29
"WA5306514",15,NA
"WA5306529",0,NA
"WA5306536",0,10
"WA5306553",0,NA
"WA5306559",5,15
"WA5306630",0,39
"WA5306651",0,NA
"WA5306705",0,1
"WA5306794",0,NA
"WA5306900",9,82
"WA5306947",0,5
"WA5307079",0,15
"WA5307095",1,NA
"WA5307155",0,2
"WA5307158",0,351
"WA5307160",0,NA
"WA5307167",1,8
"WA5307215",0,15
"WA5307220",0,244
"WA5307221",0,89
"WA5307222",0,NA
"WA5307250",0,NA
"WA5307285",0,1
"WA5307289",0,0
"WA5307300",0,872
"WA5307314",0,2
"WA5307350",8,27
"WA5307400",7,3
"WA5307450",0,152
"WA5307486",0,1
"WA5307507",0,NA
"WA5307516",NA,2
"WA5307542",3,105
"WA5307574",0,1
"WA5307581",2,7
"WA5307610",0,520
"WA5307619",1,NA
"WA5307630",0,32
"WA5307650",0,4299
"WA5307663",0,58
"WA5307667",0,0
"WA5307700",10,NA
"WA5307730",NA,NA
"WA5307741",0,6
"WA5307748",0,7
"WA5307749",0,NA
"WA5307764",0,12
"WA5307813",0,NA
"WA5307816",0,29
"WA5307850",5,51
"WA5307870",6,0
"WA5307877",0,74
"WA5307900",0,1651
"WA5307925",1,12
"WA5307937",0,10
"WA5307956",0,5
"WA5307989",0,NA
"WA5308066",0,2
"WA5308131",0,NA
"WA5308166",0,102
"WA5308200",0,9704
"WA5308236",0,11
"WA5308246",12,8
"WA5308253",0,117
"WA5308290",5,88
"WA5308300",12,247
"WA5308324",1,NA
"WA5308330",0,9
"WA5308344",0,NA
"WA5308350",2,455
"WA5308356",0,4
"WA5308359",0,NA
"WA5308364",2,2
"WA5308367",0,207
"WA5308393",0,76
"WA5308401",13,2
"WA5308520",3,NA
"WA5308586",0,NA
"WA5308690",14,NA
"WA5308740",0,8
"WA5308815",0,2
"WA5308914",1,3
"WA5308915",0,NA
"WA5308940",0,NA
"WA5309000",1,725
"WA5309064",0,2
"WA5309066",0,33
"WA5309100",0,100
"WA5309131",1,4
"WA5309150",3,45
"WA5309155",0,24
"WA5309156",0,63
"WA5309188",0,37
"WA5309251",0,5
"WA5309280",0,4
"WA5309300",18,43
"WA5309314",0,47
"WA5309350",18,NA
"WA5309356",0,NA
"WA5309404",0,59
"WA5309450",0,14
"WA5309490",0,22
"WA5309570",2,2
"WA5309600",0,0
"WA5309650",0,6
"WA5309800",1,74
"WA5309871",1,NA
"WA5309899",0,NA
"WA5309900",1,14
"WA5309930",1,7
"WA5310050",0,NA
"WA5310100",0,9
"WA5310220",0,0
"WA5310221",0,4285
"WA5310440",0,14
"WA5310516",1,NA
"WA5310562",0,3
"WA5310580",2,64
"WA5310581",0,7
"WA5310587",1,50
"WA5310590",0,1
"WA5310595",1,NA
"WA5310600",0,88
"WA5310614",0,NA
"WA5310724",6,72
"WA5310725",0,11
"WA5310744",1,NA
"WA5310746",0,39
"WA5310748",1,41
"WA5310750",0,262
"WA5310751",0,4
"WA5310755",0,27
"WA5310761",0,18
"WA5310774",1,NA
"WA5310800",0,3074
"WA5310805",0,4
"WA5310808",0,19
"WA5310838",0,13
"WA5310988",0,4
"WA5310991",2,48
"WA5310992",0,NA
"WA5310994",0,4
"WA5310999",0,10
"WA5311002",3,23
"WA5311030",0,NA
"WA5311050",0,70
"WA5311060",0,84
"WA5311065",25,24
"WA5311100",0,70
"WA5311134",11,NA
"WA5311135",0,NA
"WA5311154",NA,NA
"WA5311159",0,79
"WA5311161",26,NA
"WA5311200",0,292
"WA5311239",5,12
"WA5311250",0,208
"WA5311278",0,0
"WA5311300",0,95
"WA5311340",0,274
"WA5311445",14,NA
"WA5311476",0,5
"WA5311488",1,NA
"WA5311494",5,8
"WA5311500",1,39
"WA5311514",0,1
"WA5311625",2,11
"WA5311626",1,2
"WA5311700",0,928
"WA5311800",0,383
"WA5311850",0,320
"WA5311860",18,2
"WA5311882",0,64
"WA5311887",0,540
"WA5311888",0,NA
"WA5311901",NA,3
"WA5311912",0,NA
"WA5311914",0,3
"WA5311917",0,48
"WA5311947",0,NA
"WA5311975",5,NA
"WA5311998",0,NA
"WA5312003",0,NA
"WA5312028",0,NA
"WA5312100",0,9
"WA5312112",0,NA
"WA5312154",1,14
"WA5312170",0,12
"WA5312200",0,4506
"WA5312235",5,14
"WA5312243",0,NA
"WA5312247",1,1
"WA5312250",0,1840
"WA5312270",0,NA
"WA5312284",0,12977
"WA5312300",0,671
"WA5312350",0,31
"WA5312366",0,23
"WA5312400",0,1278
"WA5312450",0,14
"WA5312451",7,6
"WA5312490",0,3
"WA5312560",0,NA
"WA5312613",0,11
"WA5312630",0,NA
"WA5312636",0,3
"WA5312750",NA,453
"WA5312751",1,15
"WA5312800",0,87
"WA5312850",10,20
"WA5312911",0,19
"WA5313200",0,96
"WA5313253",0,6
"WA5313301",0,10
"WA5313333",0,18131
"WA5313450",0,36
"WA5313451",NA,NA
"WA5313500",2,435
"WA5313525",1,11
"WA5313533",0,1
"WA5313550",0,2
"WA5313560",5,2
"WA5313584",0,NA
"WA5313615",0,229
"WA5313644",0,NA
"WA5313679",0,NA
"WA5313701",0,2
"WA5313800",0,NA
"WA5313850",0,12
"WA5313900",0,111
"WA5313909",16,8
"WA5313915",1,NA
"WA5313916",16,18
"WA5313923",0,NA
"WA5313940",0,0
"WA5313943",0,NA
"WA5313960",0,24
"WA5314000",0,526
"WA5314026",0,NA
"WA5314050",1,1226
"WA5314057",0,48
"WA5314069",0,NA
"WA5314071",0,16
"WA5314080",0,NA
"WA5314100",1,74
"WA5314169",6,2
"WA5314174",5,11
"WA5314176",18,33
"WA5314185",0,21
"WA5314200",0,800
"WA5314371",0,NA
"WA5314446",0,6
"WA5314572",0,6
"WA5314600",2,301
"WA5314650",9,249
"WA5314730",0,3
"WA5314800",0,NA
"WA5315020",0,NA
"WA5315050",3,307
"WA5315077",0,9
"WA5315108",0,NA
"WA5315112",28,7
"WA5315130",0,11
"WA5315150",0,7
"WA5315296",0,NA
"WA5315300",2,148
"WA5315314",1,62
"WA5315400",0,238
"WA5315461",0,NA
"WA5315483",0,14
"WA5315485",0,6
"WA5315502",0,6
"WA5315503",0,12
"WA5315505",0,32
"WA5315510",0,NA
"WA5315514",0,15
"WA5315515",34,27
"WA5315521",0,40
"WA5315522",0,131
"WA5315523",0,0
"WA5315531",0,NA
"WA5315532",0,22
"WA5315550",0,554
"WA5315571",0,67
"WA5315637",0,9
"WA5315650",NA,2126
"WA5315663",1,1
"WA5315818",0,2
"WA5315864",0,13
"WA5315930",0,NA
"WA5315948",0,NA
"WA5315950",1,14
"WA5315999",0,NA
"WA5316000",0,43
"WA5316020",0,425
"WA5316150",0,50
"WA5316177",0,19
"WA5316190",1,NA
"WA5316215",0,NA
"WA5316232",0,3
"WA5316242",0,NA
"WA5316256",0,21
"WA5316270",0,1884
"WA5316274",0,43
"WA5316277",0,NA
"WA5316351",5,6
"WA5316390",0,NA
"WA5316400",NA,3
"WA5316480",0,9
"WA5316575",0,3
"WA5316589",0,NA
"WA5316610",0,NA
"WA5316650",1,10
"WA5316866",0,NA
"WA5316892",0,5
"WA5316900",0,24
"WA5316937",0,NA
"WA5317000",2,48
"WA5317035",5,17
"WA5317049",0,NA
"WA5317050",0,127
"WA5317100",5,5
"WA5317189",12,NA
"WA5317241",0,61
"WA5317267",0,19
"WA5317631",0,12
"WA5317690",0,NA
"WA5317715",0,181
"WA5317794",0,25
"WA5317945",3,NA
"WA5317950",0,225
"WA5317970",1,NA
"WA5317999",0,NA
"WA5318100",3,338
"WA5318140",1,9
"WA5318150",0,1
"WA5318160",0,NA
"WA5318180",0,22
"WA5318188",0,3
"WA5318189",0,82
"WA5318221",0,NA
"WA5318250",0,618
"WA5318290",5,25
"WA5318305",2,11
"WA5318350",0,2
"WA5318375",NA,36
"WA5318418",1,202
"WA5318440",0,NA
"WA5318450",0,9
"WA5318500",1,1081
"WA5318575",0,NA
"WA5318580",0,28
"WA5318637",0,NA
"WA5318643",0,9
"WA5318650",0,NA
"WA5318707",4,14
"WA5318750",0,145
"WA5318800",2,39
"WA5318821",0,15
"WA5318879",1,1
"WA5319000",0,10
"WA5319001",0,2
"WA5319035",0,5
"WA5319056",0,146
"WA5319068",0,45
"WA5319069",NA,55
"WA5319095",NA,NA
"WA5319110",0,NA
"WA5319175",0,23
"WA5319184",0,19
"WA5319200",1,1
"WA5319204",0,3
"WA5319207",NA,11
"WA5319208",4,NA
"WA5319210",0,145
"WA5319215",0,39
"WA5319246",0,NA
"WA5319430",0,11
"WA5319480",0,24
"WA5319550",0,98
"WA5319571",0,NA
"WA5319600",0,66
"WA5319601",0,19
"WA5319890",0,9
"WA5319900",0,NA
"WA5319901",0,11
"WA5319910",0,123
"WA5319928",0,6
"WA5319936",0,NA
"WA5319943",0,5
"WA5319945",0,NA
"WA5319948",0,39
"WA5320000",1,22
"WA5320003",0,5
"WA5320029",0,0
"WA5320050",0,271
"WA5320095",2,40
"WA5320100",0,23
"WA5320200",0,28
"WA5320226",0,15
"WA5320250",0,66
"WA5320265",0,NA
"WA5320276",0,6
"WA5320300",0,90
"WA5320350",1,NA
"WA5320425",0,87
"WA5320445",0,38
"WA5320469",0,30
"WA5320481",0,NA
"WA5320500",1,1013
"WA5320501",4,20
"WA5320527",0,9
"WA5320624",10,37
"WA5320637",4,11
"WA5320692",0,NA
"WA5320750",0,507
"WA5320776",0,NA
"WA5320788",NA,15
"WA5320803",25,NA
"WA5321200",0,21
"WA5321650",0,612
"WA5321740",0,1
"WA5321800",1,5549
"WA5321850",1,78
"WA5321900",0,197
"WA5322030",0,11
"WA5322057",10,4
"WA5322070",2,NA
"WA5322170",0,294
"WA5322285",0,12
"WA5322300",0,489
"WA5322340",0,13
"WA5322380",2,4
"WA5322400",0,5
"WA5322416",0,2
"WA5322500",0,3641
"WA5322525",2,80
"WA5322550",7,6
"WA5322572",0,23
"WA5322585",0,NA
"WA5322593",1,NA
"WA5322617",15,364
"WA5322650",0,7
"WA5322691",0,NA
"WA5322740",0,3
"WA5322750",0,56
"WA5322751",0,NA
"WA5322850",0,188
"WA5322871",0,NA
"WA5322880",0,8
"WA5322881",4,24
"WA5322888",0,5
"WA5322916",2,NA
"WA5322950",1,1708
"WA5323100",1,666
"WA5323120",0,64
"WA5323128",0,23
"WA5323145",0,26
"WA5323180",0,NA
"WA5323191",9,NA
"WA5323240",22,6
"WA5323280",NA,3
"WA5323290",0,12
"WA5323294",1,NA
"WA5323379",0,2
"WA5323380",0,NA
"WA5323391",0,3
"WA5323400",6,65
"WA5323456",0,NA
"WA5323480",0,27
"WA5323485",0,NA
"WA5323486",0,34
"WA5323500",NA,226
"WA5323581",0,9
"WA5323600",NA,2564
"WA5323650",0,1089
"WA5323735",0,NA
"WA5323850",0,284
"WA5323911",0,NA
"WA5323960",18,0
"WA5323994",0,24
"WA5324006",0,10
"WA5324050",0,15844
"WA5324151",0,20
"WA5324154",0,NA
"WA5324163",0,82
"WA5324164",0,NA
"WA5324170",0,NA
"WA5324180",0,23
"WA5324181",1,467
"WA5324190",0,0
"WA5324195",0,15
"WA5324200",0,421
"WA5324350",NA,113
"WA5324355",0,18
"WA5324450",0,101
"WA5324500",4,23
"WA5324524",1,27
"WA5324528",25,NA
"WA5324529",0,32
"WA5324550",0,435
"WA5324700",0,20
"WA5324713",0,38
"WA5324721",0,29
"WA5324731",1,67
"WA5324781",0,NA
"WA5324800",0,NA
"WA5324840",2,5
"WA5324841",0,NA
"WA5324850",0,1882
"WA5324881",0,0
"WA5324885",0,63
"WA5325050",0,723
"WA5325101",0,NA
"WA5325137",0,7
"WA5325150",0,600
"WA5325200",0,3566
"WA5325244",NA,NA
"WA5325250",0,10
"WA5325315",0,7
"WA5325341",0,20
"WA5325384",0,NA
"WA5325547",5,11
"WA5325586",0,1
"WA5325600",0,21
"WA5325610",0,NA
"WA5325707",0,NA
"WA5325722",0,19
"WA5325750",11,1
"WA5325800",2,15
"WA5325900",0,0
"WA5325934",2,8
"WA5325943",0,NA
"WA5325949",0,NA
"WA5326000",0,879
"WA5326014",0,NA
"WA5326050",0,678
"WA5326071",0,62
"WA5326140",2,NA
"WA5326195",0,7
"WA5326200",0,112
"WA5326300",0,309
"WA5326450",1,271
"WA5326595",0,362
"WA5326627",0,23
"WA5326647",0,NA
"WA5326649",0,4
"WA5326651",0,30
"WA5326774",0,NA
"WA5326791",2,17
"WA5326800",0,1687
"WA5326801",2,71
"WA5326911",0,NA
"WA5326916",0,NA
"WA5326951",0,NA
"WA5326955",0,NA
"WA5326995",0,NA
"WA5327060",0,NA
"WA5327091",0,NA
"WA5327200",0,82
"WA5327236",0,NA
"WA5327241",0,NA
"WA5327270",0,4
"WA5327395",16,85
"WA5327450",0,14
"WA5327496",2,4
"WA5327600",0,1019
"WA5327631",0,NA
"WA5327750",1,89
"WA5327755",0,14
"WA5327828",0,8
"WA5327849",0,6
"WA5327900",1,NA
"WA5327950",0,0
"WA5328020",0,NA
"WA5328050",0,80
"WA5328090",0,20
"WA5328220",1,23
"WA5328300",0,267
"WA5328350",0,48
"WA5328392",3,NA
"WA5328400",27,16
"WA5328450",NA,713
"WA5328460",0,NA
"WA5328494",0,252
"WA5328551",0,13
"WA5328575",3,43
"WA5328650",0,381
"WA5328700",0,240
"WA5328950",0,NA
"WA5328967",0,10
"WA5328970",2,766
"WA5328977",0,31
"WA5329000",0,354
"WA5329014",0,62
"WA5329050",8,818
"WA5329082",0,0
"WA5329172",0,32
"WA5329200",0,47
"WA5329240",0,20
"WA5329250",7,695
"WA5329345",0,NA
"WA5329358",0,NA
"WA5329450",0,NA
"WA5329521",0,NA
"WA5329550",10,76
"WA5329594",0,4
"WA5329597",0,3
"WA5329599",0,NA
"WA5329600",0,10
"WA5329629",0,NA
"WA5329669",0,90
"WA5329710",0,6
"WA5329790",0,6
"WA5329801",0,2
"WA5329808",0,2
"WA5329810",0,NA
"WA5329816",1,NA
"WA5329820",0,NA
"WA5329901",0,7
"WA5330049",0,20
"WA5330050",5,2
"WA5330164",0,NA
"WA5330190",0,2
"WA5330200",0,19
"WA5330235",0,NA
"WA5330420",0,9
"WA5330434",NA,28
"WA5330530",0,44
"WA5330691",0,NA
"WA5330700",0,42
"WA5330800",0,11
"WA5330848",0,16
"WA5330850",NA,NA
"WA5330878",0,43
"WA5330955",12,NA
"WA5330975",1,NA
"WA5330984",0,NA
"WA5331001",0,3
"WA5331003",0,NA
"WA5331005",0,5
"WA5331024",5,4
"WA5331040",3,13
"WA5331050",1,24
"WA5331075",0,41
"WA5331141",0,NA
"WA5331203",2,NA
"WA5331226",0,NA
"WA5331362",0,12
"WA5331400",0,78
"WA5331450",0,99
"WA5331477",18,62
"WA5331500",0,47
"WA5331565",0,NA
"WA5331566",0,9
"WA5331569",0,73
"WA5331572",0,NA
"WA5331575",0,NA
"WA5331593",1,1
"WA5331600",1,7
"WA5331820",0,52
"WA5331845",1,31
"WA5331881",0,NA
"WA5332000",0,11
"WA5332027",0,NA
"WA5332114",0,6
"WA5332300",0,150
"WA5332350",0,49
"WA5332380",0,NA
"WA5332550",0,23
"WA5332642",0,NA
"WA5332648",0,0
"WA5332660",0,18
"WA5332700",0,34
"WA5332735",0,NA
"WA5332785",0,7
"WA5332820",0,21
"WA5332840",10,12
"WA5332850",1,388
"WA5332900",0,49
"WA5332980",0,18
"WA5333039",0,NA
"WA5333120",0,NA
"WA5333140",0,NA
"WA5333150",1,108
"WA5333200",0,31
"WA5333261",0,3
"WA5333364",15,13
"WA5333365",0,23
"WA5333489",NA,13
"WA5333515",0,9
"WA5333666",NA,NA
"WA5333668",0,NA
"WA5333669",0,NA
"WA5333675",0,1
"WA5333677",1,105
"WA5333678",0,4
"WA5333690",0,8
"WA5333695",0,10
"WA5333860",0,38
"WA5333870",0,7
"WA5333924",0,NA
"WA5334005",0,9
"WA5334019",0,15
"WA5334040",0,10
"WA5334050",0,3
"WA5334100",0,98
"WA5334300",0,NA
"WA5334301",NA,85
"WA5334350",0,2146
"WA5334375",0,347
"WA5334400",0,NA
"WA5334505",0,3
"WA5334544",4,11
"WA5334650",0,NA
"WA5334751",0,0
"WA5334860",23,NA
"WA5334889",1,12
"WA5335092",0,NA
"WA5335100",0,492
"WA5335126",0,1
"WA5335275",8,31
"WA5335335",0,0
"WA5335350",0,NA
"WA5335354",0,45
"WA5335357",0,NA
"WA5335363",0,108
"WA5335370",1,NA
"WA5335450",0,10
"WA5335500",5,257
"WA5335550",0,51
"WA5335600",0,20
"WA5335639",0,9
"WA5335640",1,20
"WA5335650",0,144
"WA5335671",1,NA
"WA5335880",0,NA
"WA5335900",2,101
