"pwsid","total_pop","mhi","hh_inc_lowest_quintile","black_alone_per","asian_alone_per","white_alone_per","AIAN_alone_per","NAPI_alone_per","other_alone_per","mixed_alone_per","hisp_alone_per","ageunder_5_per","age_over_61_per","bachelors_per","laborforce_unemployed_per","water_rate_less_125_per","water_rate_between_125_249_per","water_rate_between_250_499_per","water_rate_between_500_749_per","water_rate_between_750_999_per","water_rate_over_1000_per","hh_below_pov_per","hh_rent_home_per","hh_own_home_per","poc_alone_per","pop_in_pov_per","no_health_insurance_per","epic_pop_density","most_common_rate_tidy"
"VT0005582",25,NA,NA,0.4,0.11,95.19,0.37,0.04,0.53,3.36,0.73,2.35,26.33,20.75,2.69,9.3,9.3,19.19,9.88,42.44,9.88,9.17,16.09,83.91,4.81,11.17,5.99,340,"Most people pay between $750-999 for water & sewer annually"
"VT0005584",28,NA,NA,1.5,0.43,95.72,0,0,0.72,1.63,1.37,2.13,23.39,23.16,3.9,19.86,2.31,15.7,40.88,7.16,14.09,19.29,22.31,77.69,4.28,17.14,4.15,311,"Most people pay between $500-749 for water & sewer annually"
"VT0005586",36,NA,NA,1.53,0,97.58,0,0,0.33,0.56,1.46,3.62,33.31,28.55,0.99,10.78,8.63,28.24,19.02,16.67,16.67,4.47,23.28,76.72,2.42,3.49,1.58,219,"Most people pay between $250-499 for water & sewer annually"
"VT0005589",12,66136,21670,2.39,0.12,96.32,0,0,0.18,0.98,0.8,3.74,26.65,37.59,0.77,0,0,34.52,29.76,4.76,30.95,14.67,9.54,90.46,3.68,15.5,4.11,226,"Most people pay between $250-499 for water & sewer annually"
"VT0005590",161,80216,37209,0.6,2.7,91.75,0.22,0,1.6,3.14,1.91,4.33,27.91,28.47,3.36,9.52,15.65,21.09,10.88,23.81,19.05,4.77,11.32,88.68,8.25,4.66,3.36,183,"Most people pay between $750-999 for water & sewer annually"
"VT0005592",35,79907,28676,0.54,3.72,92.25,0.78,0,0,2.71,0.23,1.94,29.69,34.86,0.97,35.29,17.65,0,17.65,29.41,0,5.19,8.7,91.3,7.75,4.5,3.41,102,"Most people pay < $125 for water & sewer annually"
"VT0005593",3,66136,21670,2.39,0.12,96.32,0,0,0.18,0.98,0.8,3.74,26.65,37.59,0.77,0,0,34.52,29.76,4.76,30.95,14.67,9.54,90.46,3.68,15.5,4.11,107,"Most people pay between $250-499 for water & sewer annually"
"VT0005594",158,43257,14568,1.47,0.43,95.7,0,0,0.7,1.7,1.34,2.22,23.3,22.87,3.91,18.81,2.46,15.38,39.78,7.54,16.03,19.15,22.33,77.67,4.3,16.99,4.19,436,"Most people pay between $500-749 for water & sewer annually"
"VT0005596",17,72692,30361,0.46,0.23,92.85,0,0,0.35,6.11,4.09,5.82,33.2,33.41,0,10.2,18.37,65.31,0,6.12,0,8.66,25.28,74.72,7.15,4.61,5.3,133,"Most people pay between $250-499 for water & sewer annually"
"VT0005597",11,NA,NA,0.6,2.7,91.75,0.22,0,1.6,3.14,1.91,4.33,27.91,28.47,3.36,9.52,15.65,21.09,10.88,23.81,19.05,4.77,11.32,88.68,8.25,4.66,3.36,150,"Most people pay between $750-999 for water & sewer annually"
"VT0005599",145,83750,43750,0,0.5,97.76,0,0,0.02,1.72,0.59,4.9,26.98,32.79,1.77,6.38,11.77,34.13,33.16,6.92,7.63,5.48,10.57,89.43,2.24,4.16,2.99,45,"Most people pay between $250-499 for water & sewer annually"
"VT0005600",12,NA,NA,0.88,1.86,95.93,0,0,0,1.33,0.97,2.57,32.83,36.52,5.21,0,6.48,10.19,11.11,0,72.22,10.88,28.07,71.93,4.07,13.36,4.87,239,"Most people pay > $1000 for water & sewer annually"
"VT0005602",178,100341,35500,0.13,3.74,93.46,0,0,0,2.68,0.81,2.97,44.07,35.1,2.38,11.51,13.16,2.47,21.05,14.97,36.84,4.64,39.03,60.97,6.54,9.51,0,58,"Most people pay > $1000 for water & sewer annually"
"VT0005603",11,76172,39250,0.31,1.09,95.54,0,0,0.41,2.64,2.54,5.39,22.76,29.26,2.61,0,66.67,0,0,0,33.33,3.54,13.37,86.63,4.46,3.75,3.8,374,"Most people pay between $125-249 for water & sewer annually"
"VT0005604",6,NA,NA,0.6,2.7,91.75,0.22,0,1.6,3.14,1.91,4.33,27.91,28.47,3.36,9.52,15.65,21.09,10.88,23.81,19.05,4.77,11.32,88.68,8.25,4.66,3.36,83,"Most people pay between $750-999 for water & sewer annually"
"VT0005607",21,NA,NA,1.3,0.42,91.34,0.99,0,1.41,4.54,1.72,4.01,29.07,18.99,4.37,22.37,6.58,2.85,22.59,19.3,26.32,14.98,23.21,76.79,8.66,15.3,4.08,192,"Most people pay > $1000 for water & sewer annually"
"VT0005608",20,NA,NA,2.39,0.12,96.32,0,0,0.18,0.98,0.8,3.74,26.65,37.59,0.77,0,0,34.52,29.76,4.76,30.95,14.67,9.54,90.46,3.68,15.5,4.11,200,"Most people pay between $250-499 for water & sewer annually"
"VT0005609",111,46928,28273,0.06,0.17,94.44,0.28,0,0.06,5.01,1.6,4.51,28.12,21.24,2.69,10.75,10.28,42.52,31.78,2.8,1.87,10.58,37.47,62.53,5.56,9.18,10.65,137,"Most people pay between $250-499 for water & sewer annually"
"VT0005611",25,NA,NA,0.02,0,95.62,1.44,0,2.42,0.5,1.82,4.03,35.78,39.92,3.05,21.84,9.43,22.99,31.72,0,14.02,10.79,28.11,71.89,4.38,8.15,3.69,164,"Most people pay between $500-749 for water & sewer annually"
"VT0005615",31,45625,23233,0.88,1.86,95.93,0,0,0,1.33,0.97,2.57,32.83,36.52,5.21,0,6.48,10.19,11.11,0,72.22,10.88,28.07,71.93,4.07,13.36,4.87,154,"Most people pay > $1000 for water & sewer annually"
"VT0005617",17,NA,NA,1.74,0.62,89.32,0.36,0,0.53,7.43,1.58,5.95,19.28,13.17,3.24,24.17,2.29,7.12,32.06,18.32,16.03,19.63,22.83,77.17,10.68,14.92,3.11,105,"Most people pay between $500-749 for water & sewer annually"
"VT0005618",4,60308,21629,1.74,0.43,96.24,0,0,0,1.59,0.87,4.05,28,30,3.49,0,0,7.5,67.5,12.5,12.5,15.28,17.4,82.6,3.76,11.07,14.91,99,"Most people pay between $500-749 for water & sewer annually"
"VT0005619",38,NA,NA,0.6,2.7,91.75,0.22,0,1.6,3.14,1.91,4.33,27.91,28.47,3.36,9.52,15.65,21.09,10.88,23.81,19.05,4.77,11.32,88.68,8.25,4.66,3.36,239,"Most people pay between $750-999 for water & sewer annually"
"VT0005621",41,NA,NA,0,0.5,96.84,0,0,0,2.65,4.26,4.85,25.95,30.22,1.78,58.33,0,0,41.67,0,0,2.47,16.97,83.03,3.16,3.57,1.88,362,"Most people pay < $125 for water & sewer annually"
"VT0005623",19,45625,23233,0.88,1.86,95.93,0,0,0,1.33,0.97,2.57,32.83,36.52,5.21,0,6.48,10.19,11.11,0,72.22,10.88,28.07,71.93,4.07,13.36,4.87,194,"Most people pay > $1000 for water & sewer annually"
"VT0005626",15,NA,NA,0.6,2.7,91.75,0.22,0,1.6,3.14,1.91,4.33,27.91,28.47,3.36,9.52,15.65,21.09,10.88,23.81,19.05,4.77,11.32,88.68,8.25,4.66,3.36,200,"Most people pay between $750-999 for water & sewer annually"
"VT0005628",149,63654,29413,0,0,98.09,0.36,0,0.64,0.91,0.49,3.59,31.76,18.82,10.7,5.31,20.29,25.12,41.55,3.86,3.86,8.82,8.58,91.42,1.91,9.12,2.61,1457,"Most people pay between $500-749 for water & sewer annually"
"VT0005629",28,79907,28676,0.54,3.72,92.25,0.78,0,0,2.71,0.23,1.94,29.69,34.86,0.97,35.29,17.65,0,17.65,29.41,0,5.19,8.7,91.3,7.75,4.5,3.41,153,"Most people pay < $125 for water & sewer annually"
"VT0005630",38,45625,23233,0.88,1.86,95.93,0,0,0,1.33,0.97,2.57,32.83,36.52,5.21,0,6.48,10.19,11.11,0,72.22,10.88,28.07,71.93,4.07,13.36,4.87,96,"Most people pay > $1000 for water & sewer annually"
"VT0005631",71,80216,37209,0.6,2.7,91.75,0.22,0,1.6,3.14,1.91,4.33,27.91,28.47,3.36,9.52,15.65,21.09,10.88,23.81,19.05,4.77,11.32,88.68,8.25,4.66,3.36,200,"Most people pay between $750-999 for water & sewer annually"
"VT0005632",68,80216,37209,0.6,2.7,91.75,0.22,0,1.6,3.14,1.91,4.33,27.91,28.47,3.36,9.52,15.65,21.09,10.88,23.81,19.05,4.77,11.32,88.68,8.25,4.66,3.36,38,"Most people pay between $750-999 for water & sewer annually"
"VT0005633",31,79907,28676,0.54,3.72,92.25,0.78,0,0,2.71,0.23,1.94,29.69,34.86,0.97,35.29,17.65,0,17.65,29.41,0,5.19,8.7,91.3,7.75,4.5,3.41,90,"Most people pay < $125 for water & sewer annually"
"VT0005635",24,NA,NA,0.06,0.17,94.44,0.28,0,0.06,5.01,1.6,4.51,28.12,21.24,2.69,10.75,10.28,42.52,31.78,2.8,1.87,10.58,37.47,62.53,5.56,9.18,10.65,97,"Most people pay between $250-499 for water & sewer annually"
"VT0005636",25,45625,23233,0.88,1.86,95.93,0,0,0,1.33,0.97,2.57,32.83,36.52,5.21,0,6.48,10.19,11.11,0,72.22,10.88,28.07,71.93,4.07,13.36,4.87,151,"Most people pay > $1000 for water & sewer annually"
"VT0005637",30,46928,28273,0.06,0.17,94.44,0.28,0,0.06,5.01,1.6,4.51,28.12,21.24,2.69,10.75,10.28,42.52,31.78,2.8,1.87,10.58,37.47,62.53,5.56,9.18,10.65,116,"Most people pay between $250-499 for water & sewer annually"
"VT0005638",288,75024,33490,0.4,0.11,95.19,0.37,0.04,0.53,3.36,0.73,2.35,26.33,20.75,2.69,9.3,9.3,19.19,9.88,42.44,9.88,9.17,16.09,83.91,4.81,11.17,5.99,323,"Most people pay between $750-999 for water & sewer annually"
"VT0005640",13,NA,NA,0.61,0.65,94.89,0.04,0,0.4,3.41,2.13,6.94,21.73,31.44,1.76,5.78,2.41,58.55,11.33,7.95,13.98,3.54,11.92,88.08,5.11,5.22,6.39,135,"Most people pay between $250-499 for water & sewer annually"
"VT0005645",16,NA,NA,0,0,98.09,0.36,0,0.64,0.91,0.49,3.59,31.76,18.82,10.7,5.31,20.29,25.12,41.55,3.86,3.86,8.82,8.58,91.42,1.91,9.12,2.61,4402,"Most people pay between $500-749 for water & sewer annually"
"VT0005646",80,NA,NA,0.18,0,98.38,0,0,0.49,0.95,0.71,5.81,28.7,21.82,2.46,14.96,8.52,34.05,39.79,1.23,1.45,20.03,31.73,68.27,1.62,12.84,10.29,2194,"Most people pay between $500-749 for water & sewer annually"
"VT0005647",15,80216,37209,0.6,2.7,91.75,0.22,0,1.6,3.14,1.91,4.33,27.91,28.47,3.36,9.52,15.65,21.09,10.88,23.81,19.05,4.77,11.32,88.68,8.25,4.66,3.36,139,"Most people pay between $750-999 for water & sewer annually"
"VT0005649",83,59821,25717,0.01,1.36,94.7,0,0,0.7,3.24,2.7,6.54,34.73,21.57,1.61,0,4.96,6.22,17.21,24.38,47.23,5.3,31.59,68.41,5.3,5.48,1.81,68,"Most people pay > $1000 for water & sewer annually"
"VT0005650",42,NA,NA,0.02,0,95.62,1.44,0,2.42,0.5,1.82,4.03,35.78,39.92,3.05,21.84,9.43,22.99,31.72,0,14.02,10.79,28.11,71.89,4.38,8.15,3.69,292,"Most people pay between $500-749 for water & sewer annually"
"VT0005652",331,96442,47939,0.89,0.14,95.81,0.3,0,0.33,2.54,1.4,6.38,28.93,35.14,0.54,23.38,23.26,29.86,16.55,5.28,1.68,2.4,9.12,90.88,4.19,4.25,2.24,732,"Most people pay between $250-499 for water & sewer annually"
"VT0005654",66,110000,14500,1.32,3.58,90.78,0.62,0,0.53,3.16,2.14,6.1,17.76,29.74,4.96,5.13,19.32,30.58,18.18,3.82,22.97,18.49,32.2,67.8,9.22,11.21,1.9,303,"Most people pay between $250-499 for water & sewer annually"
"VT0005655",25,67569,27769,0.64,0.22,96.31,0.86,0,0.13,1.85,1.01,5.17,22.93,14.79,3.93,10.47,1.57,19.37,20.68,28.27,19.63,9.37,13.89,86.11,3.69,8.39,4.03,94,"Most people pay between $750-999 for water & sewer annually"
"VT0005657",55,66136,21670,2.3,0.13,96.17,0,0,0.19,1.21,0.94,3.83,26.95,37.41,0.73,0.26,0.46,35.29,29.02,4.8,30.18,14.36,10.37,89.63,3.83,15.02,4.16,221,"Most people pay between $250-499 for water & sewer annually"
"VT0006624",161,57500,21365,2.8,0.54,92.1,0.04,0,0.19,4.32,1.4,0.62,20.93,19.26,6.37,0,0,0,37.5,12.5,50,14.25,23.71,76.29,7.9,16.07,4.28,115,"Most people pay > $1000 for water & sewer annually"
"VT0008300",30,80789,31250,0,0.73,96.81,0,0,0.42,2.05,1.14,8.7,33.6,12.13,4.59,19.7,15.66,26.26,25.76,0,12.63,5.91,12.18,87.82,3.19,6.51,0.69,100,"Most people pay between $250-499 for water & sewer annually"
"VT0020002",123,110000,14500,0,4.6,90.74,0.55,0,0.69,3.43,2.74,7.06,16.46,33.07,0.39,7.69,19.66,28.21,22.22,0,22.22,22.39,31.9,68.1,9.26,13.76,1.32,482,"Most people pay between $250-499 for water & sewer annually"
"VT0020003",1,NA,NA,0.88,1.86,95.93,0,0,0,1.33,0.97,2.57,32.83,36.52,5.21,0,6.48,10.19,11.11,0,72.22,10.88,28.07,71.93,4.07,13.36,4.87,30,"Most people pay > $1000 for water & sewer annually"
"VT0020031",55,77739,31875,0.09,1.77,94.05,0,0,0.32,3.77,3.77,4.56,28.57,18.6,2.47,21.74,0,36.96,0,41.3,0,6.16,22.29,77.71,5.95,6.92,5.41,321,"Most people pay between $750-999 for water & sewer annually"
"VT0020080",706,100968,47000,1.7,0.16,92.27,0.27,0,0.65,4.95,2.83,4.17,22.64,32.43,3.41,7.76,1.94,7.65,32.65,35.84,14.16,6.06,15.56,84.44,7.73,5.75,3.32,138,"Most people pay between $750-999 for water & sewer annually"
"VT0020091",45,79536,20114,1.32,0,92.91,0,0,3.54,2.22,5.17,10.38,37.75,28.78,0,24.61,16.41,35.74,9.18,6.45,7.62,14.69,27.86,72.14,7.09,16.06,3.37,167,"Most people pay between $250-499 for water & sewer annually"
"VT0020092",264,69323,37938,0.07,1.13,96.66,0.02,0,0.03,2.1,1.11,4.24,22.31,13.79,1.89,19.42,0.9,38.63,11.67,4.45,24.94,7.26,12.91,87.09,3.34,9.16,11.91,659,"Most people pay between $250-499 for water & sewer annually"
"VT0020098",69,101429,46417,0.02,0,97.12,0.08,0,0.53,2.26,0.24,3.6,23.99,29.38,2.79,0.24,0,22.57,23.04,22.33,31.83,5.27,19.05,80.95,2.88,8.7,0.87,855,"Most people pay > $1000 for water & sewer annually"
"VT0020100",15,45625,23233,0.88,1.86,95.93,0,0,0,1.33,0.97,2.57,32.83,36.52,5.21,0,6.48,10.19,11.11,0,72.22,10.88,28.07,71.93,4.07,13.36,4.87,119,"Most people pay > $1000 for water & sewer annually"
"VT0020135",13,NA,NA,2.39,0.12,96.32,0,0,0.18,0.98,0.8,3.74,26.65,37.59,0.77,0,0,34.52,29.76,4.76,30.95,14.67,9.54,90.46,3.68,15.5,4.11,99,"Most people pay between $250-499 for water & sewer annually"
"VT0020151",62,55465,34438,1.11,0,96.29,0.64,0.48,0.27,1.22,1.43,1.8,27.31,26.79,1.43,16.67,19.44,38.89,25,0,0,4.42,23.48,76.52,3.71,2.66,6.63,38,"Most people pay between $250-499 for water & sewer annually"
"VT0020153",18,46928,28273,0.06,0.17,94.44,0.28,0,0.06,5.01,1.6,4.51,28.12,21.24,2.69,10.75,10.28,42.52,31.78,2.8,1.87,10.58,37.47,62.53,5.56,9.18,10.65,175,"Most people pay between $250-499 for water & sewer annually"
"VT0020184",393,52300,19846,0.41,2.97,89.78,0,0,2.65,4.19,3.26,4.07,30.3,23.38,4.81,10.34,17.98,20.9,20.67,15.73,14.38,20.07,38.73,61.27,10.22,14.87,9.22,424,"Most people pay between $250-499 for water & sewer annually"
"VT0020308",30,121509,38933,0,1.59,94.45,0,0,0,3.96,2.43,7.56,16.94,31.02,6.18,5.58,22.84,25.38,29.95,0,16.24,4.16,24.43,75.57,5.55,5.52,0.56,211,"Most people pay between $500-749 for water & sewer annually"
"VT0020333",890,68109,32778,2.1,8.69,82.8,0,0.19,1.28,4.94,3.94,5.13,14.15,35.21,3.06,13.57,35.19,28.03,9.7,9.37,4.15,10.78,40.47,59.53,17.2,15.49,4.2,1652,"Most people pay between $125-249 for water & sewer annually"
"VT0020415",150,83581,42379,0.2,0.39,93.58,0.54,0,1.41,3.89,6.31,4.71,19.16,20.47,2.73,13.46,14.9,61.54,6.73,1.44,1.92,8.76,9.52,90.48,6.42,6.65,4.85,72,"Most people pay between $250-499 for water & sewer annually"
"VT0020439",24,NA,NA,0.02,0,95.62,1.44,0,2.42,0.5,1.82,4.03,35.78,39.92,3.05,21.84,9.43,22.99,31.72,0,14.02,10.79,28.11,71.89,4.38,8.15,3.69,288,"Most people pay between $500-749 for water & sewer annually"
"VT0020449",140,100341,35500,0.13,3.74,93.46,0,0,0,2.68,0.81,2.97,44.07,35.1,2.38,11.51,13.16,2.47,21.05,14.97,36.84,4.64,39.03,60.97,6.54,9.51,0,326,"Most people pay > $1000 for water & sewer annually"
"VT0020455",258,52835,24257,0.28,4.38,88.49,0,0,0,6.85,3.06,8.13,33.98,21.05,3.54,2.03,6.53,21.92,49.49,17.56,2.47,13.48,31.72,68.28,11.51,12.36,4.66,744,"Most people pay between $500-749 for water & sewer annually"
"VT0020456",51,45625,23233,0.88,1.86,95.93,0,0,0,1.33,0.97,2.57,32.83,36.52,5.21,0,6.48,10.19,11.11,0,72.22,10.88,28.07,71.93,4.07,13.36,4.87,112,"Most people pay > $1000 for water & sewer annually"
"VT0020466",783,83100,35121,1.95,5.23,88.87,0.02,0,0.3,3.63,1.38,5.53,14.71,29.25,2.27,9.94,38.45,35.51,5.72,5.27,5.11,8.43,37.21,62.79,11.13,8.55,3.43,1514,"Most people pay between $125-249 for water & sewer annually"
"VT0020471",164,60150,27294,2.03,3.99,91.11,0,0,0.72,2.14,0.81,3.97,21.34,25.54,4,4.88,6.96,17.99,36.26,21.61,12.3,8.43,36.56,63.44,8.89,6.46,4.51,1546,"Most people pay between $500-749 for water & sewer annually"
"VT0020508",62,NA,NA,0.06,0.17,94.44,0.28,0,0.06,5.01,1.6,4.51,28.12,21.24,2.69,10.75,10.28,42.52,31.78,2.8,1.87,10.58,37.47,62.53,5.56,9.18,10.65,93,"Most people pay between $250-499 for water & sewer annually"
"VT0020551",426,65368,21337,4.17,1.16,85.09,0,0,2.28,7.3,4.5,4.44,9.16,23.22,7.89,24.12,24.12,30.7,7.89,0,13.16,16.37,45.77,54.23,14.91,13.37,3.39,5503,"Most people pay between $250-499 for water & sewer annually"
"VT0020552",173,66051,22147,0.15,2.64,91.64,0,0,0,5.57,1.24,3.58,30.51,28.72,3.3,3.87,6.52,32.99,39.1,9.37,8.15,12.36,24.5,75.5,8.36,11.79,3.55,1400,"Most people pay between $500-749 for water & sewer annually"
"VT0020562",1000,68194,30658,0.54,0.82,93.44,2.49,0,0.45,2.27,1.13,4.55,30.71,19.5,4.77,9.6,4.96,4.96,9.95,54.06,16.48,8.57,12.49,87.51,6.56,7.36,4.07,69,"Most people pay between $750-999 for water & sewer annually"
"VT0020568",661,67035,27657,1.66,0,96.5,0,0,0,1.84,0.5,5.82,29.27,22.71,11.97,14.12,8.65,25.53,11.36,34.86,5.49,12.7,15.25,84.75,3.5,10.09,2.79,266,"Most people pay between $750-999 for water & sewer annually"
"VT0020603",47,45855,21431,1.47,0.99,93.53,0,0,0.12,3.89,1.19,3.26,31.32,25.59,12.14,22.54,3.6,18.23,32.37,9.83,13.43,17.4,45.46,54.54,6.47,16.54,2.75,552,"Most people pay between $500-749 for water & sewer annually"
"VT0020605",160,52835,24257,0.28,4.38,88.49,0,0,0,6.85,3.06,8.13,33.98,21.05,3.54,2.03,6.53,21.92,49.49,17.56,2.47,13.48,31.72,68.28,11.51,12.36,4.66,2504,"Most people pay between $500-749 for water & sewer annually"
"VT0020614",1340,100968,47000,1.7,0.16,92.27,0.27,0,0.65,4.95,2.83,4.17,22.64,32.43,3.41,7.76,1.94,7.65,32.65,35.84,14.16,6.06,15.56,84.44,7.73,5.75,3.32,115,"Most people pay between $750-999 for water & sewer annually"
"VT0020618",3,46928,28273,0.06,0.17,94.44,0.28,0,0.06,5.01,1.6,4.51,28.12,21.24,2.69,10.75,10.28,42.52,31.78,2.8,1.87,10.58,37.47,62.53,5.56,9.18,10.65,30,"Most people pay between $250-499 for water & sewer annually"
"VT0020722",231,39402,20254,0.14,3.24,92.96,0.01,0.53,0.17,2.95,0.67,3.82,31.14,20.5,5.05,0.45,3.47,16.61,1.23,29.39,48.85,12.35,52.82,47.18,7.04,14.21,3.15,3740,"Most people pay > $1000 for water & sewer annually"
"VT0020734",409,63654,29413,0,0,98.09,0.36,0,0.64,0.91,0.49,3.59,31.76,18.82,10.7,5.31,20.29,25.12,41.55,3.86,3.86,8.82,8.58,91.42,1.91,9.12,2.61,597,"Most people pay between $500-749 for water & sewer annually"
"VT0020737",79,59000,23140,0.52,0,99.08,0,0,0,0.4,1.67,7.48,35.21,24.84,0.99,12.67,19.33,46.67,2,13.33,6,12.75,26.12,73.88,0.92,11.85,2.42,294,"Most people pay between $250-499 for water & sewer annually"
"VT0020744",182,59000,23140,1.58,0,96.69,0,0,0,1.73,0.59,5.94,29.72,22.89,11.17,14.06,9.05,26.32,11,34.06,5.51,12.71,16.11,83.89,3.31,10.22,2.76,1024,"Most people pay between $750-999 for water & sewer annually"
"VT0020760",91,NA,NA,4.48,0,93.32,0,0,0.29,1.92,7.62,7.42,13.94,12.55,4.88,3.64,0,4.86,34.01,20.65,36.84,29.77,42.33,57.67,6.68,30.73,0.33,1312,"Most people pay > $1000 for water & sewer annually"
"VT0020775",120,53556,13556,4.22,0.19,93.09,0,0,0.44,2.06,7.34,7.2,14.98,13.24,4.87,4.18,1.44,6.15,32.94,20.25,35.04,29.18,42.11,57.89,6.91,29.96,0.89,1600,"Most people pay > $1000 for water & sewer annually"
"VT0020790",23,60308,21629,1.74,0.43,96.24,0,0,0,1.59,0.87,4.05,28,30,3.49,0,0,7.5,67.5,12.5,12.5,15.28,17.4,82.6,3.76,11.07,14.91,145,"Most people pay between $500-749 for water & sewer annually"
"VT0020791",306,53238,15147,3.21,0.93,92.22,0,0,1.02,2.63,6.26,6.37,19.04,15.93,4.85,6.11,6.62,10.77,29.1,18.84,28.57,26.86,41.25,58.75,7.78,26.7,3.1,242,"Most people pay between $500-749 for water & sewer annually"
"VT0020801",163,67857,35943,0.14,0.22,97.29,0.1,0,1.14,1.12,1.61,3.8,30.55,18.9,6.31,3.09,2.22,12.26,4.63,31.27,46.53,8.61,19.86,80.14,2.71,6.87,5.19,1401,"Most people pay > $1000 for water & sewer annually"
"VT0020847",141,66356,29958,0.17,0.61,96.86,0.17,0,0,2.18,0,3.93,21.79,14.98,3.68,15.08,7.14,61.9,0,0,15.87,7.53,15.46,84.54,3.14,6.92,4.01,190,"Most people pay between $250-499 for water & sewer annually"
"VT0020855",90,86524,42909,0,0.08,98.24,0,0,0,1.68,0.51,6.04,16.48,28.39,3.99,8.55,14.77,41.45,16.58,15.54,3.11,7.03,16.18,83.82,1.76,4.03,2.37,364,"Most people pay between $250-499 for water & sewer annually"
"VT0020867",88,NA,NA,0,0,94.51,0,0,0,5.49,1.8,2.75,24.66,34.82,0,10.97,13.55,23.87,0,33.23,18.39,3.69,8.17,91.83,5.49,1.4,6.44,342,"Most people pay between $750-999 for water & sewer annually"
"VT0020885",174,74107,32219,0.06,2.33,97.27,0.01,0,0.09,0.24,0.9,4.01,32.54,14.56,4.5,12.89,19.08,29.45,7.84,12.44,18.29,5.66,25.61,74.39,2.73,9.85,0.21,782,"Most people pay between $250-499 for water & sewer annually"
"VT0020889",715,43257,14568,1.5,0.43,95.72,0,0,0.72,1.63,1.37,2.13,23.39,23.16,3.9,19.86,2.31,15.7,40.88,7.16,14.09,19.29,22.31,77.69,4.28,17.14,4.15,356,"Most people pay between $500-749 for water & sewer annually"
"VT0020917",76,46928,28273,0.06,0.17,94.44,0.28,0,0.06,5.01,1.6,4.51,28.12,21.24,2.69,10.75,10.28,42.52,31.78,2.8,1.87,10.58,37.47,62.53,5.56,9.18,10.65,85,"Most people pay between $250-499 for water & sewer annually"
"VT0020934",503,58202,22009,2.67,0.54,92.33,0.04,0,0.19,4.24,1.54,0.82,21.17,19.94,6.1,1.65,0,0,37.62,12.15,48.58,13.58,23.33,76.67,7.67,15.35,4.17,374,"Most people pay > $1000 for water & sewer annually"
"VT0020962",8,45625,23233,0.88,1.86,95.93,0,0,0,1.33,0.97,2.57,32.83,36.52,5.21,0,6.48,10.19,11.11,0,72.22,10.88,28.07,71.93,4.07,13.36,4.87,102,"Most people pay > $1000 for water & sewer annually"
"VT0020986",73,77739,31875,0.09,1.77,94.05,0,0,0.32,3.77,3.77,4.56,28.57,18.6,2.47,21.74,0,36.96,0,41.3,0,6.16,22.29,77.71,5.95,6.92,5.41,515,"Most people pay between $750-999 for water & sewer annually"
"VT0020990",22,64167,24706,0,1.8,94.49,0,0,0,3.71,3.96,3.96,28.01,27.95,2.84,4.17,10,32.5,27.5,25.83,0,13.1,16.02,83.98,5.51,10.39,5.1,247,"Most people pay between $250-499 for water & sewer annually"
"VT0020997",422,73638,31083,0.45,0.24,93.04,0,0,0.34,5.93,3.98,5.71,33.01,33.44,0.18,10.77,18.68,63.64,0.76,5.94,0.22,8.53,24.93,75.07,6.96,4.56,5.27,281,"Most people pay between $250-499 for water & sewer annually"
"VT0021005",10,45625,23233,0.88,1.86,95.93,0,0,0,1.33,0.97,2.57,32.83,36.52,5.21,0,6.48,10.19,11.11,0,72.22,10.88,28.07,71.93,4.07,13.36,4.87,118,"Most people pay > $1000 for water & sewer annually"
"VT0021015",16,111535,53149,0.97,0.28,96.26,0,0,0.51,1.97,1.21,5.05,28.59,29.78,2.63,13.7,5.48,19.86,16.44,21.92,22.6,3.26,9.67,90.33,3.74,2.98,5.33,2461,"Most people pay > $1000 for water & sewer annually"
"VT0021020",31,NA,NA,0,0.08,98.24,0,0,0,1.68,0.51,6.04,16.48,28.39,3.99,8.55,14.77,41.45,16.58,15.54,3.11,7.03,16.18,83.82,1.76,4.03,2.37,260,"Most people pay between $250-499 for water & sewer annually"
"VT0021023",7,NA,NA,0.6,2.7,91.75,0.22,0,1.6,3.14,1.91,4.33,27.91,28.47,3.36,9.52,15.65,21.09,10.88,23.81,19.05,4.77,11.32,88.68,8.25,4.66,3.36,61,"Most people pay between $750-999 for water & sewer annually"
"VT0021029",26,70076,32203,0.03,0.27,93.12,0.33,0,0.49,5.76,3.13,2.66,29.52,23.88,4.06,30.77,15.38,53.85,0,0,0,7.23,18.94,81.06,6.88,7.87,4.06,255,"Most people pay between $250-499 for water & sewer annually"
"VT0021035",8,45625,23233,0.88,1.86,95.93,0,0,0,1.33,0.97,2.57,32.83,36.52,5.21,0,6.48,10.19,11.11,0,72.22,10.88,28.07,71.93,4.07,13.36,4.87,55,"Most people pay > $1000 for water & sewer annually"
"VT0021051",122,74107,32219,0.03,2.31,97.58,0,0,0,0.08,0.84,3.99,32.8,13.83,4.56,13,19.2,29.72,7.74,12.07,18.27,5.71,26.37,73.63,2.42,10.14,0.03,874,"Most people pay between $250-499 for water & sewer annually"
"VT0021053",67,74107,32219,0.03,2.31,97.58,0,0,0,0.08,0.84,3.99,32.8,13.83,4.56,13,19.2,29.72,7.74,12.07,18.27,5.71,26.37,73.63,2.42,10.14,0.03,734,"Most people pay between $250-499 for water & sewer annually"
