"pwsid","date_issued","date_lifted","epic_date_lifted_flag","type","state"
"LA1011004   ","2020-12-16","2020-12-17","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011004   ","2020-01-25","2020-01-28","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011004   ","2020-02-17","2020-02-19","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011004   ","2020-02-20","2020-02-21","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011007   ","2020-07-31","2020-08-02","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011007   ","2020-08-16","2020-08-16","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011007   ","2020-08-20","2020-09-24","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011007   ","2020-12-16","2020-12-18","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011007   ","2020-01-06","2020-01-07","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011007   ","2020-01-23","2020-01-28","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011007   ","2020-01-31","2020-02-04","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011007   ","2020-02-21","2020-02-25","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011007   ","2020-03-12","2020-03-13","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011007   ","2020-06-10","2020-06-11","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-07-03","2020-07-09","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-07-26","2020-07-26","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-08-09","2020-08-13","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-08-19","2020-08-21","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-08-28","2020-08-30","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-09-03","2020-09-05","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-10-01","2020-10-03","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-10-24","2020-10-25","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-11-27","2020-12-03","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-12-17","2020-12-19","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-01-14","2020-01-17","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-02-10","2020-02-11","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-02-18","2020-02-20","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-02-21","2020-02-25","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-02-26","2020-02-28","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-03-02","2020-03-06","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-03-07","2020-03-11","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-03-07","2020-03-11","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-03-09","2020-03-11","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-03-10","2020-03-12","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-03-11","2020-03-13","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-03-18","2020-03-20","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-03-20","2020-03-25","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-03-22","2020-03-25","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-03-27","2020-03-28","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-03-27","2020-03-28","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-04-09","2020-04-11","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-04-10","2020-04-11","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-04-13","2020-04-15","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-04-18","2020-04-22","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-04-22","2020-04-22","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-04-22","2020-04-23","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-04-22","2020-04-24","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-04-23","2020-04-25","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-04-24","2020-04-29","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-04-25","2020-04-25","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-04-25","2020-04-29","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-04-29","2020-05-01","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-04-29","2020-05-01","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-04-29","2020-05-01","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-05-02","2020-05-06","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-05-08","2020-05-13","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-05-09","2020-05-13","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-05-20","2020-05-22","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-05-23","2020-05-28","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-05-23","2020-05-28","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-05-27","2020-05-29","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-06-01","2020-06-04","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-06-02","2020-06-03","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-06-02","2020-06-04","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-06-03","2020-06-04","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-06-04","2020-06-05","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-06-05","2020-06-06","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-06-05","2020-06-06","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-06-05","2020-06-06","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-06-06","2020-06-10","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-06-10","2020-06-11","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-06-11","2020-06-13","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-06-12","2020-06-13","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-06-13","2020-06-17","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-06-18","2020-06-24","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-06-19","2020-06-24","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-06-20","2020-06-24","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-06-20","2020-06-24","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-06-24","2020-06-25","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-06-24","2020-06-27","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-06-24","2020-06-26","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-06-24","2020-06-26","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-06-25","2020-06-26","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-06-25","2020-06-27","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-06-26","2020-07-01","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-07-03","2020-07-08","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-07-07","2020-07-08","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011008   ","2020-07-09","Open","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011009   ","2020-08-20","2020-08-24","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011009   ","2020-02-05","2020-02-05","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011009   ","2020-02-17","2020-02-18","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011009   ","2020-02-24","2020-02-25","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011012   ","2020-07-22","2020-07-26","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011012   ","2020-07-24","2020-07-26","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011012   ","2020-08-19","2020-08-23","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011012   ","2020-09-27","2020-09-27","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011012   ","2020-10-01","2020-10-04","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011012   ","2020-11-15","2020-11-19","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011012   ","2020-11-26","2020-11-27","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011012   ","2020-12-18","2020-12-20","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011012   ","2020-03-03","2020-03-04","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011012   ","2020-03-08","2020-03-13","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011012   ","2020-03-11","2020-03-14","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011012   ","2020-03-19","2020-03-21","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011012   ","2020-04-01","2020-04-03","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011012   ","2020-04-02","2020-04-03","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011012   ","2020-04-04","2020-04-05","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011012   ","2020-04-07","2020-04-10","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011012   ","2020-04-22","2020-04-24","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011012   ","2020-05-01","2020-05-03","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011012   ","2020-05-01","2020-05-03","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011012   ","2020-06-16","2020-06-18","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011013   ","2020-02-13","2020-02-19","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011013   ","2020-03-11","2020-03-13","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1011013   ","2020-06-24","2020-06-26","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1013001   ","2020-09-29","2020-10-17","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1013003   ","2020-07-04","2020-07-09","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1013008   ","2020-03-01","2020-03-07","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1013008   ","2020-06-27","2020-07-01","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1013014   ","2020-08-20","2020-08-28","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1013015   ","2020-04-03","2020-04-04","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1013015   ","2020-06-27","2020-07-02","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1013019   ","2020-02-01","2020-02-04","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1013019   ","2020-03-07","2020-03-11","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015002   ","2020-08-27","2020-08-28","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015002   ","2020-10-11","2020-11-11","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015002   ","2020-11-20","2020-11-21","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015002   ","2020-11-22","2020-11-26","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015002   ","2020-03-18","2020-03-20","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015004   ","2020-08-16","2020-08-17","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015004   ","2020-04-25","2020-04-26","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015009   ","2020-01-15","2020-01-17","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015011   ","2020-07-15","2020-07-17","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015011   ","2020-12-02","2020-12-05","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015011   ","2020-01-06","2020-01-08","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015011   ","2020-02-06","2020-02-20","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015011   ","2020-03-11","2020-03-14","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015011   ","2020-06-03","2020-06-05","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015016   ","2020-07-24","2020-07-26","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015018   ","2020-07-11","2020-07-12","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015018   ","2020-10-01","2020-10-02","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015018   ","2020-10-29","2020-11-01","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015018   ","2020-11-20","2020-11-21","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015018   ","2020-01-07","2020-01-09","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015018   ","2020-01-13","2020-01-15","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015018   ","2020-01-16","2020-01-17","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015018   ","2020-01-28","2020-01-29","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015018   ","2020-03-04","2020-03-06","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015018   ","2020-03-18","2020-03-21","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015018   ","2020-04-09","2020-04-11","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015018   ","2020-04-14","2020-04-17","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015018   ","2020-04-23","2020-04-24","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015018   ","2020-06-03","2020-06-04","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015018   ","2020-06-18","2020-06-24","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015022   ","2020-09-04","2020-09-06","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015022   ","2020-05-27","2020-05-30","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015023   ","2020-07-04","2020-07-09","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015026   ","2020-10-08","2020-10-10","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015026   ","2020-05-09","2020-05-13","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015030   ","2020-06-30","2020-06-30","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015036   ","2020-07-22","2020-07-23","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015039   ","2020-10-22","2020-10-23","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015039   ","2020-11-22","2020-11-26","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015050   ","2020-08-16","2020-08-20","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015050   ","2020-01-15","2020-01-16","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1015050   ","2020-04-09","2020-04-10","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1017006   ","2020-09-30","2020-10-05","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1017006   ","2020-10-18","2020-10-22","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1017006   ","2020-06-06","2020-06-10","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1017012   ","2020-07-06","2020-07-09","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1017012   ","2020-07-29","2020-08-01","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1017012   ","2020-07-31","2020-08-01","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1017012   ","2020-09-24","2020-09-26","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1017012   ","2020-03-05","2020-03-06","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1017012   ","2020-04-14","2020-04-16","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1017014   ","2020-12-20","2020-12-27","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1017014   ","2020-05-30","2020-06-04","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1017018   ","2020-10-31","2020-11-07","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1017018   ","2020-11-16","2020-11-19","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1017018   ","2020-02-16","2020-02-19","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1017018   ","2020-06-25","2020-06-27","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1017019   ","2020-09-30","2020-10-03","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
"LA1017023   ","2020-07-11","2020-07-12","Reported","system_issued_boil_advisory_1yr","Louisiana - BWA, 1yr"
