"pwsid","date_issued","date_lifted","epic_date_lifted_flag","type","state"
"WV3300608","2025-05-13","2025-05-14","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-05-13","2025-05-14","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-05-12","2025-05-13","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301728","2025-05-12","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302502","2025-05-12","2025-05-14","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301504","2025-05-12","2025-05-14","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302502","2025-05-12","2025-05-13","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-05-12","2025-05-15","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-05-12","2025-05-13","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-05-12","2025-03-15","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301728","2025-05-12","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303111","2025-05-12","2025-05-15","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-05-12","2025-05-13","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-05-12","2025-05-13","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-05-12","2025-05-13","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305203","2025-05-11","2025-05-13","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303111","2025-05-11","2025-05-12","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301519","2025-05-11","2025-05-14","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-05-10","2025-05-11","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-05-10","2025-05-12","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-05-10","2025-05-12","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302502","2025-05-10","2025-05-11","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302502","2025-05-10","2025-05-11","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302502","2025-05-10","2025-05-11","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301728","2025-05-10","2025-05-13","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303516","2025-05-10","2025-05-12","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305402","2025-05-09","2025-05-12","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301504","2025-05-09","2025-05-11","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305009","2025-05-09","2025-05-13","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-05-09","2025-05-10","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-05-09","2025-05-10","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302104","2025-05-09","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302104","2025-05-08","2025-05-09","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-05-08","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-05-08","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303512","2025-05-08","2025-05-09","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302502","2025-05-08","2025-05-09","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304011","2025-05-08","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-05-08","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303512","2025-05-08","2025-05-08","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304011","2025-05-08","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-05-08","2025-05-09","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302502","2025-05-08","2025-05-09","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300516","2025-05-08","2025-05-09","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-05-08","2025-05-09","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-05-08","2025-05-13","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-05-08","2025-05-09","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-05-08","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-05-08","2025-05-12","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-05-08","2025-05-12","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302713","2025-05-08","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305206","2025-05-07","2025-05-12","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304138","2025-05-07","2025-05-16","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302835","2025-05-07","2025-05-09","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305009","2025-05-07","2025-05-09","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-05-07","2025-05-09","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305402","2025-05-07","2025-05-08","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300516","2025-05-07","2025-05-08","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304202","2025-05-07","2025-05-08","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302502","2025-05-07","2025-05-08","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302104","2025-05-07","2025-05-08","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-05-07","2025-05-08","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-05-07","2025-05-08","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-05-07","2025-05-09","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-05-07","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305009","2025-05-07","2025-05-09","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303512","2025-05-07","2025-05-09","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305207","2025-05-07","2025-05-08","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305405","2025-05-07","2025-05-08","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-05-06","2025-05-07","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-05-06","2025-05-07","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303512","2025-05-06","2025-05-08","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-05-06","2025-05-08","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-05-06","2025-05-07","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-05-06","2025-05-07","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-05-06","2025-05-07","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-05-06","2025-05-07","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-05-06","2025-05-07","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301728","2025-05-06","2025-05-09","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303512","2025-05-05","2025-05-07","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-05-05","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-05-05","2025-05-08","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303514","2025-05-05","2025-05-07","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303111","2025-05-05","2025-05-07","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305402","2025-05-05","2025-05-06","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303516","2025-05-05","2025-05-06","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303512","2025-05-05","2025-05-07","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-05-05","2026-05-06","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-05-05","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-05-05","2025-05-06","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-05-05","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301728","2025-05-05","2025-05-07","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303516","2025-05-05","2025-05-08","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303111","2025-05-05","2025-05-07","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305009","2025-05-05","2025-05-07","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-05-04","2025-05-05","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305009","2025-05-04","2025-05-06","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300516","2025-05-03","2025-05-04","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-05-03","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-05-03","2025-05-05","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-05-03","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300516","2025-05-02","2025-05-03","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303111","2025-05-02","2025-05-05","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305202","2025-05-02","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303516","2025-05-02","2025-05-02","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305202","2025-05-02","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-05-02","2025-05-03","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-05-02","2025-05-03","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-05-02","2025-05-05","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-05-02","2025-05-03","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300515","2025-05-02","2025-05-03","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304711","2025-05-02","2025-05-03","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300502","2025-05-02","2025-05-07","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301309","2025-05-01","2025-05-05","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304711","2025-05-01","2025-05-02","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302502","2025-05-01","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302104","2025-04-30","2025-05-02","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-04-26","2025-04-28","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-04-21","2025-04-22","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-04-18","2025-04-20","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-03-29","2025-03-30","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301046","2025-03-01","2025-03-03","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301701","2025-05-01","2025-05-02","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303111","2025-05-01","2025-05-02","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301046","2025-05-01","2025-05-02","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300515","2025-05-01","2025-05-02","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305203","2025-05-01","2025-05-02","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301728","2025-04-30","2025-05-03","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-04-30","2025-05-01","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301307","2025-04-30","2025-05-02","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-04-30","2025-05-01","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303111","2025-04-30","2025-05-02","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305203","2025-04-30","2025-05-01","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303512","2025-04-30","2025-05-07","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300801","2025-04-29","2025-05-02","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302801","2025-04-29","2025-05-01","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-04-29","2025-05-01","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302603","2025-04-29","2025-05-02","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302606","2025-04-29","2025-05-06","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304151","2025-04-28","2025-05-05","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302608","2025-04-28","2025-05-12","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300402","2025-04-30","2025-05-01","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300515","2025-04-30","2025-05-01","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-29","2025-04-30","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304405","2025-04-29","2025-04-30","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304011","2025-04-29","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304408","2025-04-29","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300515","2025-04-29","2025-04-30","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303111","2025-04-29","2025-04-30","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302515","2025-04-29","2025-04-30","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301046","2025-04-29","2025-04-30","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304202","2025-04-29","2025-05-01","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301314","2025-04-28","2025-04-30","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-04-28","2025-04-29","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302502","2025-04-28","2025-04-29","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303512","2025-04-28","2025-04-30","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305203","2025-04-28","2025-04-29","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-04-28","2025-04-29","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304011","2025-04-28","2025-04-29","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-28","2025-04-30","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-04-28","2025-04-29","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301814","2025-04-28","2025-04-30","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302713","2025-04-28","2025-04-29","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300515","2025-04-28","2025-04-29","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305203","2025-04-28","2025-04-29","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303508","2025-04-27","2025-04-30","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304407","2025-04-27","2025-04-29","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305405","2025-04-25","2025-04-29","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303707","2025-04-25","2025-04-29","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305203","2025-04-24","2025-04-29","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304140","2025-04-24","2025-04-29","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304151","2025-04-17","2025-04-29","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301603","2025-07-17","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-04-27","2025-04-28","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300516","2025-04-27","2025-04-28","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-04-27","2025-04-28","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300516","2025-04-27","2025-04-28","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-26","2025-04-27","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-25","2025-04-26","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-25","2025-04-27","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-25","2025-04-26","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303111","2025-04-25","2025-04-28","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303111","2025-04-25","2025-04-28","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300515","2025-04-25","2025-04-26","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-04-25","2025-04-26","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302502","2025-04-25","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-04-25","2025-04-28","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300516","2025-04-24","2025-04-25","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303111","2025-04-24","2025-04-25","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300402","2025-04-24","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300402","2025-04-24","2025-04-25","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302611","2025-04-24","2025-04-25","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-24","2025-04-25","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305405","2025-04-24","2025-04-28","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300502","2025-04-24","2025-04-25","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-04-23","2025-04-24","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-04-23","2025-04-25","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301022","2025-04-23","2025-04-25","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301309","2025-04-23","2025-04-28","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300516","2025-04-23","2025-04-24","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301307","2025-04-23","2025-04-25","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-04-23","2025-04-24","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302502","2025-04-23","2025-04-25","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-23","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-23","2025-04-24","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-23","2025-04-24","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-23","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-23","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-04-23","2025-04-24","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-04-23","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300609","2025-04-23","2025-04-26","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305009","2025-04-23","2025-04-25","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300515","2025-04-23","2025-04-24","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300515","2025-04-22","2025-04-23","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301504","2025-04-22","2025-04-24","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300515","2025-04-22","2025-04-24","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302713","2025-04-22","2025-04-23","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304513","2025-04-22","2025-04-23","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303516","2025-04-22","2025-04-24","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301706","2025-04-22","2025-04-24","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305203","2025-04-22","2025-04-25","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-22","2025-04-24","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-22","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-22","2025-04-24","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-22","2025-04-23","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-22","2025-04-23","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-04-22","2025-04-23","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-04-22","2025-04-23","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300806","2025-04-21","2025-04-28","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-04-21","2025-04-22","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305203","2025-04-21","2025-04-22","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305402","2025-04-21","2025-04-22","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300515","2025-04-21","2025-04-22","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300515","2025-04-21","2025-04-22","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-21","2025-04-23","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-21","2025-04-22","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-21","2025-04-22","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-04-20","2025-04-21","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305007","2025-04-20","2025-04-22","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303111","2025-04-20","2025-04-22","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-04-20","2025-04-22","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-19","2025-04-20","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-04-19","2025-04-20","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302104","2025-04-19","2025-04-20","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-19","2025-04-20","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302434","2025-04-19","2025-04-25","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300515","2025-04-18","2025-04-19","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305402","2025-04-18","2025-04-22","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-04-18","2025-04-19","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305009","2025-04-18","2025-04-23","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302434","2025-04-18","2025-04-25","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301022","2025-04-18","2025-04-19","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-17","2025-04-19","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-17","2025-04-19","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300218","2025-04-17","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300515","2025-04-17","2025-04-18","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302502","2025-04-17","2025-04-18","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302502","2025-04-17","2025-04-18","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-04-17","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301912","2025-04-17","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303512","2025-04-17","2025-04-19","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302611","2025-04-17","2025-04-18","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-04-17","2025-04-18","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304139","2025-04-17","2025-04-18","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301046","2025-04-17","2025-04-23","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-04-17","2025-04-22","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300515","2025-04-17","2025-04-18","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-16","2025-04-17","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305009","2025-04-16","2025-04-18","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303516","2025-04-16","2025-04-17","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303701","2025-04-16","2025-04-17","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305410","2025-04-16","2025-04-17","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300801","2025-04-16","2025-04-18","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303111","2025-04-16","2025-04-18","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-04-16","2025-04-17","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-04-16","2025-04-18","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302714","2025-04-16","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300515","2025-04-16","2025-04-17","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302502","2025-04-16","2025-04-17","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304011","2025-04-16","2025-04-28","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-04-15","2025-04-17","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302618","2025-04-15","2025-04-17","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300202","2025-04-15","2025-04-16","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303516","2025-04-15","2025-04-16","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301701","2025-04-15","2025-04-16","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302920","2025-04-15","2025-04-17","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300515","2025-04-15","2025-04-16","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300515","2025-04-15","2025-04-16","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301603","2025-04-15","2025-04-16","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-15","2025-04-16","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-15","2025-04-16","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-04-15","2025-04-16","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-04-15","2025-04-17","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302502","2025-04-15","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-04-15","2025-04-16","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302502","2025-04-15","2025-04-16","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303516","2025-04-15","2025-04-16","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-14","2025-04-15","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-14","2025-04-17","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-14","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301719","2025-04-14","2025-04-16","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304011","2025-04-14","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-14","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-14","2025-04-15","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302714","2025-04-14","2025-04-17","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303111","2025-04-14","2025-04-15","Reported","Assumed - Boil Water Notices","West Virginia"
