"pwsid","date_of_first_advisory","date_of_last_advisory","total_bwn","min_reporting_year_for_state","max_reporting_year_for_state","state","data_tool_tip","download_link","clean_date_range"
"AK2360159",2025-12-07,2025-12-07,1,1993-12-31,2026-01-28,"Alaska","Continuous data collection started on Sept 10th, 2025, and updates are completed quarterly. Please refer to the source link for the most current information.","https://gis.data.alaska.gov/datasets/ADEC::boil-water-and-do-not-drink-notice-open/explore?location=56.210819%2C-157.551116%2C7.85&showTable=true","Based on the records provided by the state, data covers 1993 to 2026"
"AK2360214",2024-02-01,2024-02-01,1,1993-12-31,2026-01-28,"Alaska","Continuous data collection started on Sept 10th, 2025, and updates are completed quarterly. Please refer to the source link for the most current information.","https://gis.data.alaska.gov/datasets/ADEC::boil-water-and-do-not-drink-notice-open/explore?location=56.210819%2C-157.551116%2C7.85&showTable=true","Based on the records provided by the state, data covers 1993 to 2026"
"AK2360230",2025-05-18,2026-01-11,2,1993-12-31,2026-01-28,"Alaska","Continuous data collection started on Sept 10th, 2025, and updates are completed quarterly. Please refer to the source link for the most current information.","https://gis.data.alaska.gov/datasets/ADEC::boil-water-and-do-not-drink-notice-open/explore?location=56.210819%2C-157.551116%2C7.85&showTable=true","Based on the records provided by the state, data covers 1993 to 2026"
"AK2360272",2025-09-29,2025-10-17,2,1993-12-31,2026-01-28,"Alaska","Continuous data collection started on Sept 10th, 2025, and updates are completed quarterly. Please refer to the source link for the most current information.","https://gis.data.alaska.gov/datasets/ADEC::boil-water-and-do-not-drink-notice-open/explore?location=56.210819%2C-157.551116%2C7.85&showTable=true","Based on the records provided by the state, data covers 1993 to 2026"
"AK2360816",2025-07-23,2025-12-28,2,1993-12-31,2026-01-28,"Alaska","Continuous data collection started on Sept 10th, 2025, and updates are completed quarterly. Please refer to the source link for the most current information.","https://gis.data.alaska.gov/datasets/ADEC::boil-water-and-do-not-drink-notice-open/explore?location=56.210819%2C-157.551116%2C7.85&showTable=true","Based on the records provided by the state, data covers 1993 to 2026"
"AK2370625",2025-09-19,2025-09-19,1,1993-12-31,2026-01-28,"Alaska","Continuous data collection started on Sept 10th, 2025, and updates are completed quarterly. Please refer to the source link for the most current information.","https://gis.data.alaska.gov/datasets/ADEC::boil-water-and-do-not-drink-notice-open/explore?location=56.210819%2C-157.551116%2C7.85&showTable=true","Based on the records provided by the state, data covers 1993 to 2026"
"AR0000016",2026-01-26,2026-01-26,1,2021-12-22,2026-02-03,"Arkansas","The last update of this dataset occurred on Feb 3rd, 2026. The team is working on continuous updates to this dataset. Please refer to the source link for the most current information.","https://health.arkansas.gov/wa_engTraining/boilwaterorder.aspx","Based on the records provided by the state, data covers 2021 to 2026"
"AR0000024",2026-02-02,2026-02-02,1,2021-12-22,2026-02-03,"Arkansas","The last update of this dataset occurred on Feb 3rd, 2026. The team is working on continuous updates to this dataset. Please refer to the source link for the most current information.","https://health.arkansas.gov/wa_engTraining/boilwaterorder.aspx","Based on the records provided by the state, data covers 2021 to 2026"
"AR0000027",2025-05-01,2025-05-01,1,2021-12-22,2026-02-03,"Arkansas","The last update of this dataset occurred on Feb 3rd, 2026. The team is working on continuous updates to this dataset. Please refer to the source link for the most current information.","https://health.arkansas.gov/wa_engTraining/boilwaterorder.aspx","Based on the records provided by the state, data covers 2021 to 2026"
"AR0000033",2026-01-08,2026-01-08,1,2021-12-22,2026-02-03,"Arkansas","The last update of this dataset occurred on Feb 3rd, 2026. The team is working on continuous updates to this dataset. Please refer to the source link for the most current information.","https://health.arkansas.gov/wa_engTraining/boilwaterorder.aspx","Based on the records provided by the state, data covers 2021 to 2026"
"AR0000047",2025-05-14,2025-05-14,1,2021-12-22,2026-02-03,"Arkansas","The last update of this dataset occurred on Feb 3rd, 2026. The team is working on continuous updates to this dataset. Please refer to the source link for the most current information.","https://health.arkansas.gov/wa_engTraining/boilwaterorder.aspx","Based on the records provided by the state, data covers 2021 to 2026"
"AR0000077",2026-01-20,2026-01-20,1,2021-12-22,2026-02-03,"Arkansas","The last update of this dataset occurred on Feb 3rd, 2026. The team is working on continuous updates to this dataset. Please refer to the source link for the most current information.","https://health.arkansas.gov/wa_engTraining/boilwaterorder.aspx","Based on the records provided by the state, data covers 2021 to 2026"
"AR0000106",2026-01-13,2026-01-13,1,2021-12-22,2026-02-03,"Arkansas","The last update of this dataset occurred on Feb 3rd, 2026. The team is working on continuous updates to this dataset. Please refer to the source link for the most current information.","https://health.arkansas.gov/wa_engTraining/boilwaterorder.aspx","Based on the records provided by the state, data covers 2021 to 2026"
"AR0000153",2026-01-03,2026-01-03,1,2021-12-22,2026-02-03,"Arkansas","The last update of this dataset occurred on Feb 3rd, 2026. The team is working on continuous updates to this dataset. Please refer to the source link for the most current information.","https://health.arkansas.gov/wa_engTraining/boilwaterorder.aspx","Based on the records provided by the state, data covers 2021 to 2026"
"AR0000160",2026-01-31,2026-01-31,1,2021-12-22,2026-02-03,"Arkansas","The last update of this dataset occurred on Feb 3rd, 2026. The team is working on continuous updates to this dataset. Please refer to the source link for the most current information.","https://health.arkansas.gov/wa_engTraining/boilwaterorder.aspx","Based on the records provided by the state, data covers 2021 to 2026"
"AR0000166",2025-05-20,2025-05-20,1,2021-12-22,2026-02-03,"Arkansas","The last update of this dataset occurred on Feb 3rd, 2026. The team is working on continuous updates to this dataset. Please refer to the source link for the most current information.","https://health.arkansas.gov/wa_engTraining/boilwaterorder.aspx","Based on the records provided by the state, data covers 2021 to 2026"
"AR0000173",2025-04-24,2025-04-24,1,2021-12-22,2026-02-03,"Arkansas","The last update of this dataset occurred on Feb 3rd, 2026. The team is working on continuous updates to this dataset. Please refer to the source link for the most current information.","https://health.arkansas.gov/wa_engTraining/boilwaterorder.aspx","Based on the records provided by the state, data covers 2021 to 2026"
"AR0000178",2021-12-22,2021-12-22,1,2021-12-22,2026-02-03,"Arkansas","The last update of this dataset occurred on Feb 3rd, 2026. The team is working on continuous updates to this dataset. Please refer to the source link for the most current information.","https://health.arkansas.gov/wa_engTraining/boilwaterorder.aspx","Based on the records provided by the state, data covers 2021 to 2026"
"AR0000189",2025-05-08,2025-05-08,1,2021-12-22,2026-02-03,"Arkansas","The last update of this dataset occurred on Feb 3rd, 2026. The team is working on continuous updates to this dataset. Please refer to the source link for the most current information.","https://health.arkansas.gov/wa_engTraining/boilwaterorder.aspx","Based on the records provided by the state, data covers 2021 to 2026"
"AR0000214",2025-05-18,2025-05-18,1,2021-12-22,2026-02-03,"Arkansas","The last update of this dataset occurred on Feb 3rd, 2026. The team is working on continuous updates to this dataset. Please refer to the source link for the most current information.","https://health.arkansas.gov/wa_engTraining/boilwaterorder.aspx","Based on the records provided by the state, data covers 2021 to 2026"
"AR0000219",2025-05-18,2025-05-18,1,2021-12-22,2026-02-03,"Arkansas","The last update of this dataset occurred on Feb 3rd, 2026. The team is working on continuous updates to this dataset. Please refer to the source link for the most current information.","https://health.arkansas.gov/wa_engTraining/boilwaterorder.aspx","Based on the records provided by the state, data covers 2021 to 2026"
"AR0000227",2025-05-09,2025-05-09,1,2021-12-22,2026-02-03,"Arkansas","The last update of this dataset occurred on Feb 3rd, 2026. The team is working on continuous updates to this dataset. Please refer to the source link for the most current information.","https://health.arkansas.gov/wa_engTraining/boilwaterorder.aspx","Based on the records provided by the state, data covers 2021 to 2026"
"AR0000241",2025-05-20,2025-05-20,1,2021-12-22,2026-02-03,"Arkansas","The last update of this dataset occurred on Feb 3rd, 2026. The team is working on continuous updates to this dataset. Please refer to the source link for the most current information.","https://health.arkansas.gov/wa_engTraining/boilwaterorder.aspx","Based on the records provided by the state, data covers 2021 to 2026"
"AR0000266",2025-04-30,2026-02-02,2,2021-12-22,2026-02-03,"Arkansas","The last update of this dataset occurred on Feb 3rd, 2026. The team is working on continuous updates to this dataset. Please refer to the source link for the most current information.","https://health.arkansas.gov/wa_engTraining/boilwaterorder.aspx","Based on the records provided by the state, data covers 2021 to 2026"
"AR0000271",2026-01-29,2026-01-29,1,2021-12-22,2026-02-03,"Arkansas","The last update of this dataset occurred on Feb 3rd, 2026. The team is working on continuous updates to this dataset. Please refer to the source link for the most current information.","https://health.arkansas.gov/wa_engTraining/boilwaterorder.aspx","Based on the records provided by the state, data covers 2021 to 2026"
"AR0000307",2025-05-16,2025-05-16,1,2021-12-22,2026-02-03,"Arkansas","The last update of this dataset occurred on Feb 3rd, 2026. The team is working on continuous updates to this dataset. Please refer to the source link for the most current information.","https://health.arkansas.gov/wa_engTraining/boilwaterorder.aspx","Based on the records provided by the state, data covers 2021 to 2026"
"AR0000310",2026-01-26,2026-01-26,1,2021-12-22,2026-02-03,"Arkansas","The last update of this dataset occurred on Feb 3rd, 2026. The team is working on continuous updates to this dataset. Please refer to the source link for the most current information.","https://health.arkansas.gov/wa_engTraining/boilwaterorder.aspx","Based on the records provided by the state, data covers 2021 to 2026"
"AR0000313",2026-01-26,2026-01-26,1,2021-12-22,2026-02-03,"Arkansas","The last update of this dataset occurred on Feb 3rd, 2026. The team is working on continuous updates to this dataset. Please refer to the source link for the most current information.","https://health.arkansas.gov/wa_engTraining/boilwaterorder.aspx","Based on the records provided by the state, data covers 2021 to 2026"
"AR0000314",2026-01-26,2026-01-26,1,2021-12-22,2026-02-03,"Arkansas","The last update of this dataset occurred on Feb 3rd, 2026. The team is working on continuous updates to this dataset. Please refer to the source link for the most current information.","https://health.arkansas.gov/wa_engTraining/boilwaterorder.aspx","Based on the records provided by the state, data covers 2021 to 2026"
