"pwsid","projects_invited_to_apply_over_fy_range","min_fy","max_fy","times_funded_2009_2021","total_assistance_amt_2009_2021","total_prin_forgive_amt_2009_2021"
"CT0727051",NA,NA,NA,1,4655516.6,954380.91
"CT0770021",NA,NA,NA,5,3182717.65,606027.39
"CT0770041",NA,NA,NA,1,19090,8590.5
"CT0780081",NA,NA,NA,1,14463.86,6508.74
"CT0790011",NA,NA,NA,1,14896.46,6703.41
"CT0800011",NA,NA,NA,3,21822286.63,1868069.18
"CT0815051",NA,NA,NA,1,23807.03,10627.54
"CT0860011",NA,NA,NA,1,73803.67,18370.5
"CT0860081",NA,NA,NA,1,66215.07,16500
"CT0880031",NA,NA,NA,1,13573.61,6066.23
"CT0890011",NA,NA,NA,2,4311326.01,443016.44
"CT0920041",NA,NA,NA,1,14644.08,6575.14
"CT0930011",NA,NA,NA,11,27375855.58,3093469.34
"CT0950011",NA,NA,NA,1,5961826.03,427197.56
"CT0960071",NA,NA,NA,1,24750,11137.5
"CT0960091",NA,NA,NA,2,721788.93,161590.32
"CT0960211",NA,NA,NA,1,14078.49,6309.9
"CT0990011",NA,NA,NA,1,21393.26,9626.97
"CT1030011",NA,NA,NA,1,7000000,0
"CT1040011",NA,NA,NA,12,24134357.02,2420575.15
"CT1040091",NA,NA,NA,1,11649.89,5242.45
"CT1090031",NA,NA,NA,1,235583.44,133104.65
"CT1099141",NA,NA,NA,1,15430.2,6943.59
"CT1130011",NA,NA,NA,3,1867022.9,11710.31
"CT1130021",NA,NA,NA,1,14463.86,6508.74
"CT1150031",NA,NA,NA,1,32216.18,14397.86
"CT1160011",NA,NA,NA,1,2447662.77,1382929.39
"CT1220061",NA,NA,NA,1,33874.72,15238.35
"CT1250021",NA,NA,NA,1,20998,9449.1
"CT1280011",NA,NA,NA,2,1488663.66,303388.21
"CT1310011",NA,NA,NA,3,9419911.93,0
"CT1310031",NA,NA,NA,1,9279.92,4162.61
"CT1420021",NA,NA,NA,1,26788.76,6657.53
"CT1420041",NA,NA,NA,2,282518.54,72058.59
"CT1423011",NA,NA,NA,1,170336.02,96239.85
"CT1510011",NA,NA,NA,2,4375150.98,851778.12
"CT1600061",NA,NA,NA,1,11827.85,5310
"CT1606111",NA,NA,NA,1,20448.76,9198.18
"CT1680021",NA,NA,NA,1,40145,18065.25
"CT1680031",NA,NA,NA,4,999852.74,345704.21
"CT1680041",NA,NA,NA,1,20417.91,9154.35
"DE0000126",NA,NA,NA,4,4541546,1866100
"DE0000221",NA,NA,NA,1,1610000,0
"DE0000552",NA,NA,NA,4,7671720,0
"DE0000556",NA,NA,NA,1,2600000,0
"DE0000558",NA,NA,NA,1,232500,45000
"DE0000559",NA,NA,NA,1,1194300,0
"DE0000567",NA,NA,NA,3,1655090,1440070
"DE0000571",NA,NA,NA,1,4000000,0
"DE0000592",NA,NA,NA,4,7595000,7595000
"DE0000597",NA,NA,NA,7,7572575,5016510
"DE0000602",NA,NA,NA,2,906000,803200
"DE0000614",NA,NA,NA,1,2186000,1093000
"DE0000616",NA,NA,NA,1,4000000,1400000
"DE0000629",NA,NA,NA,2,895000,0
"DE0000630",NA,NA,NA,4,6800000,674112
"DE0000654",NA,NA,NA,3,4426300,4426300
"DE0000657",NA,NA,NA,3,3385875,1000000
"DE0000663",NA,NA,NA,11,36000000,0
"DE0000865",NA,NA,NA,1,375000,160500
"DE0000991",NA,NA,NA,1,1200000,0
"FL1030050",NA,NA,NA,34,283537683,14595919.8
"FL1030148",NA,NA,NA,1,150000,75000
"FL1030435",NA,NA,NA,2,4127000,555000
"FL1030467",NA,NA,NA,1,394144,394144
"FL1030520",NA,NA,NA,1,162075,81037
"FL1170613",NA,NA,NA,1,142591,0
"FL1190118",NA,NA,NA,1,3000000,2550000
"FL1190236",NA,NA,NA,1,161664,161664
"FL1200334",NA,NA,NA,2,849463,0
"FL1230545",NA,NA,NA,3,4371657,2204000
"FL1230848",NA,NA,NA,2,416000,132000
"FL1300083",NA,NA,NA,3,445035,310763
"FL1320143",NA,NA,NA,1,781651,781651
"FL1320449",NA,NA,NA,1,4043124,2550000
"FL1320689",NA,NA,NA,1,70785,70785
"FL1324098",NA,NA,NA,2,1473764,788569.7
"FL1390087",NA,NA,NA,2,222229,222229
"FL1460455",NA,NA,NA,1,185000,0
"FL1570349",NA,NA,NA,4,8251805,0
"FL1570479",NA,NA,NA,3,1823192,1213765
"FL2010207",NA,NA,NA,1,621551,0
"FL2010477",NA,NA,NA,1,674200,337100
"FL2100437",NA,NA,NA,1,356800,178400
"FL2124413",NA,NA,NA,1,1360903,1156768
"FL2160200",NA,NA,NA,1,769741,0
"FL2180134",NA,NA,NA,3,6965790,1097154
"FL2240579",NA,NA,NA,1,149825,134842.5
"FL2380178",NA,NA,NA,1,140250,140250
"FL2380854",NA,NA,NA,1,171897,0
"FL2450146",NA,NA,NA,1,98000,49000
"FL2550210",NA,NA,NA,1,9403394,0
"FL2551004",NA,NA,NA,2,8911850,0
"FL2610203",NA,NA,NA,2,4869146,4033143
"FL2620208",NA,NA,NA,1,399608,309222.3
"FL2621102",NA,NA,NA,3,2161170,1825697
"FL2624165",NA,NA,NA,1,204000,204000
"FL2630202",NA,NA,NA,1,103400,51700
"FL3051367",NA,NA,NA,5,14285328,3754567
"FL3310206",NA,NA,NA,1,191496,0
"FL3314280",NA,NA,NA,2,1662599,1253665
"FL3350476",NA,NA,NA,1,500000,0
"FL3350573",NA,NA,NA,2,2061053,0
"FL3350858",NA,NA,NA,2,3254295,0
"FL3351333",NA,NA,NA,5,8984427,0
"FL3420074",NA,NA,NA,3,2554890,1237285
"FL3480203",NA,NA,NA,1,1300000,0
"FL3480913",NA,NA,NA,1,2077922,0
"FL3481546",NA,NA,NA,1,3956932,0
"FL3484119",NA,NA,NA,1,8577040,0
"FL3490751",NA,NA,NA,1,573418,487407
"FL3491373",NA,NA,NA,1,4108360,0
"FL3590159",NA,NA,NA,5,10335668,6550000
"FL3590205",NA,NA,NA,6,35156754,9356088.7
"FL3590879",NA,NA,NA,1,5862732,0
"FL3640275",NA,NA,NA,2,3002833,0
"FL3640286",NA,NA,NA,1,975472,829151
"FL3640331",NA,NA,NA,4,3083914,2422859
"FL3640748",NA,NA,NA,1,200000,54500
"FL4060253",NA,NA,NA,3,10813144,2550000
"FL4060290",NA,NA,NA,2,3188660,0
"FL4060615",NA,NA,NA,2,6170416,0
"FL4060642",NA,NA,NA,6,86258963,2245427
"FL4060787",NA,NA,NA,2,1769395,1426636
"FL4061121",NA,NA,NA,1,1115572,0
"FL4061129",NA,NA,NA,1,496400,154100
"FL4130255",NA,NA,NA,1,157500,0
"FL4130871",NA,NA,NA,5,62372479,122470
"FL4130970",NA,NA,NA,1,4380556,0
"FL4130977",NA,NA,NA,1,3711927,630146.53
"FL4131618",NA,NA,NA,6,20697247,2794140
"FL4430259",NA,NA,NA,5,11218700,1202204.53
"FL4430667",NA,NA,NA,1,2940354,1958570
"FL4500773",NA,NA,NA,5,13437232,463310.8
"FL5084100",NA,NA,NA,4,16419154,0
"FL5110089",NA,NA,NA,4,3206195,2617078.55
"FL5110142",NA,NA,NA,2,3063270,2324845
"FL5110183",NA,NA,NA,2,5309320,0
"FL5114069",NA,NA,NA,3,37000000,0
"FL5260050",NA,NA,NA,1,1700238,1445202
"FL5280266",NA,NA,NA,1,512000,0
"FL5360102",NA,NA,NA,1,258270,0
"FL5360325",NA,NA,NA,1,12492809,0
"FL5364048",NA,NA,NA,1,17362900,0
"FL5364145",NA,NA,NA,4,28231027,0
"FL6090317",NA,NA,NA,2,4476000,1691000
"FL6090828",NA,NA,NA,2,2690000,1393250
"FL6091322",NA,NA,NA,2,2965411,1292472
"FL6094948",NA,NA,NA,2,5351079,3351079
"FL6140314",NA,NA,NA,6,9174619,4870000
"FL6144898",NA,NA,NA,1,2450180,1029076
"FL6250329",NA,NA,NA,2,1135885,360800
"FL6252022",NA,NA,NA,1,2373896,1778298
"FL6280049",NA,NA,NA,2,2442927,1855982
"FL6280250",NA,NA,NA,4,2924688,2172189
"FL6290327",NA,NA,NA,3,22561549,2550000
"FL6411098",NA,NA,NA,1,3000000,0
"FL6510424",NA,NA,NA,3,4831945,2677148
"FL6521417",NA,NA,NA,3,5795969,0
"FL6530431",NA,NA,NA,2,10781352,3220676
"FL6530492",NA,NA,NA,1,40000,20000
"FL6530977",NA,NA,NA,3,940543,657599
"FL6531014",NA,NA,NA,2,20217295,0
"FL6531237",NA,NA,NA,2,1154039,985000
"FL6532232",NA,NA,NA,7,11299960,7711953
"FL6532234",NA,NA,NA,1,4618811,923762
"FL6581901",NA,NA,NA,1,8168449,0
"FL6600210",NA,NA,NA,4,2693341,1431299
"FL6600331",NA,NA,NA,2,7888326,2726080
"GA0010000",NA,NA,NA,2,793393,238018
"GA0090000",NA,NA,NA,2,7766563,1000000
"GA0090001",NA,NA,NA,2,1701725.51,844865
"GA0110000",NA,NA,NA,2,1150000,108000
"GA0110001",NA,NA,NA,1,2145000,500000
"GA0110026",NA,NA,NA,2,2858003.25,1867302.68
"GA0130002",NA,NA,NA,1,9000000,0
"GA0150000",NA,NA,NA,1,1845053.3,0
"GA0150001",NA,NA,NA,2,4633918.57,0
"GA0150003",NA,NA,NA,1,1000000,0
"GA0190002",NA,NA,NA,1,990818.71,396327.48
"GA0230000",NA,NA,NA,1,2572500,500000
"GA0270002",NA,NA,NA,1,1467000,293307
"GA0330004",NA,NA,NA,1,979000,0
"GA0350000",NA,NA,NA,1,228768.73,54904.5
"GA0350051",NA,NA,NA,2,2350000,705000
"GA0390000",NA,NA,NA,2,3094296.82,798217.76
"GA0390001",NA,NA,NA,1,309622,0
"GA0450000",NA,NA,NA,1,1674369.16,500000
"GA0450001",NA,NA,NA,4,38125000,6452500
"GA0450002",NA,NA,NA,1,1000000,0
"GA0450003",NA,NA,NA,1,2200000,500000
"GA0450006",NA,NA,NA,1,425000,170000
"GA0470002",NA,NA,NA,1,217000,86000
"GA0510005",NA,NA,NA,1,1357040.93,0
"GA0530002",NA,NA,NA,1,400000,200000
"GA0550000",NA,NA,NA,1,1303258.07,0
"GA0550001",NA,NA,NA,1,891041.42,249291
"GA0550003",NA,NA,NA,1,2484448,301879
"GA0570024",NA,NA,NA,2,1695000,246000
"GA0650000",NA,NA,NA,1,635830.93,283854.76
"GA0650013",NA,NA,NA,1,94900,36854.37
"GA0710001",NA,NA,NA,1,760000,304000
"GA0710003",NA,NA,NA,1,205316.89,71860.91
"GA0730001",NA,NA,NA,1,2500000,1000000
"GA0750000",NA,NA,NA,1,1145872,229175
"GA0770042",NA,NA,NA,1,7400000,750000
"GA0790000",NA,NA,NA,1,750000,290000
"GA0850000",NA,NA,NA,2,1561003.84,434640.92
"GA0870002",NA,NA,NA,1,250000,0
"GA0950000",NA,NA,NA,1,1709026.06,0
"GA0990001",NA,NA,NA,2,323100.01,129104.47
"GA1030001",NA,NA,NA,1,2540000,0
"GA1050001",NA,NA,NA,2,4990657.32,998131.47
"GA1070005",NA,NA,NA,1,996335.99,0
"GA1090001",NA,NA,NA,2,2836257.38,894502.95
"GA1110000",NA,NA,NA,4,1037296.15,329116.88
"GA1110001",NA,NA,NA,1,5650000,500000
"GA1150000",NA,NA,NA,1,7239696,2895878
"GA1150001",NA,NA,NA,1,531707.35,0
"GA1170000",NA,NA,NA,1,1186473,474589
"GA1170050",NA,NA,NA,1,130000,65000
"GA1190003",NA,NA,NA,1,446031.76,133809.54
"GA1190051",NA,NA,NA,3,6582290,900000
"GA1210001",NA,NA,NA,1,45000000,0
"GA1210002",NA,NA,NA,1,1932843.66,0
"GA1210006",NA,NA,NA,1,1086605.97,0
"GA1210009",NA,NA,NA,1,1496258.5,748129.25
"GA1230000",NA,NA,NA,2,5357758,2908530
"GA1270000",NA,NA,NA,1,100000,50000
"GA1290000",NA,NA,NA,3,9962236.74,1380000
"GA1310000",NA,NA,NA,4,9526355,2225858
"GA1370000",NA,NA,NA,1,539863,147709
"GA1370001",NA,NA,NA,2,2171846.64,612138.66
"GA1370002",NA,NA,NA,1,6394000,0
"GA1370003",NA,NA,NA,2,3014415.5,860424.2
"GA1370004",NA,NA,NA,1,3293715.64,449143.04
"GA1430002",NA,NA,NA,2,1878906.2,603204.27
"GA1450003",NA,NA,NA,1,385000,0
"GA1450011",NA,NA,NA,2,4324568.54,434880
"GA1470000",NA,NA,NA,1,3778664.19,489084.16
"GA1470065",NA,NA,NA,3,4586700,1054340
"GA1490000",NA,NA,NA,1,2500000,500000
"GA1510001",NA,NA,NA,1,2504012.98,751203.89
"GA1510004",NA,NA,NA,1,3086500,1174600
"GA1530006",NA,NA,NA,1,11250000,0
"GA1550002",NA,NA,NA,2,1272830.62,475382.25
"GA1570001",NA,NA,NA,2,1694923.06,681839.11
"GA1570002",NA,NA,NA,1,426796.04,0
"GA1570004",NA,NA,NA,1,1200000,300000
"GA1610001",NA,NA,NA,1,2106000,500000
"GA1630002",NA,NA,NA,1,1652680,0
"GA1630005",NA,NA,NA,1,810000,243000
"GA1650000",NA,NA,NA,2,1061000,417000
"GA1690000",NA,NA,NA,1,624663.94,249865.58
"GA1690002",NA,NA,NA,2,2949520,949856
"GA1750001",NA,NA,NA,1,425000,0
"GA1770000",NA,NA,NA,3,2315519,504401.99
"GA1770001",NA,NA,NA,1,292800,117120
"GA1790000",NA,NA,NA,2,3662428.89,1048171.76
"GA1790020",NA,NA,NA,1,744592.49,313550
"GA1790035",NA,NA,NA,2,1155000,462000
"GA1870043",NA,NA,NA,3,2094831.84,653450.41
"GA1890001",NA,NA,NA,2,2546900,630960
"GA1930001",NA,NA,NA,1,1372000,500000
"GA1930002",NA,NA,NA,1,1150000,517500
"GA1950002",NA,NA,NA,1,487000,144800
"GA1950004",NA,NA,NA,1,799538.28,0
"GA1950060",NA,NA,NA,1,1500000,450000
"GA2010000",NA,NA,NA,1,791068,0
"GA2050001",NA,NA,NA,2,3474650.75,866900.18
"GA2050003",NA,NA,NA,1,504292.52,0
"GA2070074",NA,NA,NA,1,1627129.32,410269.63
"GA2170001",NA,NA,NA,1,4500000,0
"GA2170004",NA,NA,NA,1,3100000,930000
"GA2270002",NA,NA,NA,2,2408000,246000
"GA2310000",NA,NA,NA,1,270000,108000
"GA2310003",NA,NA,NA,1,100000,40000
"GA2330001",NA,NA,NA,1,439152.03,0
"GA2370000",NA,NA,NA,2,2048149.67,687657.7
"GA2390000",NA,NA,NA,1,323000,90440
"GA2410053",NA,NA,NA,2,2892480,360000
"GA2410118",NA,NA,NA,1,2500000,500000
"GA2410138",NA,NA,NA,2,825000,75000
"GA2430000",NA,NA,NA,1,781000,351450
"GA2490000",NA,NA,NA,2,1000971.33,260233.12
"GA2490004",NA,NA,NA,1,446000,107040
"GA2530000",NA,NA,NA,1,325646,0
"GA2550000",NA,NA,NA,2,9275000,1250000
"GA2570000",NA,NA,NA,2,2920000,300000
"GA2590002",NA,NA,NA,1,187379.68,37497.94
"GA2650000",NA,NA,NA,1,115000,0
"GA2670002",NA,NA,NA,1,877379.32,209700
"GA2690000",NA,NA,NA,1,488000,146400
"GA2710003",NA,NA,NA,1,2326000,465820
"GA2730000",NA,NA,NA,2,300393.57,127557.43
"GA2750000",NA,NA,NA,1,148000,59200
"GA2750004",NA,NA,NA,1,680000,0
"GA2750005",NA,NA,NA,4,14445840.64,2125000
"GA2810000",NA,NA,NA,1,2150000,500000
"GA2810007",NA,NA,NA,3,4464482.37,784119.1
"GA2870000",NA,NA,NA,1,1420000,284000
"GA2910000",NA,NA,NA,1,1693000,423250
"GA2910006",NA,NA,NA,1,544426,108914
"GA2930000",NA,NA,NA,5,10013244.79,3952957.8
"GA2930010",NA,NA,NA,1,1800000,500000
"GA2950000",NA,NA,NA,2,2550000,276000
"GA2950002",NA,NA,NA,1,4600000,750000
"GA2970000",NA,NA,NA,1,825000,337500
"GA2970001",NA,NA,NA,1,1652357.36,0
"GA2970002",NA,NA,NA,1,925000,0
"GA2990001",NA,NA,NA,1,1685000,404400
"GA2990002",NA,NA,NA,1,2268385.33,324055.05
"GA3010001",NA,NA,NA,1,337000,168500
"GA3030005",NA,NA,NA,1,3876000,0
"GA3030006",NA,NA,NA,1,250000,150000
"GA3070000",NA,NA,NA,1,201500,60450
"GA3070001",NA,NA,NA,1,110000,44000
"GA3110001",NA,NA,NA,1,412055,103014.25
"GA3110072",NA,NA,NA,1,2300000,0
"GA3170002",NA,NA,NA,1,9509299,0
"GA3190000",NA,NA,NA,1,42000,0
"GA3190003",NA,NA,NA,1,336299.02,100889.72
"GA3210001",NA,NA,NA,2,492978.68,131627.24
"GA3210003",NA,NA,NA,1,2207910.29,491593.45
"HI0000101",NA,NA,NA,1,9429173,1757400
"HI0000102",NA,NA,NA,1,3872263.42,0
"HI0000130",NA,NA,NA,2,17638200,4742200
"HI0000133",NA,NA,NA,1,4388782,0
"HI0000161",NA,NA,NA,1,3200000,0
"HI0000212",NA,NA,NA,6,28583296.55,3298923
"HI0000213",NA,NA,NA,3,3161537.42,693370.03
"HI0000215",NA,NA,NA,4,7501748,4390500
"HI0000217",NA,NA,NA,1,2006056.25,0
"HI0000233",NA,NA,NA,1,500000,0
"HI0000247",NA,NA,NA,1,4183000,45000
"HI0000331",NA,NA,NA,13,70522568.66,12042665
"HI0000400",NA,NA,NA,2,2628014,2628014
"IA0105002",NA,NA,NA,4,19788491.15,0
"IA0135046",NA,NA,NA,1,600000,0
"IA0345054",NA,NA,NA,2,655657.48,0
"IA0400900",NA,NA,NA,2,9843541.02,3559862.31
"IA0600600",NA,NA,NA,2,220876.65,110438.33
"IA0670043",NA,NA,NA,2,829500,0
"IA0737062",NA,NA,NA,2,463500,46000
"IA0743057",NA,NA,NA,2,3377425.55,0
"IA0790074",NA,NA,NA,1,958553.19,0
"IA0819033",NA,NA,NA,1,217595,50000
"IA0932001",NA,NA,NA,1,610212.73,0
"IA0970006",NA,NA,NA,1,1511000,0
"IA0975032",NA,NA,NA,2,872054.29,0
"IA1103009",NA,NA,NA,1,224000,0
"IA1108025",NA,NA,NA,4,3917932.84,0
"IA1175056",NA,NA,NA,2,1494513.66,0
"IA1178097",NA,NA,NA,1,2500,0
"IA1207061",NA,NA,NA,3,2172039.69,0
"IA1271058",NA,NA,NA,1,79480.88,15896.18
"IA1345043",NA,NA,NA,1,18400,0
"IA1351027",NA,NA,NA,1,558000,0
"IA1363051",NA,NA,NA,1,1636240.68,0
"IA1376098",NA,NA,NA,1,1199000,0
"IA1409041",NA,NA,NA,1,292000,0
"IA1444022",NA,NA,NA,2,415331,0
"IA1449053",NA,NA,NA,2,492987.94,0
"IA1453080",NA,NA,NA,3,1635460.63,967476.38
"IA1471069",NA,NA,NA,2,550000,220000
"IA1503053",NA,NA,NA,2,1371612.39,0
"IA1516093",NA,NA,NA,1,389683.88,0
"IA1535078",NA,NA,NA,1,391000,0
"IA1636090",NA,NA,NA,1,174423.06,34884.61
"IA1681092",NA,NA,NA,2,558000,0
"IA1817045",NA,NA,NA,2,557000,0
"IA1940068",NA,NA,NA,1,319000,0
"IA1957064",NA,NA,NA,1,329069.02,0
"IA2032023",NA,NA,NA,2,179134.32,0
"IA2171071",NA,NA,NA,1,14011982.61,0
"IA2223011",NA,NA,NA,1,156700,0
"IA2242018",NA,NA,NA,1,392000,0
"IA2324016",NA,NA,NA,1,93000,46500
"IA2424027",NA,NA,NA,2,2103000,107000
"IA2432034",NA,NA,NA,2,304999.55,0
"IA2446029",NA,NA,NA,1,1890.5,0
"IA2503003",NA,NA,NA,1,1011936.83,0
"IA2529035",NA,NA,NA,1,1087000,432000
"IA2564074",NA,NA,NA,2,1829940.31,0
"IA2570046",NA,NA,NA,1,185000,0
"IA2576036",NA,NA,NA,1,2179000,0
"IA2740050",NA,NA,NA,1,487000,194000
"IA2813019",NA,NA,NA,1,89386.44,0
"IA2839021",NA,NA,NA,2,1489931.31,0
"IA2864013",NA,NA,NA,1,206524.27,0
"IA2909053",NA,NA,NA,1,2395000,884000
"IA3070078",NA,NA,NA,1,2228655.95,0
"IA3087057",NA,NA,NA,3,1669000.41,112500
"IA3102001",NA,NA,NA,2,2671593.84,0
"IA3126052",NA,NA,NA,4,21991999.62,1000000
"IA3130091",NA,NA,NA,2,2855780.41,941835.31
"IA3133033",NA,NA,NA,1,450000,0
"IA3135018",NA,NA,NA,3,1191013.5,743260.13
"IA3203066",NA,NA,NA,2,1100000,0
"IA3338010",NA,NA,NA,1,609918.44,0
"IA3346037",NA,NA,NA,2,821330.28,26325
"IA3353088",NA,NA,NA,2,2852261.93,75000
"IA3379009",NA,NA,NA,1,21811,0
"IA3405012",NA,NA,NA,1,504000,100000
"IA3414044",NA,NA,NA,1,399000,200000
"IA3420031",NA,NA,NA,4,579367.55,0
"IA3570037",NA,NA,NA,2,1085355.51,0
"IA3661048",NA,NA,NA,1,120000,0
"IA3709001",NA,NA,NA,2,980509.85,490255.09
"IA3803094",NA,NA,NA,2,147000,0
"IA3870073",NA,NA,NA,1,223908.97,0
"IA3900301",NA,NA,NA,1,4750000,0
"IA3971026",NA,NA,NA,2,1833000,0
"IA4027010",NA,NA,NA,1,1572286,0
"IA4051002",NA,NA,NA,1,700000,308000
"IA4236005",NA,NA,NA,1,281000,90000
"IA4254061",NA,NA,NA,1,703000,330000
"IA4291038",NA,NA,NA,1,633994.01,190198.2
"IA4333089",NA,NA,NA,1,102000,0
"IA4458060",NA,NA,NA,3,1254000,0
"IA4490091",NA,NA,NA,1,100000,0
"IA4622095",NA,NA,NA,2,189600.26,0
"IA4641064",NA,NA,NA,2,7241742.5,590274
"IA4647090",NA,NA,NA,1,159500,0
"IA4669080",NA,NA,NA,1,1119312.36,337000
"IA4840042",NA,NA,NA,3,455415.51,13000
"IA4858070",NA,NA,NA,1,93000,21000
"IA4868701",NA,NA,NA,1,412859.99,0
"IA4950029",NA,NA,NA,1,492000,98400
"IA4975014",NA,NA,NA,2,595000,101460
"IA5003091",NA,NA,NA,1,340000,68000
"IA5009056",NA,NA,NA,2,3139841.33,143120.4
"IA5059064",NA,NA,NA,1,784000,0
"IA5148079",NA,NA,NA,2,850000,0
"IA5208071",NA,NA,NA,2,4955348.08,0
"IA5221001",NA,NA,NA,1,1268894,840000
"IA5252072",NA,NA,NA,1,1350000,0
"IA5282062",NA,NA,NA,2,2239752.37,51338
"IA5288021",NA,NA,NA,1,42000,0
"IA5307048",NA,NA,NA,2,3750733.25,0
"IA5315005",NA,NA,NA,1,203975,0
"IA5361020",NA,NA,NA,3,262261.24,0
"IA5396039",NA,NA,NA,1,686000,312000
"IA5440028",NA,NA,NA,3,476803.91,0
"IA5442029",NA,NA,NA,1,357673.06,0
"IA5475050",NA,NA,NA,1,650000,0
"IA5515042",NA,NA,NA,2,483695.64,0
"IA5540049",NA,NA,NA,2,855000,0
"IA5584009",NA,NA,NA,2,752018.82,0
"IA5625062",NA,NA,NA,6,17928856.69,2000000
"IA5640019",NA,NA,NA,3,7087272.5,2083000
"IA5704012",NA,NA,NA,1,942762.57,0
"IA5718006",NA,NA,NA,1,1285000,0
"IA5728018",NA,NA,NA,1,918000,0
"IA5731032",NA,NA,NA,2,3935000,35000
"IA5751035",NA,NA,NA,1,2898000,0
"IA5792059",NA,NA,NA,2,980480,0
"IA5809063",NA,NA,NA,1,158444.72,0
"IA5815064",NA,NA,NA,1,837321.76,0
"IA6000755",NA,NA,NA,1,108932.48,81699.36
"IA6000800",NA,NA,NA,1,454500,90900
"IA6273901",NA,NA,NA,1,2155351.55,0
"IA6368033",NA,NA,NA,2,15818999.63,0
"IA6377046",NA,NA,NA,1,388000,0
"IA6403011",NA,NA,NA,1,400000,0
"IA6469042",NA,NA,NA,1,7837531.13,490038.74
"IA6484093",NA,NA,NA,1,365000,0
"IA6527038",NA,NA,NA,1,60683,0
"IA6673016",NA,NA,NA,1,404000,0
"IA6677089",NA,NA,NA,2,378000,0
"IA6739095",NA,NA,NA,1,1560000,0
"IA7048001",NA,NA,NA,1,399000,93000
"IA7073010",NA,NA,NA,1,1831749.2,0
"IA7109065",NA,NA,NA,1,132500,0
"IA7128036",NA,NA,NA,1,2600000,1040000
"IA7165025",NA,NA,NA,2,7938907.93,0
"IA7227701",NA,NA,NA,1,3633334.23,64800
"IA7245047",NA,NA,NA,2,587250,0
"IA7383045",NA,NA,NA,3,17442000,1050000
"IA7540174",NA,NA,NA,2,1337654.2,202000
"IA7603045",NA,NA,NA,2,548000,0
"IA7607088",NA,NA,NA,1,190000,0
"IA7614063",NA,NA,NA,3,1726000,459000
"IA7622024",NA,NA,NA,1,141035.68,0
"IA7639002",NA,NA,NA,1,1020790.01,510395.01
"IA7736011",NA,NA,NA,4,25105820.38,0
"IA7740011",NA,NA,NA,3,6225000,0
"IA7751092",NA,NA,NA,1,562000,0
"IA7780042",NA,NA,NA,1,1671000,332000
"IA7785007",NA,NA,NA,2,3725644.3,0
"IA7803080",NA,NA,NA,1,2211000,0
"IA7820080",NA,NA,NA,2,21200000,0
"IA7833025",NA,NA,NA,1,81410,0
"IA7841014",NA,NA,NA,2,264474.15,0
"IA7856084",NA,NA,NA,2,1607999.95,0
"IA7872062",NA,NA,NA,1,166391.52,0
"IA7950097",NA,NA,NA,2,2390733.74,0
"IA8055014",NA,NA,NA,4,714589.77,0
"IA8114000",NA,NA,NA,1,700000,0
"IA8166061",NA,NA,NA,1,132000,26400
"IA8335029",NA,NA,NA,1,6955321.53,0
"IA8444063",NA,NA,NA,1,427000,0
"IA8503039",NA,NA,NA,2,76325000.07,6599000
"IA8509069",NA,NA,NA,1,314869.67,0
"IA8531083",NA,NA,NA,2,4359000,0
"IA8548016",NA,NA,NA,2,599678.7,0
"IA8584000",NA,NA,NA,1,227000,0
"IA8637079",NA,NA,NA,1,100000,0
"IA8640089",NA,NA,NA,1,798411.46,0
"IA8670013",NA,NA,NA,1,1110000,355000
"IA8670701",NA,NA,NA,1,1271889.98,0
"IA8676027",NA,NA,NA,1,2779337.99,0
"IA8709096",NA,NA,NA,2,528632.02,0
"IA8748075",NA,NA,NA,1,452000,0
"IA8914031",NA,NA,NA,3,626883.85,0
"IA8930038",NA,NA,NA,3,588422.97,0
"IA8938026",NA,NA,NA,2,716332.05,249000
"IA9053004",NA,NA,NA,2,612000,197000
"IA9083012",NA,NA,NA,5,15032266.8,3162906.72
"IA9133701",NA,NA,NA,1,3437000,0
"IA9203007",NA,NA,NA,1,224743.33,0
"IA9214085",NA,NA,NA,1,323000,122000
"IA9271068",NA,NA,NA,3,4597000.36,0
"IA9276096",NA,NA,NA,1,2200000,0
"IA9433050",NA,NA,NA,5,44166265.54,1023900
"IA9506052",NA,NA,NA,2,762753.8,0
"IA9549073",NA,NA,NA,1,307066.56,0
"IA9620082",NA,NA,NA,1,117000,0
"IA9680085",NA,NA,NA,1,10640,0
"IA9704060",NA,NA,NA,1,998758.05,0
"IA9725094",NA,NA,NA,1,80500,0
"IA9753022",NA,NA,NA,1,467683.48,0
"IA9766041",NA,NA,NA,1,228256.53,0
"IA9770024",NA,NA,NA,2,1115869.96,167000
"IA9774033",NA,NA,NA,3,11266000,1785000
"IA9778054",NA,NA,NA,7,64641779.62,0
"IA9825097",NA,NA,NA,1,492480,0
"IA9905003",NA,NA,NA,1,7093000,0
"IA9909031",NA,NA,NA,2,826000,0
"ID1050010",NA,NA,NA,2,441398,211344
"ID1050011",NA,NA,NA,2,948634,332234
"ID1050024",NA,NA,NA,1,1100000,0
"ID1050026",NA,NA,NA,1,499795,250000
"ID1090038",NA,NA,NA,1,45000,45000
"ID1090086",NA,NA,NA,1,114706,114706
"ID1090092",NA,NA,NA,4,2316734.38,804810.38
"ID1090118",NA,NA,NA,2,611898.01,0
"ID1090151",NA,NA,NA,1,3848201,1428201
