"pwsid","total_pop_pct_change_2011_2021","laborforce_unemployed_pct_change_2011_2021","mhi_pct_change_2011_2021","hh_inc_lowest_quintile_pct_change_2011_2021","hh_total_pct_change_2011_2021","hh_below_pov_pct_change_2011_2021","poc_alone_per_pct_change_2011_2021","pop_in_pov_per_pct_change_2011_2021","income_change_flag","population_change_flag","total_pop_pct_change_2011_2021_cap","mhi_pct_change_2011_2021_cap"
"CT1420041",-6.15,-60,-18.53,-49.04,-1.43,450,40,450,"Decrease in income the last 10 years","Decrease in people the last 10 years",-6.15,-18.53
"CT1420081",2.61,-66.67,NA,NA,2.44,100,80,100,NA,"Increase in people the last 10 years",2.61,NA
"CT1423011",-2.57,-76.39,6.7,-24.71,0.77,151.61,133.33,60,"Increase in income the last 10 years","Decrease in people the last 10 years",-2.57,6.7
"CT1429171",-5.62,-60,-18.53,-49.04,0,900,40,400,"Decrease in income the last 10 years","Decrease in people the last 10 years",-5.62,-18.53
"CT1429191",2.39,-50,24.65,16.35,2.88,150,80,100,"Increase in income the last 10 years","Increase in people the last 10 years",2.39,24.65
"CT1429201",0,NA,NA,NA,0,NA,80,100,NA,NA,0,NA
"CT1430011",-2.53,-28.68,12.05,9.26,-7.59,-10.03,44.44,16.67,"Increase in income the last 10 years","Decrease in people the last 10 years",-2.53,12.05
"CT1440021",3.64,0,-3.41,13.94,-2.5,100,200,900,"Decrease in income the last 10 years","Increase in people the last 10 years",3.64,-3.41
"CT1462011",4.97,16.67,0.47,-29.86,5.41,166.67,30.77,175,"Increase in income the last 10 years","Increase in people the last 10 years",4.97,0.47
"CT1463011",3.99,11.76,4.38,4,4.91,50,75,33.33,"Increase in income the last 10 years","Increase in people the last 10 years",3.99,4.38
"CT1470011",-1.72,-57.14,-6.56,-14.17,4.44,100,57.14,250,"Decrease in income the last 10 years","Decrease in people the last 10 years",-1.72,-6.56
"CT1479021",-1.89,-33.33,-6.56,-14.17,5,0,57.14,250,"Decrease in income the last 10 years","Decrease in people the last 10 years",-1.89,-6.56
"CT1480011",-0.3,-41.88,0.32,-5.28,5.54,30.64,77.78,16.67,"Increase in income the last 10 years","Decrease in people the last 10 years",-0.3,0.32
"CT1490021",-8.16,-50,14.6,-17.9,-5.26,0,800,-25,"Increase in income the last 10 years","Decrease in people the last 10 years",-8.16,14.6
"CT1500011",1.03,-50,31.82,0.19,0,50,85.71,66.67,"Increase in income the last 10 years","Increase in people the last 10 years",1.03,31.82
"CT1500021",0.6,-50,31.82,0.19,-2.94,66.67,85.71,66.67,"Increase in income the last 10 years","Increase in people the last 10 years",0.6,31.82
"CT1500031",5.56,NA,31.82,0.19,0,NA,85.71,66.67,"Increase in income the last 10 years","Increase in people the last 10 years",5.56,31.82
"CT1500051",0.77,-66.67,31.82,0.19,-1.89,100,85.71,66.67,"Increase in income the last 10 years","Increase in people the last 10 years",0.77,31.82
"CT1500091",1.03,-50,31.82,0.19,0,50,85.71,66.67,"Increase in income the last 10 years","Increase in people the last 10 years",1.03,31.82
"CT1500321",0,NA,NA,NA,0,NA,85.71,66.67,NA,NA,0,NA
"CT1500341",0,-100,NA,NA,-5.26,0,85.71,66.67,NA,NA,0,NA
"CT1501111",0,-100,31.82,0.19,0,0,85.71,66.67,"Increase in income the last 10 years",NA,0,31.82
"CT1510011",3.43,-27.29,-1.27,-4.06,6,6.62,2.44,5,"Decrease in income the last 10 years","Increase in people the last 10 years",3.43,-1.27
"CT1520061",-1.56,-66.67,33.3,51.36,4.35,-100,0,-85.71,"Increase in income the last 10 years","Decrease in people the last 10 years",-1.56,33.3
"CT1520071",0.74,-9.4,11.16,9.95,2.23,23.61,36.36,40,"Increase in income the last 10 years","Increase in people the last 10 years",0.74,11.16
"CT1530011",0.91,27.75,-21.58,-12.4,-0.52,2.67,180,100,"Decrease in income the last 10 years","Increase in people the last 10 years",0.91,-21.58
"CT1530021",-1.88,-27.49,-16.08,-13.74,2.95,7.01,25,40,"Decrease in income the last 10 years","Decrease in people the last 10 years",-1.88,-16.08
"CT1539031",-2.71,33.33,-11.55,-5.26,0.6,20,100,0,"Decrease in income the last 10 years","Decrease in people the last 10 years",-2.71,-11.55
"CT1548011",32,-100,NA,NA,60,NA,180,-25,NA,"Increase in people the last 10 years",32,NA
"CT1570011",5.37,-50,-22.72,-20.39,12.99,50,100,0,"Decrease in income the last 10 years","Increase in people the last 10 years",5.37,-22.72
"CT1600031",-8,-100,NA,NA,11.11,0,180,-12.5,NA,"Decrease in people the last 10 years",-8,NA
"CT1600041",-8.51,-50,NA,NA,11.11,0,180,-12.5,NA,"Decrease in people the last 10 years",-8.51,NA
"CT1600051",-8.33,NA,NA,NA,0,0,180,-12.5,NA,"Decrease in people the last 10 years",-8.33,NA
"CT1600061",-7.41,-50,-2.62,13.61,9.52,0,180,-12.5,"Decrease in income the last 10 years","Decrease in people the last 10 years",-7.41,-2.62
"CT1600071",-7.14,0,NA,NA,12.5,0,180,-12.5,NA,"Decrease in people the last 10 years",-7.14,NA
"CT1600101",0,NA,NA,NA,0,NA,180,-12.5,NA,NA,0,NA
"CT1606111",-7.41,-100,NA,NA,10,0,180,-12.5,NA,"Decrease in people the last 10 years",-7.41,NA
"CT1606211",-5.88,-100,NA,NA,0,0,180,-12.5,NA,"Decrease in people the last 10 years",-5.88,NA
"CT1609111",-7.43,-60,-1.97,-3.44,7.02,0,180,-18.75,"Decrease in income the last 10 years","Decrease in people the last 10 years",-7.43,-1.97
"CT1609141",-7.41,-100,NA,NA,10,0,180,-12.5,NA,"Decrease in people the last 10 years",-7.41,NA
"CT1620011",-6.82,-39.39,-7.39,-16.36,5.16,88.24,33.33,85.71,"Decrease in income the last 10 years","Decrease in people the last 10 years",-6.82,-7.39
"CT1630011",-0.17,-47.27,-15.41,-18.85,0.94,30.37,20,18.18,"Decrease in income the last 10 years","Decrease in people the last 10 years",-0.17,-15.41
"CT1630021",20,-33.33,NA,NA,16.67,25,28.57,40,NA,"Increase in people the last 10 years",20,NA
"CT1631031",35,0,-22.45,-26.08,22.22,100,28.57,46.67,"Decrease in income the last 10 years","Increase in people the last 10 years",35,-22.45
"CT1660011",5.56,0,29.65,27.19,7.14,-100,25,-75,"Increase in income the last 10 years","Increase in people the last 10 years",5.56,29.65
"CT1661423",2.18,-16.67,19.19,18.4,5.11,-16.67,62.5,-25,"Increase in income the last 10 years","Increase in people the last 10 years",2.18,19.19
"CT1662051",-2.53,-42.86,1.76,-8.87,1.75,50,150,300,"Increase in income the last 10 years","Decrease in people the last 10 years",-2.53,1.76
"CT1666011",7.36,66.67,NA,NA,9.52,-100,25,-75,NA,"Increase in people the last 10 years",7.36,NA
"CT1668011",-4.26,-50,1.76,-8.87,3.03,100,233.33,400,"Increase in income the last 10 years","Decrease in people the last 10 years",-4.26,1.76
"CT1669011",14.29,0,23.68,24.06,17.65,33.33,4.35,63.64,"Increase in income the last 10 years","Increase in people the last 10 years",14.29,23.68
"CT1680011",2.88,-29.69,-10.34,-0.65,6.43,61.54,60,50,"Decrease in income the last 10 years","Increase in people the last 10 years",2.88,-10.34
"CT1680021",4.92,0,-14.11,-5.46,6.9,100,60,50,"Decrease in income the last 10 years","Increase in people the last 10 years",4.92,-14.11
"CT1680031",3.87,-25,-14.11,-5.46,6.43,71.43,60,50,"Decrease in income the last 10 years","Increase in people the last 10 years",3.87,-14.11
"CT1680041",-5.88,-66.67,NA,NA,7.41,0,200,-40,NA,"Decrease in people the last 10 years",-5.88,NA
"CT1680051",3.03,0,-14.11,-5.46,6.25,0,60,50,"Decrease in income the last 10 years","Increase in people the last 10 years",3.03,-14.11
"CT1680061",3.39,-50,-14.11,-5.46,7.14,100,60,50,"Decrease in income the last 10 years","Increase in people the last 10 years",3.39,-14.11
"CT1680071",3.39,-50,NA,NA,7.14,100,60,50,NA,"Increase in people the last 10 years",3.39,NA
"CT1686091",4.55,0,-14.11,-5.46,6.45,100,60,50,"Decrease in income the last 10 years","Increase in people the last 10 years",4.55,-14.11
"CT1690021",-1.9,-60,-3.84,16.72,2.44,0,66.67,40,"Decrease in income the last 10 years","Decrease in people the last 10 years",-1.9,-3.84
"CT1690031",0,-100,-3.84,16.72,0,0,66.67,40,"Decrease in income the last 10 years",NA,0,-3.84
"CT1691171",7.14,0,-3.84,16.72,18.18,-100,266.67,-40,"Decrease in income the last 10 years","Increase in people the last 10 years",7.14,-3.84
"CT1698011",-1.75,-66.67,NA,NA,4.55,0,66.67,40,NA,"Decrease in people the last 10 years",-1.75,NA
"CT1698041",-3.23,-50,-3.84,16.72,0,0,66.67,40,"Decrease in income the last 10 years","Decrease in people the last 10 years",-3.23,-3.84
"CT1698051",-1.59,-66.67,-3.84,16.72,0,0,66.67,40,"Decrease in income the last 10 years","Decrease in people the last 10 years",-1.59,-3.84
"CT1699011",11.76,0,-1.35,45.42,14.29,NA,333.33,-80,"Decrease in income the last 10 years","Increase in people the last 10 years",11.76,-1.35
"CT1699081",0,-100,NA,NA,0,NA,66.67,40,NA,NA,0,NA
"RI1000009",0,-100,7.97,7.12,0,NA,71.43,66.67,"Increase in income the last 10 years",NA,0,7.97
"RI1000015",10.29,45,17.5,34.45,11.35,23.81,-40,0,"Increase in income the last 10 years","Increase in people the last 10 years",10.29,17.5
"RI1000016",-13.48,-50,4.21,-22.3,3.41,66.67,-50,0,"Increase in income the last 10 years","Decrease in people the last 10 years",-13.48,4.21
"RI1000035",7.63,-20,-6.02,-9.47,16,100,-20,42.86,"Decrease in income the last 10 years","Increase in people the last 10 years",7.63,-6.02
"RI1000040",5.18,-65.52,7.7,-2.15,6.72,11.11,75,-25,"Increase in income the last 10 years","Increase in people the last 10 years",5.18,7.7
"RI1000045",-0.93,75,19.24,22.23,-16.13,33.33,-60,100,"Increase in income the last 10 years","Decrease in people the last 10 years",-0.93,19.24
"RI1000098",0.99,0,11.83,5.8,-11.9,100,-25,66.67,"Increase in income the last 10 years","Increase in people the last 10 years",0.99,11.83
"RI1559511",2.92,-54.02,6.68,4.1,7.56,16.75,83.33,-11.11,"Increase in income the last 10 years","Increase in people the last 10 years",2.92,6.68
"RI1559512",1.63,-5.21,2.43,3.33,12.1,8.44,12.5,-12.5,"Increase in income the last 10 years","Increase in people the last 10 years",1.63,2.43
"RI1559513",-4.87,50,-0.11,-12.17,4.44,0,-50,83.33,"Decrease in income the last 10 years","Decrease in people the last 10 years",-4.87,-0.11
"RI1559517",4.54,-35.49,6.51,18.71,8.34,27.2,60,0,"Increase in income the last 10 years","Increase in people the last 10 years",4.54,6.51
"RI1559518",3.69,19.71,3.32,6.79,1.89,-11.34,100,-14.29,"Increase in income the last 10 years","Increase in people the last 10 years",3.69,3.32
"RI1583825",-2.5,-25,29.09,73.67,0,-50,166.67,-71.43,"Increase in income the last 10 years","Decrease in people the last 10 years",-2.5,29.09
"RI1592010",2.01,44.45,8.61,-5.54,0.69,12.57,46.15,33.33,"Increase in income the last 10 years","Increase in people the last 10 years",2.01,8.61
"RI1592012",-8.33,NA,NA,NA,0,-100,18.18,20,NA,"Decrease in people the last 10 years",-8.33,NA
"RI1592018",12.22,-27.98,20.39,17.82,13.88,-10.28,-33.33,0,"Increase in income the last 10 years","Increase in people the last 10 years",12.22,20.39
"RI1592020",-0.87,-52.12,25.63,7.56,0.79,11.54,40,-25,"Increase in income the last 10 years","Decrease in people the last 10 years",-0.87,25.63
"RI1592021",7.23,-19.28,-18.5,-21.79,3.2,-16.12,41.94,-20,"Decrease in income the last 10 years","Increase in people the last 10 years",7.23,-18.5
"RI1592022",3.8,-47.68,11.95,11.57,4.34,-17.86,60,-28.57,"Increase in income the last 10 years","Increase in people the last 10 years",3.8,11.95
"RI1592023",-40,100,-2.62,-49.69,-34.32,108.33,-81.82,150,"Decrease in income the last 10 years","Decrease in people the last 10 years",-40,-2.62
"RI1592024",5.03,-37.48,16.71,18.06,6.69,-7.25,8.57,-20,"Increase in income the last 10 years","Increase in people the last 10 years",5.03,16.71
"RI1615610",-0.33,-29.91,12.02,8.06,-1.51,10.14,28.57,10,"Increase in income the last 10 years","Decrease in people the last 10 years",-0.33,12.02
"RI1615614",7.41,47.06,-0.62,-3.84,15.84,169.23,-75,125,"Decrease in income the last 10 years","Increase in people the last 10 years",7.41,-0.62
"RI1615616",3.24,-41.44,26.84,4.72,4.59,135.48,100,60,"Increase in income the last 10 years","Increase in people the last 10 years",3.24,26.84
"RI1615619",-3.02,-29.46,23.37,22.54,-5.03,-24.69,33.33,0,"Increase in income the last 10 years","Decrease in people the last 10 years",-3.02,23.37
"RI1615623",0,49.61,15.15,41.88,-1.95,-25.64,100,-42.86,"Increase in income the last 10 years",NA,0,15.15
"RI1615624",2.47,23.15,14.5,5.49,1.05,13.41,57.14,0,"Increase in income the last 10 years","Increase in people the last 10 years",2.47,14.5
"RI1615626",4.11,-60.87,17.3,61.43,1.64,-50,NA,-50,"Increase in income the last 10 years","Increase in people the last 10 years",4.11,17.3
"RI1615627",-1.61,-42.13,11.25,13.27,0.2,-12.09,57.14,-12.5,"Increase in income the last 10 years","Decrease in people the last 10 years",-1.61,11.25
"RI1647511",-2.39,13.33,15.48,32.21,6.88,11.11,-33.33,-33.33,"Increase in income the last 10 years","Decrease in people the last 10 years",-2.39,15.48
"RI1647512",-1.86,0,15.48,32.21,6.45,33.33,-33.33,-33.33,"Increase in income the last 10 years","Decrease in people the last 10 years",-1.86,15.48
"RI1647515",0.8,-39.46,10.46,12.16,0.08,1.53,75,0,"Increase in income the last 10 years","Increase in people the last 10 years",0.8,10.46
"RI1647516",18.99,-40,18.77,-27.62,7.41,-100,-33.33,-20,"Increase in income the last 10 years","Increase in people the last 10 years",18.99,18.77
"RI1647529",1.79,0,10.18,8.74,9.52,0,33.33,-28.57,"Increase in income the last 10 years","Increase in people the last 10 years",1.79,10.18
"RI1647530",9.92,-35.52,13.11,0.51,3.02,30.69,83.33,25,"Increase in income the last 10 years","Increase in people the last 10 years",9.92,13.11
"RI1858410",-3.95,-47.77,-7.17,9.18,4.64,17.02,50,-25,"Decrease in income the last 10 years","Decrease in people the last 10 years",-3.95,-7.17
"RI1858411",-2.38,-49.3,29.52,31.71,0.32,7.37,60,-25,"Increase in income the last 10 years","Decrease in people the last 10 years",-2.38,29.52
"RI1858419",2.08,76.74,23.84,-11.64,1.36,-20.17,-37.5,-50,"Increase in income the last 10 years","Increase in people the last 10 years",2.08,23.84
"RI1858421",-2.1,-6.02,0.44,-7.53,-7.98,23.88,-8.33,40,"Increase in income the last 10 years","Decrease in people the last 10 years",-2.1,0.44
"RI1858422",5.18,-19.5,138.63,215.59,-28.49,-82.76,-15,-64.52,"Increase in income the last 10 years","Increase in people the last 10 years",5.18,138.63
"RI1858423",6.37,34.95,1.72,6.45,0.55,4.09,100,16.67,"Increase in income the last 10 years","Increase in people the last 10 years",6.37,1.72
"RI1858428",-9.63,-78.01,-15.68,-61.52,-7.91,25.29,100,29.63,"Decrease in income the last 10 years","Decrease in people the last 10 years",-9.63,-15.68
"RI1858429",-5.84,-59.16,-13.17,-38.62,-11.13,22.66,66.67,21.05,"Decrease in income the last 10 years","Decrease in people the last 10 years",-5.84,-13.17
"RI1858430",5.64,22.22,-31.44,-16.66,4.07,-75,400,12.5,"Decrease in income the last 10 years","Increase in people the last 10 years",5.64,-31.44
"RI1858435",-12.5,NA,7.97,7.12,-33.33,NA,71.43,66.67,"Increase in income the last 10 years","Decrease in people the last 10 years",-12.5,7.97
"RI1900020",0,-50,1.09,45.32,0,0,100,0,"Increase in income the last 10 years",NA,0,1.09
"RI1900034",-2.14,-28.57,29.09,73.67,0,-66.67,166.67,-71.43,"Increase in income the last 10 years","Decrease in people the last 10 years",-2.14,29.09
"RI1900042",-3.05,-62.75,36.72,7.07,-3.75,52.63,0,16.67,"Increase in income the last 10 years","Decrease in people the last 10 years",-3.05,36.72
"RI1900046",4.55,0,-2.87,-37.67,25,NA,-18.52,-16.67,"Decrease in income the last 10 years","Increase in people the last 10 years",4.55,-2.87
"RI1900051",2.38,-33.33,18.49,2.16,5.26,66.67,50,-30,"Increase in income the last 10 years","Increase in people the last 10 years",2.38,18.49
"RI1900053",7.14,NA,11.82,-16.52,0,NA,60,166.67,"Increase in income the last 10 years","Increase in people the last 10 years",7.14,11.82
"RI2000053",4.58,-66.67,-2.07,-4.47,6.25,-40,-50,-37.5,"Decrease in income the last 10 years","Increase in people the last 10 years",4.58,-2.07
"RI2000059",0,-21.43,14.05,30.42,-3.85,-14.29,50,66.67,"Increase in income the last 10 years",NA,0,14.05
"RI2000083",-11.54,-75,-5.78,9.22,1.14,500,300,100,"Decrease in income the last 10 years","Decrease in people the last 10 years",-11.54,-5.78
"RI2000165",5.26,-100,6.8,-1.49,7.69,NA,50,-50,"Increase in income the last 10 years","Increase in people the last 10 years",5.26,6.8
"RI2051311",-46.27,0,NA,NA,-51.85,-100,100,-33.33,NA,"Decrease in people the last 10 years",-46.27,NA
"RI2519424",0,0,NA,NA,0,NA,50,66.67,NA,NA,0,NA
"RI2585312",4,0,-21.97,-14.37,0,NA,20,50,"Decrease in income the last 10 years","Increase in people the last 10 years",4,-21.97
"RI2585313",-16.67,0,26.54,63.9,-28.57,NA,175,-83.33,"Increase in income the last 10 years","Decrease in people the last 10 years",-16.67,26.54
"RI2674924",-1.89,0,15.48,32.21,4.88,50,-33.33,-33.33,"Increase in income the last 10 years","Decrease in people the last 10 years",-1.89,15.48
"RI2674925",-1.92,0,15.48,32.21,5,0,-33.33,-33.33,"Increase in income the last 10 years","Decrease in people the last 10 years",-1.92,15.48
"RI2674928",-2.35,0,15.48,32.21,9.38,0,-33.33,-33.33,"Increase in income the last 10 years","Decrease in people the last 10 years",-2.35,15.48
"RI2753326",-13.91,-50,NA,NA,4.55,66.67,-50,0,NA,"Decrease in people the last 10 years",-13.91,NA
"RI2942525",4.72,-80,6.8,-1.49,8.89,-50,50,-50,"Increase in income the last 10 years","Increase in people the last 10 years",4.72,6.8
"RI2943224",0.95,-25,14.05,30.42,-2.56,0,50,66.67,"Increase in income the last 10 years","Increase in people the last 10 years",0.95,14.05
"RI2973130",-2.59,-23.53,29.09,73.67,0,-75,166.67,-71.43,"Increase in income the last 10 years","Decrease in people the last 10 years",-2.59,29.09
"RI2980001",-46.51,0,NA,NA,-52.94,-100,100,-33.33,NA,"Decrease in people the last 10 years",-46.51,NA
"RI2980003",-66.67,NA,NA,NA,0,NA,100,-33.33,NA,"Decrease in people the last 10 years",-66.67,NA
"RI2980017",7.97,-9.09,-6.02,-9.47,14.41,85.71,-20,42.86,"Decrease in income the last 10 years","Increase in people the last 10 years",7.97,-6.02
"RI2980146",0,-33.33,14.05,30.42,-4,0,50,66.67,"Increase in income the last 10 years",NA,0,14.05
"RI2980323",5.58,-61.54,21.04,106.03,12.79,-33.33,0,-50,"Increase in income the last 10 years","Increase in people the last 10 years",5.58,21.04
"RI2980414",4.85,-50,-2.07,-4.47,6.06,-54.55,-50,-37.5,"Decrease in income the last 10 years","Increase in people the last 10 years",4.85,-2.07
"RI2980423",8.33,100,11.82,-16.52,0,200,60,166.67,"Increase in income the last 10 years","Increase in people the last 10 years",8.33,11.82
"RI2980426",5.24,66.67,-21.97,-14.37,1.37,0,20,50,"Decrease in income the last 10 years","Increase in people the last 10 years",5.24,-21.97
"RI2980447",7.59,50,11.82,-16.52,0,300,60,166.67,"Increase in income the last 10 years","Increase in people the last 10 years",7.59,11.82
"RI2980452",7.71,0,19.32,43.48,10.24,-38.46,18.18,-37.5,"Increase in income the last 10 years","Increase in people the last 10 years",7.71,19.32
"RI2980453",-3.23,-23.56,17.04,-44.03,5.74,66.38,25,27.27,"Increase in income the last 10 years","Decrease in people the last 10 years",-3.23,17.04
"RI2980473",NA,NA,NA,NA,NA,NA,NA,NA,"Not Enough Data - Operating < 10 years","Not Enough Data - Operating < 10 years",NA,NA
"RI2980475",NA,NA,NA,NA,NA,NA,NA,NA,"Not Enough Data - Operating < 10 years","Not Enough Data - Operating < 10 years",NA,NA
"RI2980476",NA,NA,NA,NA,NA,NA,NA,NA,"Not Enough Data - Operating < 10 years","Not Enough Data - Operating < 10 years",NA,NA
"RI2980487",NA,NA,NA,NA,NA,NA,NA,NA,"Not Enough Data - Operating < 10 years","Not Enough Data - Operating < 10 years",NA,NA
"VT0000196",9.09,NA,6.67,14.17,0,NA,300,-28.57,"Increase in income the last 10 years","Increase in people the last 10 years",9.09,6.67
"VT0005001",-2.08,-40.68,4.96,-1.9,-0.6,6.32,100,0,"Increase in income the last 10 years","Decrease in people the last 10 years",-2.08,4.96
"VT0005002",-2.76,-43.84,26.64,21.89,3.05,-36.36,33.33,0,"Increase in income the last 10 years","Decrease in people the last 10 years",-2.76,26.64
"VT0005003",-0.93,-50,10.28,42.93,-3.38,-70.97,150,-73.68,"Increase in income the last 10 years","Decrease in people the last 10 years",-0.93,10.28
"VT0005004",7.09,-4,15.17,35.81,-1.65,-62.41,142.86,-60,"Increase in income the last 10 years","Increase in people the last 10 years",7.09,15.17
"VT0005005",-0.85,-37.5,11.74,-7.75,-3.33,0,100,-16.67,"Increase in income the last 10 years","Decrease in people the last 10 years",-0.85,11.74
"VT0005006",-0.76,-25,11.74,-7.75,-2,0,100,-16.67,"Increase in income the last 10 years","Decrease in people the last 10 years",-0.76,11.74
"VT0005007",-2.11,-40,11.53,-7.16,-3.64,0,100,-16.67,"Increase in income the last 10 years","Decrease in people the last 10 years",-2.11,11.53
"VT0005010",-0.15,-75,7.45,-17.65,23.6,33.33,-20,-37.5,"Increase in income the last 10 years","Decrease in people the last 10 years",-0.15,7.45
"VT0005012",-6.1,-66.67,-1.8,-4.35,-3.03,0,75,0,"Decrease in income the last 10 years","Decrease in people the last 10 years",-6.1,-1.8
"VT0005013",22.2,-10,15.03,24.63,-0.5,-32.26,166.67,0,"Increase in income the last 10 years","Increase in people the last 10 years",22.2,15.03
"VT0005016",-3.71,-41.8,13.04,18.85,-4.63,-22.17,20,-22.22,"Increase in income the last 10 years","Decrease in people the last 10 years",-3.71,13.04
"VT0005017",-4.86,-63.75,8.22,15.76,-8.72,17.95,80,-21.43,"Increase in income the last 10 years","Decrease in people the last 10 years",-4.86,8.22
"VT0005018",-6.6,-60,-5.84,-4.8,-2.94,40,66.67,-11.76,"Decrease in income the last 10 years","Decrease in people the last 10 years",-6.6,-5.84
"VT0005020",-4.75,-55.56,-7.72,-13.5,-11.92,142.86,100,100,"Decrease in income the last 10 years","Decrease in people the last 10 years",-4.75,-7.72
"VT0005021",-4.35,-60,-7.72,-13.5,-11.11,100,100,100,"Decrease in income the last 10 years","Decrease in people the last 10 years",-4.35,-7.72
"VT0005022",-1.5,-70.18,37.1,-15.28,-8.28,94.9,150,66.67,"Increase in income the last 10 years","Decrease in people the last 10 years",-1.5,37.1
"VT0005024",18.64,-100,22.31,-8.25,3.57,-33.33,300,-42.86,"Increase in income the last 10 years","Increase in people the last 10 years",18.64,22.31
"VT0005026",-7.08,20,-9.32,-21.99,-13.33,-40,100,28.57,"Decrease in income the last 10 years","Decrease in people the last 10 years",-7.08,-9.32
"VT0005027",-5.88,50,-9.32,-21.99,-10,0,100,28.57,"Decrease in income the last 10 years","Decrease in people the last 10 years",-5.88,-9.32
"VT0005028",-7.29,-16.67,5.47,19.43,-9.76,-30,200,-20,"Increase in income the last 10 years","Decrease in people the last 10 years",-7.29,5.47
"VT0005029",-9.09,-75,2.95,-1.97,-7.02,25,133.33,0,"Increase in income the last 10 years","Decrease in people the last 10 years",-9.09,2.95
"VT0005031",-7.5,-100,NA,NA,-6.67,0,133.33,0,NA,"Decrease in people the last 10 years",-7.5,NA
"VT0005033",2.22,-75,-0.18,-15.78,-5.41,25,50,85.71,"Decrease in income the last 10 years","Increase in people the last 10 years",2.22,-0.18
"VT0005037",-5.75,-100,1.95,-30.31,-4.29,-47.62,0,-36.36,"Increase in income the last 10 years","Decrease in people the last 10 years",-5.75,1.95
"VT0005038",-3.35,-16.67,14.04,9.93,13.51,-80,250,-64.71,"Increase in income the last 10 years","Decrease in people the last 10 years",-3.35,14.04
"VT0005039",-3.19,-3.7,14.04,9.93,13.62,-75,250,-64.71,"Increase in income the last 10 years","Decrease in people the last 10 years",-3.19,14.04
"VT0005040",-7.4,-72.35,8.83,6.97,-3.03,-30,0,-6.67,"Increase in income the last 10 years","Decrease in people the last 10 years",-7.4,8.83
"VT0005041",0.48,-60,-1.26,-15.12,6.06,37.5,-20,54.55,"Decrease in income the last 10 years","Increase in people the last 10 years",0.48,-1.26
"VT0005042",2.78,0,2.56,-12.39,0,0,150,57.14,"Increase in income the last 10 years","Increase in people the last 10 years",2.78,2.56
"VT0005043",0,100,2.56,-12.39,3.33,50,150,57.14,"Increase in income the last 10 years",NA,0,2.56
"VT0005045",-2.73,-49.43,3.23,8.44,-6.13,-21.34,75,5.56,"Increase in income the last 10 years","Decrease in people the last 10 years",-2.73,3.23
"VT0005046",-0.86,-53.85,-7.43,6.77,0.68,-10,75,42.86,"Decrease in income the last 10 years","Decrease in people the last 10 years",-0.86,-7.43
"VT0005048",7.02,-33.33,19.01,6.2,8.7,0,150,-31.25,"Increase in income the last 10 years","Increase in people the last 10 years",7.02,19.01
"VT0005049",7.55,0,19.01,6.2,9.52,0,150,-31.25,"Increase in income the last 10 years","Increase in people the last 10 years",7.55,19.01
"VT0005051",9.22,-50,-6.36,-5.73,7.41,0,66.67,25,"Decrease in income the last 10 years","Increase in people the last 10 years",9.22,-6.36
"VT0005052",9.46,-60,-6.36,-5.73,8.93,0,66.67,25,"Decrease in income the last 10 years","Increase in people the last 10 years",9.46,-6.36
"VT0005053",6.02,-45.58,20.39,6.46,2.47,-9.4,40,-4,"Increase in income the last 10 years","Increase in people the last 10 years",6.02,20.39
"VT0005056",4.76,-50,NA,NA,20.83,0,-33.33,50,NA,"Increase in people the last 10 years",4.76,NA
"VT0005057",-17.18,-72.73,24.45,17.76,20.81,-32.14,37.5,-27.27,"Increase in income the last 10 years","Decrease in people the last 10 years",-17.18,24.45
"VT0005058",63.74,0,3.07,-27.48,40.8,62.26,44.44,-20,"Increase in income the last 10 years","Increase in people the last 10 years",63.74,3.07
"VT0005059",-2.49,194.44,6.74,10.77,1.46,28.87,133.33,-14.29,"Increase in income the last 10 years","Decrease in people the last 10 years",-2.49,6.74
"VT0005060",0.73,-46.96,7.78,-6.43,20.11,-5.74,71.43,-10,"Increase in income the last 10 years","Increase in people the last 10 years",0.73,7.78
"VT0005065",12.51,-24.34,-2.24,-11.75,20.13,167.38,44.44,133.33,"Decrease in income the last 10 years","Increase in people the last 10 years",12.51,-2.24
"VT0005066",13.77,-40,-2.6,-10.37,22.06,200,114.29,166.67,"Decrease in income the last 10 years","Increase in people the last 10 years",13.77,-2.6
"VT0005070",5.49,-3.7,20.29,36.52,6.72,-14.63,0,80,"Increase in income the last 10 years","Increase in people the last 10 years",5.49,20.29
"VT0005076",-9.04,-40,3.25,6.08,-4.35,-20,50,-14.29,"Increase in income the last 10 years","Decrease in people the last 10 years",-9.04,3.25
"VT0005077",1.52,-84.38,-9.61,-6.5,12.12,-33.33,33.33,0,"Decrease in income the last 10 years","Increase in people the last 10 years",1.52,-9.61
"VT0005078",2.17,-100,-9.61,-6.5,11.76,-100,100,0,"Decrease in income the last 10 years","Increase in people the last 10 years",2.17,-9.61
"VT0005079",4.69,166.67,15.08,-2.01,4.86,-25.78,100,-42.86,"Increase in income the last 10 years","Increase in people the last 10 years",4.69,15.08
"VT0005083",19.09,675,NA,NA,16.87,0,350,-71.43,NA,"Increase in people the last 10 years",19.09,NA
"VT0005084",1.37,-53.85,21.69,22.46,12.76,-16.67,75,-40,"Increase in income the last 10 years","Increase in people the last 10 years",1.37,21.69
