"pwsid","pw_int_pop.rpl_themes"
"IA4063094",0.6119
"IA4070022",0.1692
"IA4103045",0.4009
"IA4109077",0.291
"IA4115092",0.4009
"IA4130075",0.4239
"IA4135093",0.2683
"IA4150014",0.291
"IA4155035",0.2683
"IA4170033",0.291
"IA4201001",0.5435
"IA4213013",0.1338
"IA4236005",0.6018
"IA4254061",0.2715
"IA4260097",0.3748
"IA4260602",0.5641
"IA4271062",0.2715
"IA4271901",0.2715
"IA4283067",0.1338
"IA4289094",0.5435
"IA4291038",0.2715
"IA4300600",0.5041
"IA4300601",0.5041
"IA4316087",0.4344
"IA4333089",0.4344
"IA4337092",0.2778
"IA4341017",0.344
"IA4344088",0.5041
"IA4347093",0.2778
"IA4349094",0.344
"IA4364044",0.4344
"IA4388034",0.344
"IA4425032",0.2368
"IA4453016",0.5461
"IA4453318",0.2368
"IA4453901",0.3368
"IA4458060",0.357
"IA4465093",0.3047
"IA4475001",0.2368
"IA4478023",0.2368
"IA4490091",0.3047
"IA4493028",0.3047
"IA4509024",0.6072
"IA4515087",0.1573
"IA4525017",0.6072
"IA4535081",0.343
"IA4552063",0.3432
"IA4558001",0.5525
"IA4609028",0.33
"IA4622095",0.4781
"IA4641064",0.4278
"IA4647090",0.24
"IA4652011",0.33
"IA4669080",0.24
"IA4675012",0.33
"IA4680018",0.24
"IA4703068",0.3924
"IA4709090",0.3924
"IA4715072",0.4321
"IA4721054",0.4321
"IA4728067",0.2227
"IA4800634",NA
"IA4802301",0.1581
"IA4840042",0.5082
"IA4843033",0.5082
"IA4848001",0.1581
"IA4852082",0.4309
"IA4858070",0.4306
"IA4868034",0.1581
"IA4868701",0.1581
"IA4875050",0.4268
"IA4884023",0.2769
"IA4903050",0.0365
"IA4907084",0.2049
"IA4910000",0.2792
"IA4945052",0.0365
"IA4950029",0.6278
"IA4953078",0.137
"IA4955001",0.2049
"IA4965057",0.137
"IA4975014",0.137
"IA4984086",0.2989
"IA5003091",0.1075
"IA5009056",0.3317
"IA5038017",0.3693
"IA5047008",0.1619
"IA5052087",0.1075
"IA5054096",0.0925
"IA5059064",0.5514
"IA5059601",0.1146
"IA5064055",0.3317
"IA5076005",0.1619
"IA5107089",0.4532
"IA5131033",0.7043
"IA5131705",NA
"IA5148079",0.4532
"IA5157091",0.222
"IA5159001",0.4532
"IA5200303",0.2167
"IA5200304",0.2167
"IA5200318",0.0426
"IA5200601",0.2548
"IA5200602",0.6946
"IA5200603",0.2526
"IA5200801",0.2167
"IA5200802",0.1958
"IA5200810",0.0225
"IA5200813",0.2167
"IA5200817",0.0278
"IA5200825",0.0278
"IA5200861",0.0225
"IA5200891",0.2167
"IA5208071",0.3882
"IA5208600",0.6078
"IA5221001",0.8469
"IA5225079",0.437
"IA5225101",0.4247
"IA5225301",NA
"IA5225302",0.0225
"IA5225303",0.0426
"IA5225304",0.7425
"IA5225308",0.0426
"IA5225309",0.0819
"IA5225315",0.8469
"IA5225316",0.2167
"IA5225321",0.3282
"IA5225325",0.2167
"IA5225326",0.437
"IA5225386",0.6946
"IA5225387",0.2167
"IA5225601",0.6946
"IA5225673",0.8469
"IA5240095",0.2548
"IA5252072",0.107
"IA5252302",0.0628
"IA5260017",0.2526
"IA5260601",0.2581
"IA5280302",0.0225
"IA5280303",0.0225
"IA5280306",0.0225
"IA5282062",0.2167
"IA5282301",0.2167
"IA5282302",0.0225
"IA5282303",0.0225
"IA5282305",0.2167
"IA5282308",0.2167
"IA5282310",0.2167
"IA5282311",0.2167
"IA5285301",0.0225
"IA5285302",0.0225
"IA5285303",0.0225
"IA5285305",0.0225
"IA5288021",0.2526
"IA5300600",0.8778
"IA5300947",0.0662
"IA5307048",0.4505
"IA5315005",0.1831
"IA5337046",0.0662
"IA5343098",0.3409
"IA5343301",0.3409
"IA5349001",0.0662
"IA5355094",0.5871
"IA5358096",0.1831
"IA5361020",0.1831
"IA5396039",0.1831
"IA5417026",0.4475
"IA5428031",0.2048
"IA5432042",0.2581
"IA5440028",0.2048
"IA5442029",0.364
"IA5470083",0.2581
"IA5475050",0.4475
"IA5478074",0.364
"IA5491093",0.364
"IA5493016",0.364
"IA5500822",0.2348
"IA5500838",0.4152
"IA5502015",0.5253
"IA5502319",0.5498
"IA5507085",0.4329
"IA5510060",0.4329
"IA5515042",0.4329
"IA5540049",0.3787
"IA5543069",0.3787
"IA5547094",0.4329
"IA5551006",0.2354
"IA5584009",0.3787
"IA5588026",0.2348
"IA5592098",0.2348
"IA5595020",0.0512
"IA5620046",0.1481
"IA5625062",0.4449
"IA5640019",0.5596
"IA5650003",0.1958
"IA5691012",0.0753
"IA5700600",NA
"IA5704012",0.1395
"IA5710001",0.1095
"IA5715093",0.3821
"IA5715301",0.0292
"IA5715702",0.0776
"IA5718006",0.0402
"IA5720010",0.1298
"IA5722053",0.0413
"IA5728018",0.1462
"IA5731032",0.1713
"IA5731301",0.1788
"IA5731302",0.1462
"IA5735045",0.6154
"IA5748086",0.2898
"IA5748300",0.1331
"IA5751035",0.2132
"IA5751301",0.1705
"IA5751601",0.4616
"IA5751602",0.1199
"IA5758021",0.3328
"IA5765101",0.0038
"IA5765303",0.0038
"IA5772054",0.0413
"IA5782087",0.0645
"IA5784302",0.0038
"IA5784303",0.0402
"IA5784307",0.0161
"IA5784309",0.4616
"IA5784311",0.0161
"IA5784313",0.0038
"IA5784314",0.0138
"IA5784321",0.2021
"IA5784326",0.0161
"IA5792059",0.0402
"IA5809063",0.6035
"IA5815064",0.6035
"IA5842000",0.5592
"IA5842102",0.5592
"IA5857011",0.507
"IA5868085",0.507
"IA5879063",0.507
"IA5879601",NA
"IA5903011",0.7495
"IA5939009",0.2731
"IA6000733",0.254
"IA6000755",0.254
"IA6000800",0.4193
"IA6003032",0.254
"IA6015047",0.254
"IA6028081",0.3136
"IA6040076",0.254
"IA6050059",0.254
"IA6055077",0.254
"IA6060006",0.3136
"IA6065092",0.44
"IA6115097",0.1223
"IA6167036",0.2038
"IA6171029",0.3253
"IA6264063",0.0276
"IA6273005",0.5179
"IA6273901",0.2854
"IA6300099",0.2668
"IA6300800",0.1331
"IA6309061",0.1362
"IA6338000",0.1362
"IA6342036",0.4228
"IA6342301",0.1398
"IA6342711",0.2852
"IA6368033",0.237
"IA6377046",0.4152
"IA6380047",0.4152
"IA6400628",0.1577
"IA6403011",0.0481
"IA6415046",0.3332
"IA6436087",0.1577
"IA6452062",0.1146
"IA6457070",0.1577
"IA6462087",0.0481
"IA6469042",0.7192
"IA6471063",0.1146
"IA6480081",0.1146
"IA6484093",0.3332
"IA6500600",NA
"IA6500823",0.0336
"IA6520019",0.3615
"IA6525090",0.4228
"IA6527038",0.3615
"IA6529043",0.3615
"IA6545020",0.3615
"IA6575052",0.0336
"IA6663001",0.4302
"IA6668001",0.5166
"IA6673016",0.1478
"IA6677089",0.5166
"IA6709017",0.3809
"IA6715083",0.2459
"IA6727028",0.2459
"IA6731006",0.0985
"IA6739095",0.5954
"IA6749061",0.0985
"IA6762043",0.0985
"IA6769018",0.3809
"IA6803010",0.3546
"IA6858000",0.1398
"IA6915015",0.0746
"IA6950075",0.5782
"IA6950701",0.2717
"IA6985051",0.2717
"IA7000600",0.7681
"IA7000601",0.2923
"IA7000617",0.2923
"IA7009071",0.2503
"IA7038301",NA
"IA7038800",0.2923
"IA7048001",0.5612
"IA7048301",0.2331
"IA7048320",0.4683
"IA7048332",0.2923
"IA7048392",0.4683
"IA7063096",0.2923
"IA7073010",0.6651
"IA7078026",0.2503
"IA7109065",0.2853
"IA7128036",0.5424
"IA7139032",0.2853
"IA7155059",0.5261
"IA7165025",0.5261
"IA7170040",0.6247
"IA7177007",0.2853
"IA7209069",0.2431
"IA7222034",0.2431
"IA7227701",0.2431
"IA7234069",0.2431
"IA7239086",0.2431
"IA7245047",0.714
"IA7324038",0.1379
"IA7329029",0.6097
"IA7335054",0.1379
"IA7349023",0.0807
"IA7380036",0.1379
"IA7383045",0.5942
"IA7383901",0.1379
"IA7428021",0.5265
"IA7428022",0.4391
"IA7445096",0.1523
"IA7450019",0.1649
"IA7465010",0.2736
"IA7470099",0.4298
"IA7509008",0.2042
"IA7514049",0.2042
"IA7521084",0.2042
"IA7528051",0.1146
"IA7537032",0.2085
"IA7540174",0.4587
"IA7548072",0.1146
"IA7561021",0.3985
"IA7568079",0.3985
"IA7589008",0.1146
"IA7603045",0.3899
"IA7607088",0.3827
"IA7609039",0.5228
"IA7614063",0.5228
"IA7622024",0.3899
"IA7628047",0.5228
"IA7633049",0.5127
"IA7639002",0.5127
"IA7642047",0.3899
"IA7700601",0.3976
"IA7700800",0.5355
"IA7700802",0.4402
"IA7700901",0.2291
"IA7707030",0.3136
"IA7709053",0.1489
"IA7709395",0.0961
"IA7709396",0.0023
"IA7709398",0.0071
"IA7709601",NA
"IA7709801",0.5355
"IA7717032",0.0604
"IA7720051",0.23
"IA7727031",0.5098
"IA7727603",0.5638
"IA7727605",0.3976
"IA7730012",0.0425
"IA7736011",0.2497
"IA7736301",0.4447
"IA7740011",0.223
"IA7751092",0.1707
"IA7767601",0.2949
"IA7770050",0.0592
"IA7774701",0.3926
"IA7778039",0.0527
"IA7780042",0.2627
"IA7780601",0.6346
"IA7785007",0.2476
"IA7803080",0.5707
"IA7809078",0.118
"IA7812601",0.7343
"IA7820080",0.5196
"IA7820701",0.5707
"IA7822086",0.0389
"IA7833025",0.6528
"IA7841014",0.118
"IA7849086",0.1299
"IA7853043",0.1299
"IA7856084",0.636
"IA7866031",0.0284
"IA7872062",0.5707
"IA7905088",0.2315
"IA7909047",0.3675
"IA7915017",0.5127
"IA7930008",0.4343
"IA7945018",0.5062
"IA7950097",0.5127
"IA7950300",0.2373
"IA8018040",0.3094
"IA8040015",0.5878
"IA8055014",0.5875
"IA8104076",0.2355
"IA8114000",0.2981
"IA8127048",0.2355
"IA8133009",0.3409
"IA8144087",0.3144
"IA8150015",0.2952
"IA8156028",0.2981
"IA8166061",0.3144
"IA8200601",NA
"IA8200855",0.1252
"IA8209301",0.0622
"IA8209308",0.4329
"IA8209309",0.0002
"IA8209359",0.0622
"IA8209398",0.0622
"IA8209600",0.1628
"IA8215301",0.4329
"IA8215303",0.0456
"IA8215304",0.2923
"IA8215305",0.4329
"IA8215306",0.7621
"IA8215308",0.0456
"IA8215372",0.0456
"IA8215384",0.4329
"IA8215396",0.4329
"IA8215399",0.4329
"IA8218050",0.305
"IA8218301",0.0456
"IA8222001",0.3915
"IA8222603",0.1252
"IA8225043",0.0824
"IA8227045",0.1065
"IA8230008",0.2091
"IA8230301",0.0622
"IA8230302",0.0622
"IA8245303",0.0622
"IA8245323",0.219
"IA8245357",0.0622
"IA8251096",0.1252
"IA8255060",0.0824
"IA8264059",0.0824
"IA8271301",0.0002
"IA8271302",0.0002
"IA8273061",0.0622
"IA8273062",0.0622
"IA8285058",0.4329
"IA8300184",0.5707
"IA8315018",0.1115
"IA8320098",0.2711
"IA8325013",0.1115
"IA8335029",0.343
"IA8340099",0.1115
"IA8355025",0.2711
"IA8365052",0.2711
"IA8369038",0.2711
"IA8400733",0.3985
"IA8403029",0.131
"IA8409037",0.2347
"IA8429002",0.131
"IA8434040",0.7743
"IA8439058",0.2347
"IA8444063",0.2705
"IA8447098",0.5205
"IA8455056",0.2347
"IA8458057",0.131
"IA8474097",0.188
"IA8482096",0.5205
"IA8482701",0.5205
"IA8486053",0.3506
"IA8503039",0.3253
"IA8503305",0.1622
"IA8503528",0.3616
"IA8509069",0.1009
"IA8515060",0.1468
"IA8520061",0.1468
"IA8531083",0.0562
"IA8538066",0.0877
"IA8538601",0.1009
"IA8548016",0.0531
"IA8552010",0.15
"IA8557058",0.1468
"IA8562044",0.424
"IA8570001",0.3433
"IA8580057",0.0531
"IA8584000",0.3433
"IA8590041",0.15
"IA8609019",0.3862
"IA8616052",0.3269
"IA8627095",0.3269
"IA8631003",0.3862
"IA8637079",0.2235
"IA8640089",0.2235
"IA8666002",0.3862
"IA8670013",0.9083
"IA8670701",0.9204
"IA8676027",0.7978
"IA8681030",0.2001
"IA8709096",0.3037
"IA8748075",0.639
"IA8758061",0.1164
"IA8816089",0.5581
"IA8909011",0.5483
"IA8914031",0.5483
"IA8920001",0.5512
"IA8930038",0.5512
"IA8938026",0.5483
"IA8954084",0.5512
"IA8973095",0.5483
"IA9003006",0.4669
"IA9027014",0.3442
"IA9049001",0.3892
"IA9053004",0.4669
"IA9083012",0.7185
"IA9083602",0.6857
"IA9113071",0.3913
"IA9128301",0.1432
"IA9133075",0.3858
"IA9133701",0.3885
"IA9138041",0.1153
"IA9147047",0.0885
"IA9155083",0.1153
"IA9159067",0.0885
"IA9164078",0.1401
"IA9164601",0.0658
"IA9176019",0.0885
"IA9203007",0.1771
"IA9209043",0.432
"IA9214085",0.1771
"IA9233012",0.255
"IA9233301",0.3228
"IA9233460",0.2428
"IA9233899",0.3282
"IA9260090",0.3228
"IA9260301",0.3228
"IA9260302",0.2169
"IA9271068",0.5968
"IA9276096",0.432
"IA9281006",0.432
"IA9303024",0.5742
"IA9334078",0.4812
"IA9348065",0.2613
"IA9352084",0.2613
"IA9368035",0.5742
"IA9400801",0.2649
"IA9405082",0.2175
"IA9408087",0.0972
"IA9417063",0.1371
"IA9420027",0.0972
"IA9425011",0.2307
"IA9427082",0.2175
"IA9433050",0.4866
"IA9433302",0.0972
"IA9433312",0.4425
"IA9433324",0.2175
"IA9433349",0.0972
"IA9433600",NA
"IA9433601",0.6976
"IA9433602",0.2649
"IA9433801",0.0972
"IA9436095",0.1371
"IA9442027",0.1371
"IA9453071",0.2307
"IA9461007",0.1371
"IA9464008",0.2307
"IA9486052",0.2175
"IA9506052",0.2592
"IA9525047",0.4873
"IA9525601",0.5071
"IA9545044",0.3724
"IA9549073",0.3724
"IA9575068",0.2592
"IA9585017",0.2592
"IA9615064",0.0924
"IA9620082",0.2708
"IA9630001",0.2691
"IA9630012",0.3109
"IA9630303",0.2708
"IA9630307",0.3876
"IA9641049",0.0924
"IA9644001",0.0822
"IA9677007",0.2708
"IA9680085",0.1766
"IA9686077",0.0924
"IA9700630",0.1543
"IA9704060",0.4603
"IA9709046",0.1543
"IA9721076",0.4603
"IA9725094",0.4603
"IA9729099",0.4603
"IA9738057",0.3122
"IA9743065",0.1543
"IA9753022",0.1543
"IA9758023",0.3122
"IA9766041",0.4603
"IA9770024",0.3122
"IA9774033",0.3507
"IA9778054",0.5773
"IA9780059",0.3122
"IA9783060",0.3007
"IA9820010",0.0733
"IA9825097",0.2477
"IA9830001",0.0733
"IA9835001",0.0733
"IA9840018",0.2477
"IA9845024",0.2477
"IA9855077",0.5891
"IA9905003",0.4316
"IA9909031",0.5799
"IA9921050",0.1656
"IA9926096",0.6763
"IA9937092",0.1211
"IA9958004",0.166
"IA9970037",0.1211
"IN5201001",0.5329
"IN5201002",0.3736
"IN5201003",0.8814
"IN5201004",0.4044
"IN5201006",NA
"IN5201009",0.5331
"IN5202003",0.2295
"IN5202006",0.3616
"IN5202007",0.0763
"IN5202008",0.3274
"IN5202009",0.3214
"IN5202010",0.2295
"IN5202018",0.7353
"IN5202020",0.4641
"IN5202024",0.3661
"IN5202030",0.0743
"IN5202034",0.0383
"IN5202037",0.4152
"IN5203002",0.4349
"IN5203003",0.1301
"IN5203004",0.727
"IN5203005",0.1301
"IN5203006",0.3508
"IN5203008",0.2304
"IN5204001",0.5565
"IN5204002",0.5565
"IN5204003",0.5565
"IN5204004",0.5098
"IN5204005",0.576
"IN5204006",0.553
"IN5205002",0.7079
"IN5205004",0.3136
"IN5206001",0.1926
"IN5206002",0.0089
"IN5206003",0.495
"IN5206004",0.0636
"IN5206005",0.0911
"IN5206008",0.1926
"IN5206014",0.1012
"IN5207001",0.2722
"IN5207002",0.5424
"IN5207004",0.2248
"IN5208001",0.1347
"IN5208002",0.9029
"IN5208003",0.3225
"IN5208004",0.3875
"IN5208012",0.0725
"IN5209001",0.6261
"IN5209003",0.2098
"IN5209004",0.6261
"IN5209005",0.0691
"IN5209008",0.0691
"IN5209010",0.6261
"IN5209012",0.7519
"IN5209014",0.3681
"IN5210002",0.3575
"IN5210003",0.3934
"IN5210005",0.4699
"IN5210006",0.3382
"IN5210009",0.2395
"IN5210010",0.4192
"IN5210015",0.1732
"IN5210016",0.355
"IN5210022",0.3186
"IN5211001",0.6072
"IN5211002",0.1278
"IN5211003",0.1632
"IN5211004",0.1563
"IN5211006",0.1455
"IN5211007",0.3101
"IN5211009",0.1632
"IN5212001",0.2465
"IN5212002",0.2465
"IN5212003",0.6134
"IN5212004",0.339
"IN5212005",0.5597
"IN5212007",0.5597
"IN5212010",NA
"IN5213001",0.5313
"IN5213002",0.5854
"IN5213003",0.5854
"IN5213004",0.5655
"IN5213006",0.5054
"IN5213007",0.5854
"IN5214001",0.3908
"IN5214002",0.4749
"IN5214003",0.6195
"IN5214004",0.3908
"IN5214005",0.6171
"IN5214007",0.6882
"IN5215001",0.4564
"IN5215002",0.525
"IN5215003",0.1558
"IN5215004",0.0345
"IN5215005",0.1713
"IN5215006",0.5863
"IN5215007",0.1788
"IN5215008",0.066
"IN5215009",0.0706
"IN5216002",0.2414
"IN5216003",0.1758
"IN5216004",0.2254
"IN5216005",0.3534
"IN5216008",0.2346
"IN5217001",0.4689
"IN5217002",0.1048
"IN5217003",0.7125
"IN5217004",0.3803
"IN5217006",0.1379
"IN5217007",0.4299
"IN5217008",0.4301
"IN5218001",0.3414
"IN5218003",NA
"IN5218004",0.2062
"IN5218005",0.0764
"IN5218006",0.3161
"IN5218008",0.4068
"IN5218011",NA
"IN5218012",0.5751
"IN5218014",0.429
"IN5218020",0.4884
"IN5218027",0.2062
"IN5218028",0.327
"IN5219001",0.148
"IN5219002",0.2107
"IN5219003",0.097
"IN5219004",0.2149
"IN5219006",0.0782
"IN5219007",0.692
"IN5219008",0.1031
"IN5219009",0.4119
"IN5219010",0.1948
"IN5219011",0.2823
"IN5219012",0.148
"IN5220001",0.8322
"IN5220003",0.7474
"IN5220007",0.3976
"IN5220008",0.7005
"IN5220009",0.6912
"IN5220012",0.4513
"IN5220014",0.5964
"IN5220015",0.506
"IN5220016",0.5469
"IN5220021",0.5499
"IN5220027",0.8322
"IN5220029",0.5127
"IN5220031",0.506
"IN5220032",0.2181
"IN5220035",NA
"IN5220037",0.3345
"IN5221001",0.6852
"IN5221002",0.2974
"IN5221003",0.237
"IN5221004",0.237
"IN5221007",0.306
"IN5222001",0.1137
"IN5222002",0.0484
"IN5222003",0.125
"IN5222004",0.0737
"IN5223001",0.4409
"IN5223002",0.5207
"IN5223003",0.4209
"IN5223004",0.5721
"IN5223005",0.4209
"IN5224001",0.5013
"IN5224002",0.4793
"IN5224004",0.7346
"IN5224006",0.3106
"IN5225001",0.5415
"IN5225003",0.4275
"IN5225004",0.4699
"IN5225006",0.7931
"IN5226001",0.3339
"IN5226002",0.4659
"IN5226003",0.1497
"IN5226004",0.2389
"IN5226005",0.5113
"IN5226006",0.4028
"IN5226007",0.2389
"IN5226008",0.6298
"IN5226009",0.1497
"IN5227003",NA
"IN5227005",0.4237
"IN5227006",0.5955
"IN5227010",0.3802
"IN5227014",0.7076
"IN5227020",0.2767
"IN5227022",0.4488
"IN5227023",0.3887
"IN5228001",0.6216
"IN5228003",0.6782
"IN5228004",0.6215
"IN5228005",0.7323
"IN5228006",0.5347
"IN5228007",0.5347
"IN5228009",0.6128
"IN5229001",0.4859
"IN5229002",0.4744
"IN5229003",0.0624
"IN5229004",0.1082
"IN5229005",0.197
"IN5229009",0.1969
"IN5229011",NA
"IN5229012",NA
"IN5229014",0.5299
"IN5229015",0.2417
"IN5229017",0.1153
"IN5229020",0.0814
"IN5229023",0.1153
"IN5229025",0.197
"IN5230001",0.065
"IN5230003",0.1998
"IN5230004",0.3343
"IN5230005",NA
"IN5230006",0.0639
"IN5230008",0.064
"IN5230010",0.065
"IN5230011",0.065
"IN5230012",0.1301
"IN5231001",0.4687
"IN5231003",0.1971
"IN5231004",0.4226
"IN5231005",0.286
"IN5231006",0.4117
"IN5231007",0.152
"IN5232002",0.1657
"IN5232004",0.2603
"IN5232007",0.0245
"IN5232012",0.185
"IN5232017",0.1003
"IN5232019",0.0098
"IN5232020",0.3218
"IN5232026",0.1003
"IN5232028",NA
"IN5233001",0.3341
"IN5233002",0.3341
"IN5233005",0.475
"IN5233006",0.2968
"IN5233008",0.3912
"IN5233009",0.2588
"IN5233011",0.5322
"IN5233013",0.2486
"IN5233016",0.2968
"IN5234001",0.2201
"IN5234002",0.1256
"IN5234003",0.162
"IN5234006",0.427
"IN5234007",0.5418
"IN5234008",0.2183
"IN5234009",0.1256
"IN5234010",0.1256
"IN5234011",0.1256
"IN5234014",0.162
"IN5235001",0.2545
"IN5235004",0.2545
"IN5235005",0.4814
"IN5235006",0.1744
"IN5235009",0.1344
"IN5235011",0.2713
"IN5235012",0.2713
"IN5235014",NA
"IN5236001",0.4414
"IN5236003",0.4362
"IN5236004",0.0811
"IN5236005",0.1581
"IN5236008",0.4469
"IN5236009",0.5963
"IN5236010",0.0284
"IN5237002",0.2759
"IN5237004",0.2418
"IN5237005",0.2848
"IN5237008",0.1573
"IN5237015",0.3242
"IN5237016",0.287
"IN5238001",0.6875
"IN5238006",0.2903
"IN5238007",0.7011
"IN5238008",0.5546
"IN5239001",0.3763
"IN5239003",0.5181
"IN5239004",0.5276
"IN5239005",0.6121
"IN5239006",0.5713
"IN5239007",0.4711
"IN5239010",0.4972
"IN5240002",0.5305
"IN5240004",0.4538
"IN5240005",0.5918
"IN5240006",0.7392
"IN5240007",0.6155
"IN5240008",0.5195
"IN5240009",0.1106
"IN5241001",0.1576
"IN5241002",0.4009
"IN5241005",0.3144
"IN5241007",0.1695
"IN5241009",0.2368
"IN5241010",NA
"IN5241014",0.1695
"IN5241015",0.3148
"IN5242001",0.4349
"IN5242003",0.2684
"IN5242004",0.64
"IN5242005",0.2644
"IN5242006",0.2644
"IN5242008",0.1115
"IN5242009",0.3698
"IN5242011",0.2644
"IN5242014",0.5497
"IN5242016",0.1115
"IN5242018",0.2528
"IN5243002",0.2267
"IN5243003",0.7521
"IN5243005",0.3704
"IN5243006",0.5513
"IN5243007",0.4753
"IN5243008",0.3765
"IN5243010",0.455
"IN5243011",0.4753
"IN5243012",NA
"IN5243013",0.3765
"IN5243014",0.4753
"IN5243015",0.3745
"IN5243016",NA
"IN5243017",0.6445
"IN5243018",0.4753
"IN5243019",NA
"IN5243021",0.3542
"IN5243024",0.5513
"IN5243025",0.3901
"IN5243028",0.4532
"IN5243030",0.4939
"IN5243031",NA
"IN5243032",0.5071
"IN5243033",0.7521
"IN5243040",0.1006
"IN5243043",0.1212
"IN5243052",0.2999
"IN5243053",NA
"IN5243058",0.3391
"IN5243063",0.4753
"IN5243064",0.4753
"IN5244001",0.6006
"IN5244002",0.4259
"IN5244003",0.8533
"IN5244005",NA
"IN5244006",0.4808
"IN5244008",0.5826
"IN5244010",0.4582
"IN5244011",0.6006
"IN5244013",NA
"IN5245001",0.2183
"IN5245002",0.4315
"IN5245005",0.2394
"IN5245008",0.2607
"IN5245009",0.179
"IN5245011",0.2316
"IN5245012",0.854
"IN5245014",NA
"IN5245015",0.5704
"IN5245017",0.1496
"IN5245019",0.3027
"IN5245020",0.7057
"IN5245021",0.3854
"IN5245028",0.0589
"IN5245029",0.2229
"IN5245031",0.1972
"IN5245032",0.8985
"IN5245034",NA
"IN5245041",0.2907
"IN5245042",0.0919
"IN5245043",0.1108
"IN5245046",0.0737
"IN5245047",0.1795
"IN5245048",0.8446
"IN5245050",0.352
"IN5245053",0.2394
"IN5245054",0.0919
"IN5245057",0.1111
"IN5245067",0.0589
"IN5246001",0.3181
"IN5246002",NA
"IN5246005",NA
"IN5246006",0.2131
"IN5246008",0.0231
"IN5246011",0.3102
"IN5246012",0.1642
"IN5246013",NA
"IN5246014",0.2719
"IN5246015",0.3898
"IN5246017",0.5565
"IN5246020",0.5228
"IN5246023",0.2235
"IN5246026",NA
"IN5246028",0.129
"IN5246029",0.3718
"IN5246031",0.3752
"IN5246032",0.3752
"IN5246033",0.2513
"IN5246038",0.0997
"IN5247001",0.6575
"IN5247002",0.3201
"IN5247003",0.6761
"IN5247004",0.3092
"IN5247005",0.1847
"IN5247007",0.358
"IN5248001",0.4481
"IN5248002",0.635
"IN5248004",0.6786
"IN5248006",0.1631
"IN5248007",0.4906
"IN5248008",0.2431
"IN5248010",0.4182
"IN5248012",0.1442
"IN5248013",0.2444
"IN5248017",0.5699
"IN5248019",0.4358
"IN5248021",0.3529
"IN5248026",0.1799
"IN5249004",0.4566
"IN5249005",0.4493
"IN5249008",0.4159
"IN5250001",0.398
"IN5250002",0.316
"IN5250003",0.4323
"IN5250004",0.4234
"IN5250005",0.4234
"IN5250006",0.2771
"IN5250007",0.3697
"IN5250010",0.7815
"IN5250012",0.3697
"IN5250014",0.2757
"IN5250015",0.0822
"IN5250016",0.2757
"IN5251002",NA
"IN5251003",0.4764
"IN5251004",0.517
"IN5251005",0.4944
"IN5251007",0.517
"IN5252003",0.3734
"IN5252006",0.1296
"IN5252007",0.3734
"IN5252008",0.6094
"IN5252009",0.6094
"IN5252010",0.6094
"IN5252011",0.6191
"IN5252013",NA
"IN5252016",0.5599
"IN5252017",0.6094
"IN5252019",0.2182
"IN5252022",0.6094
"IN5252024",0.0979
"IN5253001",0.3837
"IN5253002",0.4612
"IN5253003",0.2792
"IN5253004",0.1616
"IN5253007",0.2407
"IN5253008",0.2927
"IN5253009",0.1264
"IN5253015",0.1027
"IN5254003",0.1387
"IN5254005",0.7379
"IN5254006",0.387
"IN5254007",0.2701
"IN5254008",0.415
"IN5254009",0.2701
"IN5254012",0.1339
"IN5254013",0.4557
"IN5254014",0.2701
"IN5254019",NA
"IN5255002",0.422
"IN5255004",0.1037
"IN5255006",0.4027
"IN5255009",0.4648
"IN5255010",0.1764
"IN5255011",0.2787
"IN5255012",0.4816
"IN5255013",0.462
"IN5255017",0.185
"IN5255021",0.4211
"IN5255022",0.3089
"IN5255023",0.4205
"IN5256002",0.572
"IN5256003",0.572
"IN5256005",0.7899
"IN5256006",0.3233
"IN5256008",0.5015
"IN5256009",0.572
"IN5256011",NA
"IN5256014",0.3233
"IN5257001",0.5668
"IN5257002",0.2689
"IN5257004",0.5281
"IN5257006",0.8145
"IN5257008",0.6447
"IN5257010",0.7955
"IN5257011",NA
"IN5257016",NA
"IN5257018",0.5281
"IN5257022",NA
"IN5257023",0.2149
"IN5257024",0.5297
"IN5257026",0.5281
"IN5258001",0.6131
"IN5258002",0.566
"IN5259002",0.7652
"IN5259003",0.265
"IN5259004",0.8076
"IN5260001",0.6101
"IN5260002",0.5622
"IN5260003",0.6028
"IN5261001",0.5374
"IN5261002",0.3618
"IN5261003",0.5374
"IN5261004",0.4357
"IN5261005",0.3618
"IN5261006",0.7999
"IN5261007",0.3035
"IN5262001",0.2266
"IN5262002",0.6774
"IN5262003",0.2259
"IN5262004",0.6325
"IN5262005",0.2569
"IN5262006",0.3746
"IN5263001",0.1381
"IN5263002",0.3758
"IN5263003",0.348
"IN5263004",0.3311
"IN5263006",0.3267
"IN5263007",0.1381
"IN5264003",0.2593
"IN5264009",0.2889
"IN5264013",0.1333
"IN5264017",0.2863
"IN5264029",0.3779
"IN5264033",0.2445
"IN5264040",0.0256
"IN5264041",0.1789
"IN5265004",0.3241
"IN5265006",0.4482
"IN5265007",0.3173
"IN5265008",0.3241
"IN5266001",0.426
"IN5266003",0.5951
"IN5266005",0.5851
"IN5267001",0.1766
"IN5267003",0.3279
"IN5267004",0.4562
"IN5267005",0.4973
"IN5267006",0.4973
"IN5267007",0.2909
"IN5267008",0.2909
"IN5267009",0.1758
"IN5267010",0.1758
