"pwsid","pw_int_pop.rpl_themes"
"LA1085055",0.2945
"LA1085058",0.5637
"LA1085059",0.319
"LA1087001",0.7048
"LA1089001",0.4409
"LA1091004",0.8815
"LA1091006",0.9016
"LA1091007",0.878
"LA1093002",0.3432
"LA1093003",0.5748
"LA1093004",0.8012
"LA1093005",0.2226
"LA1095002",0.4351
"LA1095003",0.5973
"LA1095006",0.2747
"LA1095007",0.465
"LA1097001",0.8415
"LA1097003",0.4988
"LA1097004",0.4864
"LA1097005",0.6417
"LA1097006",0.5262
"LA1097007",0.7234
"LA1097009",0.7408
"LA1097010",0.8236
"LA1097011",0.781
"LA1097012",0.8732
"LA1097013",0.7829
"LA1097014",0.7963
"LA1097015",0.6885
"LA1097016",0.8008
"LA1097018",0.9123
"LA1097022",0.8064
"LA1097024",0.388
"LA1097025",0.3901
"LA1097034",0.498
"LA1097035",0.8386
"LA1097036",0.8386
"LA1097037",0.8201
"LA1099001",0.6129
"LA1099002",0.379
"LA1099003",0.7247
"LA1099004",0.2066
"LA1099005",0.6244
"LA1099006",0.4946
"LA1099007",0.6491
"LA1099008",0.6858
"LA1099009",0.4906
"LA1099010",0.3924
"LA1099013",0.1551
"LA1099023",0.1551
"LA1099024",0.1551
"LA1099028",0.795
"LA1101002",NA
"LA1101003",0.7212
"LA1101004",0.6079
"LA1101005",0.8111
"LA1101006",0.7096
"LA1101009",0.7895
"LA1101010",0.5987
"LA1101011",0.5625
"LA1101012",0.58
"LA1101013",NA
"LA1101014",0.7639
"LA1101015",0.724
"LA1103002",0.4375
"LA1103004",0.5362
"LA1103005",0.5346
"LA1103006",0.242
"LA1103011",0.455
"LA1103014",0.3249
"LA1103018",0.5839
"LA1103020",0.5356
"LA1103022",0.2929
"LA1103023",0.3761
"LA1103033",0.3987
"LA1103038",0.6421
"LA1103039",0.0977
"LA1103041",0.5766
"LA1103042",0.7698
"LA1103043",0.4211
"LA1103053",0.3327
"LA1103054",0.6562
"LA1103055",0.8537
"LA1103056",0.0839
"LA1103064",0.4244
"LA1103066",0.705
"LA1103069",0.6817
"LA1103071",0.7017
"LA1103072",0.9665
"LA1103073",0.8413
"LA1103074",0.2693
"LA1103075",0.2198
"LA1103077",0.705
"LA1103078",0.8148
"LA1103079",0.2894
"LA1103088",0.9131
"LA1103093",0.1973
"LA1103095",0.3665
"LA1103105",0.8839
"LA1103108",0.555
"LA1103111",0.3665
"LA1103113",0.5975
"LA1103124",0.3458
"LA1103125",0.3273
"LA1103128",0.5087
"LA1103130",0.4211
"LA1103131",0.6172
"LA1103132",0.5005
"LA1103137",0.5975
"LA1103139",0.5685
"LA1103141",0.547
"LA1103143",0.5975
"LA1103145",0.7017
"LA1103148",0.3273
"LA1103149",0.22
"LA1103150",0.4375
"LA1103152",0.5017
"LA1103154",0.5246
"LA1103156",0.0928
"LA1103157",0.6299
"LA1103159",0.5246
"LA1103160",0.6002
"LA1103171",0.4472
"LA1103173",0.4882
"LA1103175",0.6164
"LA1103176",0.0178
"LA1103178",0.1331
"LA1103179",0.6425
"LA1103180",0.3665
"LA1103181",0.2929
"LA1103182",0.5975
"LA1103184",0.705
"LA1103190",0.5975
"LA1103194",0.7531
"LA1103195",0.4123
"LA1103197",0.5709
"LA1103198",0.5671
"LA1103200",0.5709
"LA1103201",0.5975
"LA1105001",0.4682
"LA1105003",0.2535
"LA1105005",0.7356
"LA1105008",0.6966
"LA1105009",0.7718
"LA1105010",0.8105
"LA1105012",0.7318
"LA1105014",0.9196
"LA1105019",0.6751
"LA1105022",0.658
"LA1105026",0.943
"LA1105027",0.7265
"LA1105028",0.7681
"LA1105036",0.6144
"LA1105042",NA
"LA1105067",0.2535
"LA1105077",0.4135
"LA1105078",0.8883
"LA1105081",0.0178
"LA1105088",NA
"LA1107001",0.5277
"LA1107003",0.5322
"LA1107004",0.9394
"LA1107005",0.9394
"LA1107009",0.549
"LA1109001",0.5753
"LA1109002",0.5271
"LA1111001",0.7963
"LA1111002",0.8358
"LA1111004",0.354
"LA1111005",0.9661
"LA1111008",0.3268
"LA1111009",0.713
"LA1111010",0.896
"LA1111011",0.896
"LA1111012",0.3268
"LA1111013",0.2349
"LA1111015",0.2349
"LA1111016",0.2349
"LA1111017",0.6045
"LA1111018",0.8358
"LA1111021",0.6551
"LA1111023",0.7823
"LA1111024",0.8358
"LA1113001",0.8498
"LA1113004",0.5365
"LA1113005",0.7332
"LA1113006",0.6787
"LA1113009",0.7789
"LA1113019",0.6851
"LA1113031",0.5874
"LA1113032",0.5726
"LA1113034",0.574
"LA1115001",0.4892
"LA1115016",0.4892
"LA1115019",0.927
"LA1115022",0.8267
"LA1115026",0.5772
"LA1115028",0.6708
"LA1115032",0.5887
"LA1115064",NA
"LA1115065",0.2058
"LA1115071",0.6791
"LA1115087",0.4361
"LA1115117",0.5887
"LA1115118",0.6708
"LA1115121",0.4892
"LA1117001",0.8223
"LA1117002",0.8899
"LA1117003",0.8964
"LA1117006",0.8284
"LA1117008",0.7994
"LA1117009",0.6764
"LA1117019",0.7074
"LA1117021",0.4135
"LA1117022",0.7911
"LA1117024",0.7911
"LA1117025",0.6792
"LA1119001",0.2131
"LA1119002",0.797
"LA1119003",0.2131
"LA1119004",0.698
"LA1119005",0.8262
"LA1119006",0.7251
"LA1119007",0.2131
"LA1119008",0.5019
"LA1119009",0.2131
"LA1119011",0.1856
"LA1119012",0.5381
"LA1119013",0.2131
"LA1119015",0.5387
"LA1119016",0.5198
"LA1119017",0.4797
"LA1119018",0.7251
"LA1119020",0.7073
"LA1119021",0.739
"LA1119022",0.4287
"LA1119023",0.7251
"LA1119024",0.6204
"LA1119025",0.698
"LA1119026",0.4797
"LA1119027",0.6204
"LA1119028",0.9507
"LA1119029",0.4797
"LA1119030",0.698
"LA1119031",0.6204
"LA1119032",0.8262
"LA1119034",0.5376
"LA1119035",0.7251
"LA1121008",0.6935
"LA1121014",0.7641
"LA1121018",0.3713
"LA1121026",0.6383
"LA1121027",0.4798
"LA1123001",0.8316
"LA1123002",0.6642
"LA1123003",0.3495
"LA1123004",0.8316
"LA1123005",0.7405
"LA1123006",0.5643
"LA1123007",0.8316
"LA1125005",0.482
"LA1125006",0.5439
"LA1125010",0.4919
"LA1125011",0.1944
"LA1127001",0.4967
"LA1127002",0.436
"LA1127005",0.4641
"LA1127008",0.4641
"LA1127010",0.4641
"LA1127011",0.436
"LA1127012",0.845
"LA1127015",NA
"LA1127017",0.4691
"LA1127019",NA
"LA1127022",0.436
"LA1127023",0.4641
"LA2015021",0.2922
"LA2105049",0.2584
"ME0000225",0.2121
"ME0001006",0.5151
"ME0001009",0.2548
"ME0001972",0.5621
"ME0001978",0.7558
"ME0002175",0.7152
"ME0002346",0.3883
"ME0002421",0.6309
"ME0002456",0.6309
"ME0002577",0.4332
"ME0002782",0.3393
"ME0002809",0.3393
"ME0002893",0.0279
"ME0003017",0.4995
"ME0003060",0.2137
"ME0003342",0.4437
"ME0003374",0.3898
"ME0003535",0.5356
"ME0003639",0.3569
"ME0003660",0.2564
"ME0003907",0.2055
"ME0004250",0.359
"ME0004295",0.5208
"ME0004591",NA
"ME0004628",0.4735
"ME0005192",NA
"ME0005645",NA
"ME0005825",0.3583
"ME0005826",0.5256
"ME0005844",0.1838
"ME0005847",0.121
"ME0006513",0.6192
"ME0006954",0.6975
"ME0007009",0.2637
"ME0007086",0.2531
"ME0007154",0.4093
"ME0007233",0.3934
"ME0007237",0.3934
"ME0007242",0.3934
"ME0007336",0.1718
"ME0007363",0.288
"ME0007374",0.288
"ME0007543",0.3291
"ME0007736",0.3044
"ME0007940",0.3738
"ME0007963",0.4545
"ME0007990",0.0454
"ME0008164",0.1099
"ME0008251",0.618
"ME0008690",0.1395
"ME0008855",0.1836
"ME0008921",0.5062
"ME0009171",0.3447
"ME0009244",0.3569
"ME0009644",0.5062
"ME0014643",0.4466
"ME0015106",0.5609
"ME0019577",0.3627
"ME0090010",0.683
"ME0090020",0.5062
"ME0090030",0.683
"ME0090050",NA
"ME0090060",0.354
"ME0090070",0.5476
"ME0090080",0.6011
"ME0090100",0.6368
"ME0090110",0.5856
"ME0090120",0.4258
"ME0090130",0.4659
"ME0090140",0.7218
"ME0090150",0.368
"ME0090160",0.5149
"ME0090170",0.3781
"ME0090180",0.5173
"ME0090200",0.4365
"ME0090205",0.1718
"ME0090210",0.1836
"ME0090220",0.5747
"ME0090230",0.521
"ME0090240",0.618
"ME0090250",0.618
"ME0090260",0.3386
"ME0090270",0.2226
"ME0090280",0.6576
"ME0090290",0.7907
"ME0090300",0.5407
"ME0090310",0.5038
"ME0090320",0.5085
"ME0090330",0.5152
"ME0090342",0.4332
"ME0090350",0.358
"ME0090360",0.3934
"ME0090373",0.4332
"ME0090378",0.4332
"ME0090380",0.4546
"ME0090410",0.565
"ME0090420",0.6942
"ME0090425",0.189
"ME0090427",0.4349
"ME0090440",0.606
"ME0090450",0.2994
"ME0090460",0.5038
"ME0090470",0.7745
"ME0090480",0.7243
"ME0090500",0.3009
"ME0090510",0.5799
"ME0090520",0.5476
"ME0090530",0.7102
"ME0090540",0.5478
"ME0090550",0.5212
"ME0090560",0.6855
"ME0090570",0.457
"ME0090580",0.239
"ME0090600",0.58
"ME0090610",0.5256
"ME0090615",0.1395
"ME0090620",0.1767
"ME0090630",0.3903
"ME0090640",0.6646
"ME0090650",0.5924
"ME0090660",0.2326
"ME0090670",0.359
"ME0090680",0.4916
"ME0090690",0.2226
"ME0090700",0.7389
"ME0090710",0.6594
"ME0090719",0.6942
"ME0090720",0.7443
"ME0090730",0.3346
"ME0090740",0.2294
"ME0090745",0.714
"ME0090750",0.5423
"ME0090760",0.2395
"ME0090770",0.434
"ME0090780",0.4568
"ME0090790",0.3492
"ME0090800",0.4482
"ME0090811",0.3367
"ME0090830",0.6456
"ME0090840",0.8197
"ME0090850",0.4545
"ME0090860",0.6958
"ME0090870",0.3639
"ME0090880",0.6261
"ME0090890",0.457
"ME0090900",0.545
"ME0090910",0.8326
"ME0090915",0.4708
"ME0090920",0.743
"ME0090930",0.4609
"ME0090940",0.6456
"ME0090949",0.52
"ME0090960",0.5031
"ME0090970",0.4243
"ME0090980",0.7818
"ME0090990",0.7382
"ME0091000",0.3901
"ME0091020",0.3447
"ME0091030",0.4625
"ME0091031",0.3611
"ME0091040",0.3521
"ME0091050",0.4625
"ME0091055",0.7818
"ME0091080",0.1654
"ME0091090",0.467
"ME0091100",0.4739
"ME0091110",0.3192
"ME0091120",0.3409
"ME0091130",0.1369
"ME0091140",0.0199
"ME0091150",0.6531
"ME0091160",0.2294
"ME0091165",0.1167
"ME0091180",0.7484
"ME0091190",0.3736
"ME0091200",0.5023
"ME0091210",0.3798
"ME0091220",0.4795
"ME0091230",0.5029
"ME0091240",0.6506
"ME0091260",0.5179
"ME0091280",0.6354
"ME0091290",0.1004
"ME0091300",0.3012
"ME0091302",0.1903
"ME0091310",0.6359
"ME0091320",0.683
"ME0091330",0.4618
"ME0091360",0.2564
"ME0091370",0.4334
"ME0091373",0.1718
"ME0091380",0.6119
"ME0091400",0.5195
"ME0091410",0.5796
"ME0091416",0.1445
"ME0091420",0.0199
"ME0091440",0.5195
"ME0091450",0.5398
"ME0091460",0.5353
"ME0091470",0.2576
"ME0091480",0.3439
"ME0091490",0.3534
"ME0091500",0.2604
"ME0091510",0.1369
"ME0091520",0.6657
"ME0091530",0.5764
"ME0091537",0.4267
"ME0091540",0.746
"ME0091550",0.1369
"ME0091560",0.4787
"ME0091565",0.4295
"ME0091570",0.4583
"ME0091580",0.3569
"ME0091590",0.0378
"ME0091600",0.516
"ME0091620",0.6908
"ME0091630",0.3169
"ME0091640",0.1547
"ME0091650",0.4476
"ME0091660",0.4466
"ME0091665",0.3591
"ME0091670",0.0745
"ME0091680",0.224
"ME0091690",0.4568
"ME0091750",0.2995
"ME0091780",0.2259
"ME0091850",0.4437
"ME0091860",0.576
"ME0091870",0.2479
"ME0091890",0.4
"ME0092040",0.2746
"ME0092100",0.1863
"ME0092110",0.5937
"ME0092150",0.4886
"ME0092155",NA
"ME0092160",0.3303
"ME0092165",0.5937
"ME0092190",0.7558
"ME0092250",0.1401
"ME0092260",0.1801
"ME0092270",0.3269
"ME0092285",0.746
"ME0092287",0.4349
"ME0092288",0.3393
"ME0092291",NA
"ME0092293",0.1208
"ME0092296",0.4735
"ME0092298",0.5075
"ME0092299",0.1851
"ME0092303",0.4466
"ME0092305",0.3374
"ME0092308",0.5212
"ME0092323",0.1229
"ME0092335",0.1004
"ME0092338",0.2492
"ME0092339",0.3902
"ME0092361",0.4618
"ME0092363",0.3898
"ME0092365",0.059
"ME0092371",0.4914
"ME0092388",0.6882
"ME0092428",0.1027
"ME0092475",0.1229
"ME0092708",0.0292
"ME0092722",NA
"ME0092727",0.4708
"ME0093806",NA
"ME0094534",0.6602
"ME0094694",0.1092
"ME0094847",0.2809
"ME0095010",0.2215
"ME0095020",0.6905
"ME0095090",0.3611
"ME0095510",NA
"ME0095525",0.2979
"ME0095530",0.4466
"ME0095550",0.3521
"ME0095560",NA
"ME0095585",0.7932
"ME0095600",0.2204
"ME0095610",0.2121
"ME0095640",0.1395
"ME0095650",0.0378
"ME0095655",NA
"ME0095656",0.355
"ME0095659",0.2548
"ME0095660",0.2673
"ME0095663",0.3934
"ME0095679",0.4466
"ME0095685",0.3583
"ME0098560",0.4735
"ME0103660",0.2564
"055293101",0.6364
"055293201",0.686
"055293302",0.571
"055293304",0.2648
"055293401",0.3108
"055293501",0.741
"055293502",0.4636
"055293504",0.5465
"055293601",0.6402
"055293603",0.1913
"055293611",0.5599
"055293702",0.537
"055293801",0.7344
"055293901",0.4748
"MI0000011",NA
"MI0000012",0.0758
"MI0000020",0.3554
"MI0000030",0.3481
"MI0000040",0.7637
"MI0000048",0.1579
"MI0000050",0.2863
"MI0000070",0.2862
"MI0000082",0.5381
"MI0000088",0.4663
"MI0000090",0.6805
"MI0000100",0.6285
"MI0000110",0.5097
"MI0000120",0.6621
"MI0000125",0.3125
"MI0000127",0.2202
"MI0000130",0.2787
"MI0000140",0.7668
"MI0000150",0.3852
"MI0000160",0.5412
"MI0000170",0.0919
"MI0000180",0.5941
"MI0000200",0.3472
"MI0000210",0.5006
"MI0000215",0.0138
"MI0000220",0.2938
"MI0000221",0.0278
"MI0000236",0.2549
"MI0000240",0.1145
"MI0000245",0.3929
"MI0000250",0.388
"MI0000260",0.4732
"MI0000280",0.5129
"MI0000285",0.5129
"MI0000290",0.6068
"MI0000300",0.2018
"MI0000320",0.2176
"MI0000321",0.1364
"MI0000322",0.1439
"MI0000324",0.7171
"MI0000325",0.1782
"MI0000340",0.7784
"MI0000350",0.7413
"MI0000355",0.5861
"MI0000370",0.1974
"MI0000380",0.8529
"MI0000390",0.5619
"MI0000400",0.3288
"MI0000410",0.6805
"MI0000420",0.2749
"MI0000426",0.0597
"MI0000430",0.2193
"MI0000440",0.556
"MI0000450",0.6405
"MI0000470",0.514
"MI0000485",0.5606
"MI0000487",0.2405
"MI0000490",0.1963
"MI0000505",0.4352
"MI0000508",0.1391
"MI0000510",0.4179
"MI0000514",0.2379
"MI0000520",0.691
"MI0000540",0.779
"MI0000550",0.3472
"MI0000560",0.6678
"MI0000570",0.5162
"MI0000580",0.7165
"MI0000590",0.5065
"MI0000600",0.8308
"MI0000605",0.6963
"MI0000610",0.4446
"MI0000620",0.1549
"MI0000630",0.0984
"MI0000635",0.1482
"MI0000650",0.5808
"MI0000660",0.3561
"MI0000680",0.359
"MI0000690",0.0861
"MI0000700",0.1047
"MI0000705",0.6395
"MI0000710",0.5938
"MI0000715",0.1768
"MI0000716",0.0966
"MI0000720",0.1965
"MI0000722",0.1965
"MI0000725",0.3035
"MI0000730",0.081
"MI0000731",0.1152
"MI0000740",0.4967
"MI0000743",0.5461
"MI0000750",0.2588
"MI0000775",0.1849
"MI0000790",0.1515
"MI0000794",0.0683
"MI0000796",0.6957
"MI0000798",0.1871
"MI0000799",0.1658
"MI0000800",0.3946
"MI0000810",0.5765
"MI0000813",0.1658
"MI0000815",0.3646
"MI0000820",0.3236
"MI0000838",0.2003
"MI0000840",0.6859
"MI0000850",0.3029
"MI0000860",0.2009
"MI0000877",0.4
"MI0000880",0.5746
"MI0000890",0.3515
"MI0000894",0.3916
"MI0000910",0.738
"MI0000920",0.2694
"MI0000930",0.7733
"MI0000940",0.3624
"MI0000960",0.4508
"MI0000970",0.591
"MI0000980",0.8544
"MI0001000",0.3631
"MI0001002",0.1046
"MI0001008",0.3806
"MI0001010",0.5416
"MI0001019",0.0802
"MI0001020",0.1161
"MI0001023",0.3022
"MI0001030",0.64
"MI0001039",0.1147
"MI0001040",0.6524
"MI0001046",0.4585
"MI0001050",0.8452
"MI0001052",0.4179
"MI0001073",0.2926
"MI0001100",0.2169
"MI0001110",0.7109
"MI0001125",0.4872
"MI0001130",0.8738
"MI0001160",0.6671
"MI0001170",0.6942
"MI0001180",0.6654
"MI0001190",0.2045
"MI0001195",0.1792
"MI0001210",0.4204
"MI0001220",0.5726
"MI0001230",0.0782
"MI0001250",0.7299
"MI0001252",0.2498
"MI0001260",0.5678
"MI0001290",0.1145
"MI0001300",0.3634
"MI0001310",0.6487
"MI0001330",0.7219
"MI0001335",0.3325
"MI0001340",0.4896
"MI0001350",0.2748
"MI0001352",0.2568
"MI0001355",0.419
"MI0001360",0.6434
"MI0001370",0.1728
"MI0001380",0.6338
"MI0001390",0.2826
"MI0001400",0.203
"MI0001416",0.1091
"MI0001420",0.7782
"MI0001440",0.1801
"MI0001450",0.2073
"MI0001460",0.3793
"MI0001465",0.4103
"MI0001470",0.2262
"MI0001480",0.4364
"MI0001490",0.5301
"MI0001493",0.1123
"MI0001500",0.744
"MI0001520",0.5826
"MI0001530",0.5213
"MI0001540",0.6864
"MI0001543",0.0664
"MI0001545",0.0481
"MI0001552",0.4894
"MI0001565",0.0917
"MI0001570",0.4131
"MI0001573",0.2075
"MI0001580",0.2596
"MI0001600",0.635
"MI0001610",0.595
"MI0001620",0.4172
"MI0001630",0.2863
"MI0001631",0.1146
"MI0001640",0.6285
"MI0001643",0.1385
"MI0001648",0.3373
"MI0001649",0.5085
"MI0001650",0.2279
"MI0001653",0.2379
"MI0001655",0.6923
"MI0001657",0.4632
"MI0001658",0.4251
"MI0001661",0.9819
"MI0001663",0.0141
"MI0001664",0.1884
"MI0001666",0.4548
"MI0001690",0.4358
"MI0001692",0.49
"MI0001700",0.5833
"MI0001715",0.4466
"MI0001716",0.6119
"MI0001718",0.0954
"MI0001720",0.6611
"MI0001730",0.5581
"MI0001740",0.6288
"MI0001750",0.6035
"MI0001760",0.6654
"MI0001765",0.1913
"MI0001768",0.5969
"MI0001770",0.1891
"MI0001773",0.1292
"MI0001774",0.3843
"MI0001790",0.2847
"MI0001795",0.2913
"MI0001800",0.7851
"MI0001810",0.1679
"MI0001820",0.1306
"MI0001840",0.5156
"MI0001845",0.05
"MI0001860",0.7375
"MI0001865",0.2913
"MI0001870",0.2363
"MI0001880",0.257
"MI0001900",0.4663
"MI0001910",0.6351
"MI0001915",0.6262
"MI0001920",0.2863
"MI0001925",0.4588
"MI0001930",0.2863
"MI0001935",0.1492
"MI0001950",0.6268
"MI0001960",0.1945
"MI0001970",0.533
"MI0001980",0.2239
"MI0001990",0.457
"MI0002010",0.6022
"MI0002020",0.5008
"MI0002025",0.1124
"MI0002030",0.6241
"MI0002050",0.8276
"MI0002070",0.7446
"MI0002077",0.4
"MI0002080",0.3968
"MI0002090",0.1385
"MI0002100",0.4331
"MI0002110",0.2405
"MI0002115",0.2739
"MI0002120",0.3319
"MI0002125",0.7025
"MI0002130",0.3432
"MI0002145",0.5426
"MI0002170",0.6522
"MI0002180",0.1247
"MI0002190",0.8401
"MI0002200",0.1973
"MI0002212",0.2728
"MI0002215",0.2245
"MI0002230",0.1408
"MI0002240",0.3251
"MI0002250",0.7097
"MI0002260",0.4017
"MI0002270",0.2206
"MI0002277",0.0572
"MI0002280",0.0831
"MI0002285",0.1352
"MI0002287",0.397
"MI0002290",0.2751
"MI0002292",0.1618
"MI0002300",0.4454
"MI0002310",0.7734
"MI0002340",0.4299
"MI0002347",0.0573
"MI0002350",0.3023
"MI0002356",0.2728
"MI0002360",0.3526
"MI0002370",0.5472
"MI0002385",0.3661
"MI0002390",0.188
"MI0002400",0.5502
"MI0002403",0.316
"MI0002410",0.1498
"MI0002420",0.1525
"MI0002425",0.1324
"MI0002430",0.597
"MI0002450",0.1999
"MI0002460",0.4825
"MI0002470",0.1879
"MI0002480",0.185
"MI0002490",0.7344
"MI0002500",0.236
"MI0002507",0.2268
"MI0002510",0.4204
"MI0002520",0.5726
"MI0002530",0.3583
"MI0002540",0.4636
"MI0002550",0.3865
"MI0002565",0.5503
"MI0002568",0.4766
"MI0002590",0.2863
"MI0002600",0.7038
"MI0002615",0.6342
"MI0002617",0.4288
"MI0002619",0.3714
"MI0002620",0.1305
"MI0002625",0.741
"MI0002630",0.3386
"MI0002640",0.548
"MI0002650",0.8394
"MI0002654",0.0669
"MI0002655",0.5694
"MI0002656",0.4758
"MI0002657",0.6654
"MI0002659",0.478
"MI0002680",0.6957
"MI0002730",0.2533
"MI0002740",0.3539
"MI0002745",0.3659
"MI0002750",0.4017
"MI0002760",0.2186
"MI0002770",0.4001
"MI0002780",0.5675
"MI0002785",0.3257
"MI0002790",0.4536
"MI0002805",0.1913
"MI0002809",0.0085
"MI0002820",0.2551
"MI0002823",0.719
"MI0002830",0.0463
"MI0002837",0.3213
"MI0002839",0.7446
"MI0002840",0.631
"MI0002846",0.0417
"MI0002850",0.6652
"MI0002860",0.0625
"MI0002870",0.1144
"MI0002880",0.0184
"MI0002890",0.043
"MI0002900",0.0279
"MI0002910",0.02
"MI0002920",0.1642
"MI0002925",0.1225
"MI0002940",0.3472
"MI0002944",0.1658
"MI0002945",0.1658
"MI0002960",0.6067
"MI0002970",0.814
"MI0002980",0.4506
"MI0002982",0.4996
"MI0003000",0.5867
"MI0003001",0.1413
"MI0003010",0.339
"MI0003015",0.1658
"MI0003018",0.6
"MI0003020",0.6551
"MI0003030",0.7919
"MI0003040",0.2508
"MI0003050",0.4472
"MI0003060",0.7344
"MI0003070",0.9682
"MI0003075",0.0865
"MI0003080",0.0913
"MI0003090",0.4426
"MI0003100",0.5334
"MI0003110",0.1567
"MI0003115",0.0649
"MI0003117",0.1561
"MI0003118",0.0711
"MI0003120",0.5829
"MI0003130",0.6174
"MI0003131",0.1997
"MI0003132",0.1658
"MI0003134",0.2872
"MI0003137",0.2021
"MI0003138",0.3487
"MI0003140",0.8572
"MI0003145",0.0981
"MI0003160",0.6857
"MI0003165",0.1729
"MI0003170",0.6355
"MI0003175",0.0824
"MI0003190",0.5388
"MI0003195",0.4072
"MI0003200",0.5988
"MI0003220",0.7329
"MI0003223",0.207
"MI0003225",0.4353
"MI0003229",0.1729
"MI0003230",0.6696
"MI0003237",0.6222
"MI0003238",0.7627
"MI0003240",0.4851
"MI0003250",0.4411
"MI0003270",0.6679
"MI0003280",0.8087
"MI0003290",0.3306
"MI0003310",0.0063
"MI0003312",0.2094
"MI0003315",0.2891
"MI0003317",0.5897
"MI0003319",0.6766
"MI0003320",0.3056
"MI0003323",0.2428
"MI0003330",0.4762
"MI0003340",0.9253
"MI0003342",0.2383
"MI0003350",NA
"MI0003360",0.8855
"MI0003362",0.316
"MI0003365",0.2692
"MI0003370",0.6851
"MI0003390",0.2888
"MI0003400",0.4138
"MI0003410",0.5207
"MI0003420",0.4292
"MI0003430",0.2727
"MI0003435",0.5291
"MI0003440",0.4017
"MI0003450",0.42
"MI0003460",0.5769
"MI0003470",0.6382
"MI0003474",0.1449
"MI0003475",0.1995
"MI0003490",0.6654
"MI0003505",0.1913
"MI0003510",0.4653
"MI0003520",0.629
"MI0003525",0.1924
"MI0003545",0.0939
"MI0003550",0.6864
"MI0003560",0.7388
"MI0003563",0.3168
"MI0003570",0.1679
"MI0003595",0.5002
"MI0003598",0.2083
"MI0003615",0.6776
"MI0003620",0.5652
"MI0003628",0.318
"MI0003630",0.9142
"MI0003640",0.431
"MI0003650",0.46
"MI0003660",0.5408
"MI0003666",0.0025
"MI0003667",0.2091
"MI0003670",0.571
"MI0003685",0.3535
"MI0003690",0.1089
"MI0003692",0.2612
"MI0003693",0.0313
"MI0003695",0.0313
"MI0003696",0.0313
"MI0003700",0.4651
"MI0003720",0.4724
"MI0003726",0.2696
"MI0003730",0.3689
"MI0003737",0.4632
"MI0003740",0.3513
"MI0003741",0.2108
"MI0003742",0.3683
"MI0003744",0.3411
"MI0003747",0.0312
"MI0003749",0.2675
"MI0003750",0.7261
"MI0003751",0.0505
"MI0003752",0.4471
"MI0003753",0.0338
"MI0003755",0.2379
"MI0003760",0.5833
"MI0003770",0.4914
"MI0003780",0.6724
"MI0003794",0.2477
"MI0003800",0.2359
"MI0003810",0.4853
"MI0003820",0.8392
"MI0003830",0.6908
"MI0003831",0.3432
"MI0003837",0.2123
"MI0003840",0.38
"MI0003850",0.417
"MI0003856",0.3063
"MI0003857",0.1358
"MI0003868",0.5069
"MI0003870",0.6039
"MI0003880",0.5941
"MI0003890",0.2499
"MI0003910",0.1584
"MI0003920",0.54
"MI0003925",0.2892
"MI0003927",0.3475
"MI0003929",0.0779
"MI0003930",0.2087
"MI0003940",0.013
"MI0003943",0.2456
"MI0003946",0.1997
"MI0003947",0.1327
"MI0003950",0.5645
"MI0003955",NA
"MI0003960",0.6511
"MI0003967",0.341
"MI0003968",0.139
"MI0003970",0.8527
"MI0003980",0.5827
"MI0003990",0.121
"MI0004000",0.4551
"MI0004006",0.771
"MI0004010",0.5592
"MI0004020",0.2249
"MI0004030",0.3719
"MI0004040",0.6921
"MI0004042",NA
"MI0004045",0.3743
"MI0004050",0.707
"MI0004053",0.4713
"MI0004060",0.2056
"MI0004063",0.1935
"MI0004069",0.3539
"MI0004070",0.398
"MI0004080",0.3108
"MI0004090",0.351
"MI0004095",0.0859
"MI0004098",0.4038
"MI0004100",0.6757
"MI0004110",0.6935
"MI0004120",0.3826
"MI0004140",0.4357
"MI0004150",0.3612
"MI0004152",0.3639
"MI0004155",0.4524
"MI0004158",0.9654
"MI0004160",0.3192
"MI0004170",0.4107
"MI0004173",0.399
"MI0004177",0.1476
"MI0004180",0.3268
"MI0004190",0.6547
"MI0004215",0.326
"MI0004220",0.8153
"MI0004230",0.3854
"MI0004240",0.463
"MI0004250",0.4064
"MI0004260",0.2932
"MI0004276",0.6254
"MI0004310",0.5849
"MI0004312",0.1255
"MI0004340",0.4445
"MI0004360",0.1898
"MI0004370",0.261
"MI0004375",0.4766
"MI0004377",0.3247
"MI0004380",0.3623
"MI0004390",0.2105
"MI0004397",0.5356
"MI0004400",0.2822
"MI0004403",0.0543
"MI0004410",0.3657
"MI0004419",0.5435
"MI0004428",0.1521
"MI0004440",0.3151
"MI0004450",0.433
"MI0004455",0.2068
"MI0004470",0.3976
"MI0004480",0.6244
"MI0004490",0.4773
"MI0004510",0.6432
"MI0004520",0.8168
"MI0004530",0.4822
"MI0004550",0.341
"MI0004560",0.515
"MI0004570",0.776
"MI0004580",0.8189
"MI0004590",0.5816
"MI0004595",0.008
"MI0004596",0.9056
"MI0004600",0.4544
"MI0004605",0.3864
"MI0004610",NA
"MI0004620",0.48
"MI0004640",0.0625
"MI0004647",0.0879
"MI0004650",0.3023
"MI0004655",0.0711
"MI0004670",0.1977
"MI0004680",0.373
"MI0004685",0.3563
"MI0004690",0.6989
"MI0004700",0.2944
"MI0004710",0.5553
"MI0004720",0.7517
"MI0004730",0.7517
"MI0004740",0.5773
"MI0004750",0.6088
"MI0004753",NA
"MI0004754",0.1965
"MI0004760",0.2356
"MI0004770",0.4439
"MI0004775",0.109
