"pwsid","pws_name","primacy_agency","pop_cat_5","population_served_count","service_connections_count","service_area_type","symbology_field","detailed_facility_report","ewg_report_link","epic_area_mi2"
"VT0005304","Northshore Mhp","VT","<=500",63,27,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005304&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005304",0.08
"VT0005305","Winhall Stratton F D 1","VT","3,301-10,000",6200,2267,"Residential Area","Modeled","https://echo.epa.gov/detailed-facility-report?fid=VT0005305&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005305",1.47
"VT0005306","Westminster Aqueduct Society","VT","<=500",150,55,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005306&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005306",1.69
"VT0005309","Shady Pines Mhp","VT","<=500",76,28,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005309&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005309",0.08
"VT0005310","Wilmington Water Dist","VT","501-3,300",1400,263,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005310&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005310",1.12
"VT0005312","Chimney Hill","VT","501-3,300",2594,545,"Residential Area","Modeled","https://echo.epa.gov/detailed-facility-report?fid=VT0005312&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005312",0.31
"VT0005313","Cold Brook Fire District 1","VT","501-3,300",700,300,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005313&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005313",0.94
"VT0005314","Sonnenberg Water System","VT","<=500",50,22,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005314&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005314",0.99
"VT0005315","Bethel Water Dept","VT","501-3,300",1929,350,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005315&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005315",2.93
"VT0005317","Cavendish Town Water System","VT","501-3,300",950,402,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005317&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005317",2.31
"VT0005318","Chester Water Dept","VT","501-3,300",3200,560,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005318&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005318",5.08
"VT0005319","Hartford Water Dept","VT","3,301-10,000",7600,2100,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005319&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005319",7.25
"VT0005320","Quechee Central","VT","501-3,300",2262,863,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005320&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005320",8.47
"VT0005322","North Hartland Coop Water System Inc","VT","<=500",262,104,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005322&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005322",1.33
"VT0005323","Ludlow Village Water Dept","VT","501-3,300",2818,820,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005323&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005323",2.95
"VT0005324","Okemo Village Condominiums","VT","<=500",180,22,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005324&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005324",0.05
"VT0005325","Okemo Trailside Condominium","VT","501-3,300",540,206,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005325&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005325",0.35
"VT0005326","Norwich Fire District 1","VT","501-3,300",870,340,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005326&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005326",2.29
"VT0005328","Rochester Water System","VT","<=500",440,168,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005328&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005328",0.99
"VT0005330","Royalton Fire District 1","VT","501-3,300",1500,375,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005330&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005330",0.88
"VT0005331","Royalton Terrace","VT","<=500",60,28,"Mobile Home Park","Modeled","https://echo.epa.gov/detailed-facility-report?fid=VT0005331&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005331",0
"VT0005333","Springfield Water Dept","VT","3,301-10,000",9800,2500,"Residential Area","Modeled","https://echo.epa.gov/detailed-facility-report?fid=VT0005333&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005333",8.31
"VT0005335","Chalet Village","VT","<=500",45,22,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005335&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005335",0.14
"VT0005339","Ascutney Fire District #2","VT","<=500",485,200,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005339&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005339",0.87
"VT0005341","Windsor Water Dept","VT","501-3,300",2350,979,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005341&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005341",4.89
"VT0005342","Mount Ascutney Mhp","VT","<=500",42,16,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005342&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005342",0.06
"VT0005343","Woodstock Aqueduct Co","VT","501-3,300",2473,777,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005343&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005343",5.39
"VT0005344","Rmc Mobile Home Park","VT","<=500",40,23,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005344&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005344",0.09
"VT0005347","Coburn Mhp","VT","<=500",126,46,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005347&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005347",0.08
"VT0005353","West Fairlee Mhp","VT","<=500",50,18,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005353&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005353",0.07
"VT0005357","Divided Sky Foundation","VT","<=500",75,13,"Institution","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005357&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005357",0.14
"VT0005359","Alpen Meadows","VT","<=500",112,27,"Recreation Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005359&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005359",0.14
"VT0005374","Birchwood Condominium Association","VT","<=500",63,20,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005374&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005374",0.08
"VT0005375","Tall Timbers Mhp","VT","<=500",275,105,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005375&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005375",0.22
"VT0005378","Rutland Town Fire District 6","VT","<=500",137,52,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005378&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005378",0.23
"VT0005379","Rhodeside Acres","VT","<=500",65,25,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005379&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005379",0.13
"VT0005381","Sheffield Fire District 1","VT","<=500",50,20,"Residential Area","Modeled","https://echo.epa.gov/detailed-facility-report?fid=VT0005381&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005381",0.17
"VT0005382","Edgemont Condominiums","VT","<=500",108,41,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005382&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005382",0.07
"VT0005384","Whiffletree Condominium","VT","<=500",189,72,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005384&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005384",0.1
"VT0005385","Mansfield View Water Corp","VT","<=500",121,46,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005385&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005385",0.4
"VT0005397","Battleground Condominium","VT","<=500",166,63,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005397&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005397",0.33
"VT0005399","Windy Hill Acres Mhp","VT","<=500",139,39,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005399&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005399",0.4
"VT0005403","Fairfax Fire District 1","VT","<=500",80,31,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005403&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005403",0.28
"VT0005404","Woodside Manor","VT","<=500",240,91,"Mobile Home Park","Modeled","https://echo.epa.gov/detailed-facility-report?fid=VT0005404&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005404",0.01
"VT0005419","Bridgewater Mill","VT","<=500",108,42,"Residential Area","Modeled","https://echo.epa.gov/detailed-facility-report?fid=VT0005419&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005419",0.06
"VT0005424","Merrimac Manor Mhp","VT","<=500",122,49,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005424&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005424",0.25
"VT0005426","Richmond Fire District 1","VT","<=500",56,22,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005426&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005426",0.31
"VT0005427","Warner Place Water System","VT","<=500",42,22,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005427&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005427",0.49
"VT0005429","Rutland Town Fire District 5","VT","<=500",110,40,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005429&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005429",0.25
"VT0005435","Commons","VT","<=500",79,30,"Recreation Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005435&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005435",0.13
"VT0005441","Mcindoe Falls Fire District 3","VT","<=500",176,67,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005441&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005441",0.41
"VT0005450","Westford Fire District 1","VT","<=500",50,23,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005450&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005450",0.16
"VT0005452","New England Kurn Hattin Homes","VT","<=500",200,26,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005452&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005452",0.94
"VT0005462","Round Top","VT","<=500",240,42,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005462&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005462",1.71
"VT0005469","Shaftsbury Water System","VT","501-3,300",950,300,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005469&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005469",1.08
"VT0005471","Gore Road Mhp","VT","<=500",100,38,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005471&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005471",0.04
"VT0005475","Norwich Meadows","VT","<=500",36,14,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005475&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005475",0.14
"VT0005476","Jericho Fire District 1","VT","<=500",190,72,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005476&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005476",0.34
"VT0005490","Greenes Mhp","VT","<=500",39,14,"Mobile Home Park","Modeled","https://echo.epa.gov/detailed-facility-report?fid=VT0005490&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005490",0.02
"VT0005493","Riverside Mhp","VT","<=500",30,14,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005493&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005493",0.1
"VT0005499","Colonial Estates Water Corp","VT","<=500",300,78,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005499&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005499",0.48
"VT0005502","Washington North Mhp","VT","<=500",63,23,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005502&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005502",0.17
"VT0005503","Burke Mountain Water Co","VT","501-3,300",1058,225,"Recreation Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005503&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005503",1.76
"VT0005504","Fiddlehead Condominiums","VT","<=500",60,23,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005504&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005504",0.08
"VT0005513","Wildwood West","VT","<=500",65,20,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005513&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005513",0.15
"VT0005515","Castleton Meadows","VT","<=500",107,41,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005515&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005515",0.07
"VT0005517","Pownal Fire District 3","VT","<=500",60,22,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005517&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005517",0.16
"VT0005518","Limehurst Mhp","VT","<=500",87,33,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005518&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005518",0.17
"VT0005523","Stowe Fire District 4","VT","<=500",120,47,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005523&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005523",0.36
"VT0005524","Snowside Condominium","VT","<=500",63,24,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005524&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005524",0.18
"VT0005525","Sterling Ridge Water","VT","<=500",66,25,"Residential Area","Modeled","https://echo.epa.gov/detailed-facility-report?fid=VT0005525&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005525",0.22
"VT0005529","Berlin Health  Rehabilitation Ctr","VT","<=500",378,1,"Medical Facility","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005529&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005529",0.09
"VT0005530","Union House Nursing Home","VT","<=500",56,1,"Medical Facility","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005530&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005530",0.05
"VT0005532","Vernon Green Nursing Home","VT","<=500",96,17,"Medical Facility","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005532&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005532",0.17
"VT0005534","Rutland Town Fire District 1","VT","<=500",401,153,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005534&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005534",0.46
"VT0005535","Sunny Acres Development Water Assoc Inc","VT","<=500",50,29,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005535&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005535",0.16
"VT0005536","Dover Green Condominium","VT","<=500",157,54,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005536&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005536",0.09
"VT0005537","Karme Choling","VT","<=500",140,4,"Other Residential","Modeled","https://echo.epa.gov/detailed-facility-report?fid=VT0005537&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005537",0.08
"VT0005538","River Road Apartments","VT","<=500",50,19,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005538&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005538",0.18
"VT0005539","Mountain Green Condominium","VT","501-3,300",1300,216,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005539&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005539",0.09
"VT0005540","Pinnacle Condominium","VT","<=500",400,150,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005540&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005540",0.1
"VT0005541","Suntec Forest Condominium","VT","<=500",240,40,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005541&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005541",0.15
"VT0005542","Snowtree Condominium","VT","<=500",302,130,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005542&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005542",0.11
"VT0005545","Tara Townhouses","VT","<=500",48,18,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005545&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005545",0.08
"VT0005555","West Burke Housing","VT","<=500",40,15,"Other Residential","Modeled","https://echo.epa.gov/detailed-facility-report?fid=VT0005555&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005555",0.26
"VT0005556","Georgia Station","VT","<=500",120,51,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005556&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005556",0.23
"VT0005557","West Wind Water System","VT","<=500",64,25,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005557&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005557",0.66
"VT0005563","Bear Creek Condominium","VT","<=500",116,42,"Residential Area","Modeled","https://echo.epa.gov/detailed-facility-report?fid=VT0005563&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005563",0.04
"VT0005565","Jay Peak Water System","VT","3,301-10,000",6740,521,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005565&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005565",4.92
"VT0005566","Barre Town Water System","VT","501-3,300",1638,546,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005566&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005566",2.42
"VT0005570","Benson Heights","VT","<=500",40,16,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005570&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005570",0.1
"VT0005571","Telemark Village","VT","<=500",82,31,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005571&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005571",0.18
"VT0005573","Spring Lake Ranch Inc","VT","<=500",70,15,"Institution","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005573&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005573",1.49
"VT0005575","Moon Ridge Condominium","VT","<=500",94,20,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005575&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005575",0.14
"VT0005578","Bears Crossing Water System","VT","<=500",333,128,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005578&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005578",0.31
"VT0005581","Chelsea Elderly Housing","VT","<=500",68,26,"Other Residential","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005581&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005581",0.12
"VT0005582","Chelsea Family Housing","VT","<=500",44,13,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005582&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005582",0.07
"VT0005584","Parsons Hill Partnership","VT","<=500",32,12,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005584&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005584",0.09
"VT0005586","Blake Hill","VT","<=500",69,26,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005586&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005586",0.16
"VT0005589","Christmas Tree - Sundown Condominium","VT","<=500",110,42,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005589&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005589",0.05
"VT0005590","High Ridge Condominium","VT","<=500",500,118,"Residential Area","Modeled","https://echo.epa.gov/detailed-facility-report?fid=VT0005590&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005590",0.88
"VT0005592","Piper Ridge Condominium","VT","<=500",362,90,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005592&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005592",0.34
"VT0005593","South Village","VT","<=500",445,79,"Residential Area","Modeled","https://echo.epa.gov/detailed-facility-report?fid=VT0005593&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005593",0.03
"VT0005594","Windy Hollow","VT","<=500",118,45,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005594&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005594",0.36
"VT0005596","Fly In Water System","VT","<=500",37,14,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005596&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005596",0.13
"VT0005597","Trail Creek Condominium","VT","<=500",212,81,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005597&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005597",0.08
"VT0005599","West Windsor Mountain Water System","VT","501-3,300",750,305,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005599&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005599",3.19
"VT0005600","Glen Run Condominium","VT","<=500",100,36,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005600&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005600",0.05
"VT0005602","Shelburne Farms","VT","<=500",235,33,"School","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005602&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005602",3.08
"VT0005603","Wintergreen At Killington","VT","<=500",50,17,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005603&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005603",0.03
"VT0005604","Northside Condominium","VT","<=500",32,12,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005604&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005604",0.07
"VT0005607","Maple Lane Nursing Home","VT","<=500",181,1,"Medical Facility","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005607&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005607",0.11
"VT0005608","Southface","VT","<=500",105,40,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005608&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005608",0.1
"VT0005609","Bull Run","VT","<=500",420,145,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005609&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005609",0.81
"VT0005611","Notchbrook Condominium","VT","<=500",201,50,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005611&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005611",0.15
"VT0005615","Timbercreek Condominium","VT","501-3,300",1116,213,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005615&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005615",0.2
"VT0005617","Dairy Center","VT","<=500",109,27,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005617&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005617",0.16
"VT0005618","Sunrise Community Water System","VT","501-3,300",829,258,"Residential Area","Modeled","https://echo.epa.gov/detailed-facility-report?fid=VT0005618&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005618",0.04
"VT0005619","Glaze Brook","VT","<=500",220,47,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005619&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005619",0.16
"VT0005621","Charette Water System","VT","<=500",37,14,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005621&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005621",0.11
"VT0005623","Snow Mountain Village","VT","<=500",210,80,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005623&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005623",0.1
"VT0005626","Valley Park Condominium","VT","<=500",42,16,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005626&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005626",0.08
"VT0005628","Pownal Estates Mhp, Llc.","VT","<=500",147,56,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005628&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005628",0.1
